고객번호,문구류구매횟수,문구류1,문구류2,문구류3,문구류4,문구류5,문구류6
3765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3767,1.0,0.0,0.0,0.0,0.0,0.0,3753.0
3768,12.0,1968.0,1834.0,11637.0,7937.0,50265.0,7507.0
3769,1.0,0.0,0.0,0.0,3370.0,0.0,0.0
3770,18.0,1476.0,6696.0,37624.0,21284.0,11630.0,166213.0
3771,9.0,14859.0,7004.0,3163.0,0.0,17901.0,2037.0
3772,4.0,0.0,3605.0,0.0,7973.0,3024.0,0.0
3773,1.0,0.0,0.0,10168.0,0.0,0.0,0.0
3774,5.0,33261.0,0.0,24856.0,0.0,33982.0,0.0
3775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3776,8.0,12675.0,10095.0,0.0,0.0,809.0,1716.0
3777,3.0,0.0,225177.0,0.0,0.0,0.0,0.0
3778,9.0,1574.0,19881.0,0.0,10216.0,7282.0,3217.0
3779,3.0,0.0,0.0,2712.0,0.0,6573.0,0.0
3780,2.0,0.0,618.0,0.0,0.0,0.0,4075.0
3781,8.0,0.0,15451.0,147892.0,27492.0,70795.0,37532.0
3782,3.0,0.0,1442.0,3050.0,0.0,2023.0,0.0
3783,8.0,34048.0,0.0,9265.0,4878.0,0.0,0.0
3784,11.0,49990.0,1082.0,80328.0,2217.0,38431.0,0.0
3785,6.0,0.0,0.0,2214.0,8638.0,5562.0,9168.0
3786,3.0,0.0,0.0,1582.0,0.0,3317.0,0.0
3787,1.0,2480.0,0.0,0.0,0.0,0.0,0.0
3788,12.0,23322.0,0.0,55134.0,36183.0,48039.0,9972.0
3789,4.0,20469.0,12361.0,0.0,15076.0,0.0,0.0
3790,3.0,0.0,0.0,0.0,0.0,2013.0,4772.0
3791,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3792,2.0,0.0,0.0,0.0,0.0,15170.0,16085.0
3793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3794,24.0,88721.0,18830.0,16608.0,19005.0,67811.0,40019.0
3795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3796,3.0,14761.0,0.0,0.0,8602.0,7383.0,0.0
3797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3798,4.0,0.0,25855.0,0.0,2661.0,4855.0,0.0
3799,38.0,31577.0,5768.0,15683.0,3193.0,12187.0,23409.0
3800,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3801,2.0,0.0,0.0,0.0,878.0,0.0,15763.0
3802,7.0,6150.0,0.0,7570.0,1242.0,4956.0,0.0
3803,2.0,3621.0,0.0,0.0,0.0,0.0,0.0
3804,5.0,0.0,0.0,0.0,32830.0,4248.0,0.0
3805,2.0,0.0,0.0,0.0,0.0,29127.0,0.0
3806,2.0,0.0,7726.0,0.0,0.0,0.0,0.0
3807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3808,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3809,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3810,16.0,14446.0,1030.0,17344.0,0.0,17900.0,2359.0
3811,13.0,14386.0,10568.0,0.0,0.0,6573.0,11817.0
3812,1.0,0.0,0.0,0.0,3538.0,0.0,0.0
3813,8.0,1082.0,0.0,3276.0,6014.0,2831.0,0.0
3814,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3815,1.0,0.0,0.0,0.0,1774.0,0.0,0.0
3816,3.0,0.0,2575.0,2915.0,0.0,0.0,0.0
3817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3818,1.0,0.0,0.0,2825.0,0.0,0.0,0.0
3819,1.0,0.0,0.0,0.0,0.0,0.0,2788.0
3820,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3821,12.0,4350.0,12207.0,10846.0,0.0,6948.0,9340.0
3822,3.0,0.0,105172.0,0.0,36360.0,0.0,0.0
3823,2.0,0.0,6366.0,180656.0,0.0,0.0,0.0
3824,7.0,14367.0,3554.0,0.0,0.0,18912.0,0.0
3825,86.0,179405.0,109280.0,83911.0,68225.0,184735.0,83471.0
3826,12.0,28144.0,0.0,133318.0,7538.0,3742.0,21018.0
3827,35.0,162770.0,0.0,0.0,0.0,16687.0,35516.0
3828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3830,20.0,9299.0,10403.0,11410.0,11175.0,9001.0,15710.0
3831,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3832,5.0,0.0,5150.0,0.0,4345.0,31555.0,2037.0
3833,1.0,0.0,4017.0,0.0,0.0,0.0,0.0
3834,1.0,1771.0,0.0,0.0,0.0,0.0,0.0
3835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3836,27.0,18499.0,5871.0,33780.0,4204.0,14563.0,24502.0
3837,2.0,2805.0,15719.0,0.0,0.0,0.0,0.0
3838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3839,5.0,12350.0,0.0,0.0,0.0,0.0,5254.0
3840,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3841,12.0,33625.0,23177.0,18642.0,1242.0,17193.0,0.0
3842,4.0,0.0,0.0,0.0,0.0,19266.0,0.0
3843,1.0,0.0,0.0,4067.0,0.0,0.0,0.0
3844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3846,1.0,0.0,0.0,0.0,0.0,1416.0,0.0
3847,5.0,0.0,18026.0,16721.0,12238.0,0.0,0.0
3848,2.0,0.0,0.0,0.0,0.0,10640.0,0.0
3849,3.0,0.0,0.0,3615.0,4878.0,0.0,1523.0
3850,46.0,33458.0,51503.0,40809.0,10022.0,33607.0,35064.0
3851,4.0,3857.0,0.0,6011.0,0.0,0.0,3539.0
3852,19.0,84835.0,24619.0,11975.0,41327.0,18913.0,6863.0
3853,1.0,0.0,0.0,0.0,0.0,6372.0,0.0
3854,1.0,0.0,0.0,0.0,0.0,0.0,31098.0
3855,1.0,0.0,0.0,0.0,38932.0,0.0,0.0
3856,3.0,0.0,0.0,0.0,4257.0,0.0,0.0
3857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3859,2.0,0.0,4120.0,0.0,0.0,0.0,14155.0
3860,5.0,0.0,59848.0,0.0,17338.0,5866.0,0.0
3861,12.0,0.0,1648.0,0.0,2661.0,12733.0,21233.0
3862,2.0,48514.0,0.0,0.0,0.0,0.0,6327.0
3863,5.0,0.0,5099.0,8248.0,0.0,7656.0,0.0
3864,6.0,18697.0,13082.0,0.0,0.0,0.0,0.0
3865,17.0,0.0,42078.0,1582.0,77688.0,27610.0,0.0
3866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3869,1.0,5806.0,0.0,0.0,0.0,0.0,0.0
3870,2.0,0.0,0.0,8474.0,3991.0,0.0,0.0
3871,1.0,0.0,0.0,7332.0,0.0,0.0,0.0
3872,1.0,0.0,0.0,2994.0,0.0,0.0,0.0
3873,1.0,0.0,0.0,0.0,7982.0,0.0,0.0
3874,12.0,5216.0,3914.0,7061.0,0.0,3691.0,7935.0
3875,1.0,0.0,0.0,0.0,6740.0,0.0,0.0
3876,1.0,0.0,0.0,3954.0,0.0,0.0,0.0
3877,2.0,0.0,0.0,0.0,12407.0,7282.0,0.0
3878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3880,1.0,0.0,0.0,72308.0,0.0,0.0,0.0
3881,11.0,212261.0,33993.0,0.0,65626.0,3944.0,32921.0
3882,4.0,4723.0,0.0,47113.0,6474.0,0.0,4826.0
3883,5.0,0.0,0.0,44288.0,25718.0,0.0,0.0
3884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3885,34.0,47462.0,49001.0,10936.0,50285.0,2023.0,4289.0
3886,17.0,0.0,0.0,2712.0,7139.0,100822.0,23881.0
3887,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3888,34.0,28813.0,9343.0,11411.0,20707.0,81363.0,53026.0
3889,8.0,10431.0,8446.0,15139.0,4789.0,0.0,0.0
3890,1.0,0.0,0.0,0.0,0.0,25082.0,0.0
3891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3892,5.0,54320.0,43263.0,0.0,44164.0,0.0,0.0
3893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3894,1.0,0.0,0.0,0.0,0.0,1315.0,0.0
3895,23.0,34541.0,0.0,84329.0,14810.0,10922.0,0.0
3896,51.0,140180.0,55418.0,81663.0,113292.0,12946.0,35666.0
3897,6.0,0.0,6994.0,0.0,0.0,1011.0,2788.0
3898,10.0,0.0,0.0,379164.0,43987.0,26801.0,6112.0
3899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3900,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3901,1.0,0.0,0.0,0.0,0.0,0.0,1072.0
3902,17.0,0.0,0.0,33838.0,2661.0,70470.0,83974.0
3903,2.0,0.0,0.0,3389.0,1313.0,0.0,0.0
3904,20.0,30476.0,3605.0,10055.0,9312.0,3034.0,3432.0
3905,8.0,0.0,35539.0,33329.0,0.0,0.0,9007.0
3906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3907,35.0,27660.0,30594.0,56716.0,3405.0,17070.0,11580.0
3908,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3910,9.0,3739.0,12000.0,0.0,9844.0,9709.0,0.0
3911,14.0,0.0,1700.0,20845.0,7494.0,12743.0,0.0
3912,4.0,17565.0,0.0,0.0,0.0,0.0,0.0
3913,7.0,0.0,0.0,5593.0,6696.0,0.0,0.0
3914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3915,29.0,67871.0,196416.0,99481.0,5632.0,11004.0,16536.0
3916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3917,2.0,0.0,1545.0,0.0,0.0,0.0,9329.0
3918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3919,1.0,0.0,0.0,0.0,0.0,910.0,0.0
3920,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3921,9.0,2657.0,6932.0,6157.0,7697.0,0.0,4182.0
3922,7.0,9664.0,0.0,2542.0,0.0,2013.0,1394.0
3923,17.0,15942.0,0.0,46006.0,10722.0,8900.0,2574.0
3924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3928,3.0,0.0,0.0,2305.0,0.0,7686.0,0.0
3929,2.0,590.0,0.0,41803.0,0.0,0.0,0.0
3930,1.0,0.0,0.0,0.0,2572.0,0.0,0.0
3931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3932,5.0,0.0,824.0,13727.0,1862.0,0.0,0.0
3933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3935,22.0,0.0,40565.0,36379.0,62362.0,75347.0,0.0
3936,6.0,0.0,0.0,11320.0,0.0,12642.0,53617.0
3937,13.0,0.0,29810.0,47780.0,5764.0,1315.0,17908.0
3938,10.0,0.0,111467.0,116461.0,0.0,3337.0,0.0
3939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3940,6.0,0.0,0.0,0.0,3326.0,18407.0,2681.0
3941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3942,1.0,24798.0,0.0,0.0,0.0,0.0,0.0
3943,28.0,5914.0,2266.0,38753.0,71825.0,9405.0,30454.0
3944,7.0,9831.0,0.0,56377.0,15501.0,0.0,33746.0
3945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3946,10.0,20271.0,0.0,17852.0,17382.0,0.0,8900.0
3947,2.0,0.0,0.0,2034.0,0.0,0.0,5362.0
3948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3949,21.0,153592.0,11331.0,83040.0,46027.0,1922.0,4718.0
3950,17.0,22731.0,47795.0,47451.0,27403.0,0.0,12761.0
3951,23.0,122407.0,25752.0,94904.0,23324.0,78076.0,72565.0
3952,4.0,1752.0,0.0,0.0,0.0,5259.0,1072.0
3953,16.0,8660.0,213124.0,0.0,0.0,31858.0,0.0
3954,7.0,0.0,0.0,45192.0,0.0,0.0,5491.0
3955,2.0,0.0,0.0,0.0,0.0,0.0,4397.0
3956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3957,4.0,2854.0,1030.0,0.0,0.0,1466.0,0.0
3958,27.0,337411.0,327516.0,216584.0,2661.0,141388.0,4396.0
3959,1.0,1958.0,0.0,0.0,0.0,0.0,0.0
3960,19.0,12006.0,8137.0,3616.0,3591.0,8141.0,1716.0
3961,15.0,9053.0,11033.0,4711.0,15414.0,0.0,3646.0
3962,9.0,0.0,2472.0,2825.0,0.0,0.0,73670.0
3963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3964,3.0,0.0,0.0,0.0,2217.0,0.0,4290.0
3965,3.0,22535.0,96725.0,0.0,0.0,0.0,0.0
3966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3967,6.0,3543.0,3708.0,4723.0,0.0,1922.0,0.0
3968,1.0,0.0,0.0,0.0,0.0,3014.0,0.0
3969,42.0,33409.0,17923.0,8361.0,7449.0,54512.0,21928.0
3970,2.0,2313.0,0.0,0.0,0.0,0.0,0.0
3971,8.0,11612.0,2678.0,8700.0,2483.0,2731.0,9008.0
3972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3975,25.0,18402.0,37083.0,70387.0,33168.0,85783.0,79150.0
3976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3979,19.0,22042.0,10569.0,21296.0,2483.0,283028.0,3646.0
3980,10.0,30554.0,56191.0,0.0,0.0,0.0,11260.0
3981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3982,35.0,9545.0,169603.0,10735.0,11528.0,4530.0,12868.0
3983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3984,18.0,60559.0,57994.0,0.0,195371.0,55725.0,12471.0
3985,24.0,14170.0,69117.0,4802.0,2128.0,14564.0,19998.0
3987,5.0,6692.0,0.0,67789.0,17737.0,0.0,0.0
3988,4.0,984.0,8035.0,1582.0,0.0,1315.0,0.0
3989,2.0,0.0,0.0,0.0,4345.0,5866.0,0.0
3990,33.0,1968.0,28533.0,58186.0,5676.0,9405.0,27880.0
3991,3.0,13777.0,1030.0,0.0,709.0,0.0,0.0
3992,1.0,0.0,0.0,0.0,0.0,0.0,2574.0
3993,7.0,0.0,0.0,29432.0,2838.0,0.0,23592.0
3994,1.0,0.0,0.0,0.0,0.0,0.0,10938.0
3995,10.0,178705.0,12567.0,0.0,0.0,0.0,4289.0
3996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3997,10.0,0.0,22919.0,4972.0,3724.0,1112.0,0.0
3998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3999,4.0,12399.0,0.0,0.0,2909.0,0.0,22519.0
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4001,5.0,8886.0,6901.0,6214.0,0.0,0.0,0.0
4002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4003,7.0,0.0,0.0,25195.0,76756.0,1517.0,10992.0
4004,9.0,57587.0,5459.0,28471.0,11440.0,0.0,4503.0
4005,1.0,7715.0,0.0,0.0,0.0,0.0,0.0
4006,24.0,102715.0,44087.0,36493.0,62965.0,88596.0,36030.0
4007,10.0,17398.0,9219.0,3559.0,0.0,4147.0,4397.0
4008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4010,2.0,4723.0,0.0,0.0,0.0,3034.0,0.0
4011,3.0,3444.0,0.0,3277.0,0.0,0.0,0.0
4012,8.0,1574.0,76535.0,0.0,7094.0,0.0,751.0
4013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4014,3.0,0.0,0.0,960.0,0.0,5562.0,0.0
4015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4017,4.0,984.0,1442.0,2260.0,976.0,0.0,0.0
4018,36.0,73873.0,10197.0,23613.0,27404.0,21846.0,115920.0
4019,1.0,0.0,0.0,0.0,4966.0,0.0,0.0
4020,3.0,0.0,5665.0,1695.0,0.0,5562.0,0.0
4021,9.0,3444.0,0.0,15140.0,10819.0,18508.0,15549.0
4022,30.0,54271.0,4532.0,18282.0,16230.0,16081.0,11152.0
4023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4024,1.0,9349.0,0.0,0.0,0.0,0.0,0.0
4025,27.0,55334.0,10919.0,25421.0,47287.0,33152.0,25201.0
4026,1.0,0.0,0.0,0.0,0.0,19317.0,0.0
4027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4030,3.0,0.0,0.0,3841.0,5277.0,0.0,0.0
4031,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4032,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4033,2.0,0.0,0.0,0.0,0.0,0.0,17908.0
4034,3.0,24601.0,3708.0,1017.0,0.0,0.0,0.0
4035,2.0,9742.0,0.0,0.0,1419.0,0.0,0.0
4036,1.0,0.0,0.0,0.0,2714.0,0.0,0.0
4037,2.0,0.0,0.0,1356.0,0.0,0.0,1930.0
4038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4039,7.0,56377.0,22456.0,1672.0,58088.0,9001.0,0.0
4040,1.0,0.0,0.0,0.0,0.0,2528.0,0.0
4041,5.0,0.0,0.0,15309.0,0.0,1011.0,250070.0
4042,6.0,5766.0,0.0,0.0,0.0,5359.0,0.0
4043,4.0,56584.0,0.0,0.0,0.0,29329.0,0.0
4044,2.0,0.0,0.0,0.0,0.0,10518.0,0.0
4045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4046,1.0,3247.0,0.0,0.0,0.0,0.0,0.0
4047,33.0,14219.0,14709.0,30279.0,25319.0,35295.0,26273.0
4048,20.0,17564.0,4121.0,3017.0,10819.0,12238.0,0.0
4049,2.0,0.0,0.0,0.0,0.0,0.0,51472.0
4050,1.0,0.0,0.0,22596.0,0.0,0.0,0.0
4051,12.0,9161.0,1854.0,11186.0,13036.0,10013.0,0.0
4052,14.0,4900.0,4429.0,5028.0,3060.0,9810.0,66003.0
4053,5.0,0.0,11331.0,0.0,32103.0,4956.0,20374.0
4054,1.0,0.0,0.0,0.0,36892.0,0.0,0.0
4055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4056,14.0,0.0,0.0,0.0,14501.0,7767.0,26379.0
4057,3.0,3543.0,0.0,0.0,2661.0,3034.0,0.0
4058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4059,13.0,31193.0,0.0,7006.0,0.0,0.0,0.0
4060,23.0,14878.0,17068.0,18303.0,16318.0,12591.0,7506.0
4061,5.0,8266.0,0.0,0.0,0.0,0.0,911.0
4062,3.0,0.0,0.0,0.0,4434.0,0.0,3539.0
4063,2.0,4921.0,0.0,0.0,0.0,0.0,0.0
4064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4067,1.0,0.0,0.0,0.0,0.0,7191.0,0.0
4068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4070,38.0,61918.0,41511.0,33894.0,26251.0,16233.0,32331.0
4071,16.0,0.0,11742.0,14439.0,1330.0,7585.0,1072.0
4072,3.0,0.0,102288.0,0.0,0.0,0.0,0.0
4073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4074,9.0,25753.0,0.0,2712.0,0.0,14918.0,0.0
4075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4076,14.0,38752.0,15915.0,5423.0,4789.0,0.0,0.0
4077,4.0,0.0,0.0,0.0,26605.0,16839.0,18766.0
4078,4.0,0.0,7200.0,0.0,42560.0,6564.0,0.0
4079,13.0,10333.0,0.0,0.0,65360.0,50568.0,142107.0
4080,107.0,49230.0,32703.0,55788.0,56419.0,47706.0,67742.0
4081,14.0,12694.0,5480.0,2599.0,0.0,9608.0,6649.0
4082,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4083,3.0,0.0,0.0,1322.0,4345.0,0.0,751.0
4084,1.0,0.0,0.0,96034.0,0.0,0.0,0.0
4085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4086,15.0,43387.0,5150.0,5875.0,4168.0,9102.0,22519.0
4087,13.0,10579.0,3605.0,8700.0,2572.0,4248.0,0.0
4088,5.0,2854.0,0.0,0.0,1242.0,1618.0,2895.0
4089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4090,10.0,19779.0,0.0,26438.0,29709.0,11125.0,19302.0
4091,13.0,19947.0,2472.0,0.0,5675.0,3337.0,8128.0
4092,5.0,3837.0,1648.0,5084.0,0.0,0.0,1180.0
4093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4094,14.0,3365.0,20499.0,0.0,24831.0,26295.0,38337.0
4095,6.0,0.0,0.0,24856.0,43898.0,77268.0,8043.0
4096,10.0,8069.0,4841.0,19094.0,0.0,0.0,6970.0
4097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4098,28.0,88762.0,0.0,28923.0,80391.0,20328.0,114364.0
4099,56.0,174660.0,352270.0,269257.0,209755.0,167683.0,100908.0
4100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4101,55.0,219662.0,194790.0,148909.0,209976.0,166500.0,131800.0
4102,2.0,1968.0,0.0,0.0,0.0,0.0,1072.0
4103,2.0,0.0,0.0,2260.0,0.0,2023.0,0.0
4104,1.0,0.0,55110.0,0.0,0.0,0.0,0.0
4105,4.0,33842.0,0.0,0.0,3769.0,1092.0,0.0
4106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4107,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4108,5.0,0.0,0.0,5310.0,0.0,2983.0,0.0
4109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4110,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4112,19.0,3543.0,11846.0,43837.0,6385.0,13633.0,29060.0
4113,21.0,26825.0,31326.0,3028.0,0.0,22503.0,94259.0
4114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4115,8.0,2362.0,0.0,10338.0,8158.0,0.0,0.0
4116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4117,2.0,0.0,0.0,0.0,88595.0,0.0,10509.0
4118,1.0,0.0,0.0,0.0,0.0,0.0,6434.0
4119,2.0,0.0,0.0,0.0,0.0,0.0,9544.0
4120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4121,4.0,3926.0,0.0,0.0,0.0,6624.0,0.0
4122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4123,92.0,218399.0,175887.0,339262.0,11351.0,42406.0,276879.0
4124,12.0,0.0,0.0,2712.0,18447.0,53359.0,804.0
4125,2.0,0.0,0.0,0.0,0.0,0.0,11581.0
4126,2.0,0.0,0.0,4067.0,2128.0,0.0,0.0
4127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4128,3.0,581.0,0.0,2249.0,0.0,0.0,0.0
4129,13.0,0.0,33839.0,3819.0,0.0,0.0,7720.0
4130,36.0,79886.0,31933.0,5140.0,19112.0,28469.0,5040.0
4131,3.0,0.0,0.0,0.0,0.0,16687.0,0.0
4132,2.0,0.0,10424.0,0.0,0.0,0.0,0.0
4133,2.0,4408.0,0.0,0.0,0.0,0.0,0.0
4134,1.0,0.0,0.0,0.0,3104.0,0.0,0.0
4135,18.0,79903.0,24104.0,60445.0,41060.0,24272.0,26272.0
4136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4137,14.0,25585.0,10712.0,1469.0,20220.0,7585.0,13940.0
4138,2.0,2303.0,0.0,0.0,15520.0,0.0,0.0
4139,26.0,359673.0,87970.0,252400.0,36804.0,130769.0,0.0
4140,1.0,0.0,75093.0,0.0,0.0,0.0,0.0
4141,5.0,41823.0,3595.0,14123.0,35473.0,0.0,0.0
4142,55.0,131205.0,165718.0,35590.0,86511.0,65233.0,0.0
4143,2.0,0.0,0.0,0.0,0.0,0.0,33778.0
4144,10.0,3346.0,10713.0,13535.0,0.0,11308.0,0.0
4145,21.0,13216.0,0.0,70274.0,28600.0,7888.0,26969.0
4146,2.0,0.0,0.0,0.0,0.0,5613.0,0.0
4147,40.0,163648.0,221778.0,391140.0,223659.0,137545.0,0.0
4148,4.0,0.0,0.0,34007.0,6208.0,16687.0,0.0
4149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4150,5.0,0.0,1339.0,6011.0,4345.0,6372.0,0.0
4151,5.0,6868.0,0.0,2260.0,0.0,6564.0,0.0
4152,61.0,97618.0,235323.0,434071.0,338060.0,261334.0,43484.0
4153,11.0,54418.0,0.0,0.0,2332.0,246458.0,2466.0
4154,13.0,10529.0,12453.0,7796.0,0.0,21946.0,18229.0
4155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4156,1.0,0.0,0.0,0.0,0.0,0.0,2145.0
4157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4158,24.0,5235.0,11846.0,136820.0,118659.0,67458.0,40105.0
4159,1.0,0.0,0.0,0.0,4345.0,0.0,0.0
4160,1.0,27062.0,0.0,0.0,0.0,0.0,0.0
4161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4162,1.0,0.0,0.0,2147.0,0.0,0.0,0.0
4163,1.0,0.0,0.0,12428.0,0.0,0.0,0.0
4164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4166,3.0,0.0,100021.0,0.0,0.0,0.0,0.0
4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4168,30.0,5905.0,66007.0,60954.0,60837.0,28267.0,39033.0
4169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4170,2.0,3375.0,0.0,0.0,798.0,0.0,0.0
4171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4172,1.0,0.0,0.0,0.0,17737.0,0.0,0.0
4173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4174,2.0,0.0,0.0,20337.0,0.0,0.0,1716.0
4175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4176,2.0,0.0,2472.0,0.0,0.0,0.0,3539.0
4177,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4178,1.0,0.0,0.0,0.0,0.0,0.0,25629.0
4179,5.0,0.0,7952.0,10846.0,0.0,0.0,1072.0
4180,5.0,20960.0,0.0,3389.0,0.0,0.0,0.0
4181,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4182,4.0,0.0,100742.0,0.0,14987.0,0.0,0.0
4183,4.0,0.0,0.0,0.0,0.0,7382.0,1072.0
4184,1.0,0.0,0.0,0.0,57556.0,0.0,0.0
4185,40.0,245766.0,1648.0,9603.0,174086.0,78785.0,79203.0
