고객번호,기호품구매횟수,기호품1,기호품2,기호품3,기호품4,기호품5,기호품6,기호품7
5105,27,9841,26164,13556,14190,13046,32706,10137
5106,19,14761,7211,22596,7361,25789,9865,33224
5107,11,0,4326,3389,89855,30340,0,34575
5108,81,182838,10457,169470,23147,129865,42785,67124
5109,111,69054,80987,92177,59008,75658,36887,135735
5110,71,42480,74785,57395,59561,121566,110290,120934
5111,143,117821,446766,430413,176571,201677,276726,109987
5112,11,9546,0,0,6244,9890,8342,4381
5113,65,14121,517463,97773,91105,28095,409858,177922
5114,23,11612,77442,14122,16415,79837,50615,31736
5115,20,19681,18541,7661,0,87988,73585,24451
5116,16,24995,32674,1695,21160,7079,9973,31917
5117,14,21649,22940,6101,28058,25082,0,7816
5118,25,32081,40319,20789,37533,56878,12761,26804
5119,17,20862,26370,0,14012,26780,23720,24496
5120,20,1476,38184,33329,16362,2528,159565,21060
5121,325,279704,449929,513138,287612,355977,295317,477025
5122,17,11809,33705,55722,7982,0,0,27142
5123,48,77178,19315,108891,127952,153292,159820,48202
5124,22,21384,19294,11298,16584,12773,14466,13966
5125,51,79482,37516,89686,40705,13956,32438,37312
5126,191,431763,385191,678809,472117,416659,620128,372555
5127,20,51062,1112,77878,30756,124680,10702,165757
5128,28,6682,1494,35409,38356,9091,40568,5169
5129,13,29178,10301,28132,2705,13126,3196,0
5130,70,135945,97631,304845,67576,86025,266101,65208
5131,112,19392,69130,22664,11377,37278,36518,44237
5132,20,6396,21116,0,0,53419,0,30127
5133,69,81342,123890,56548,84506,51326,49231,117523
5134,56,31982,50001,81344,59488,67073,35099,38011
5135,13,9860,17305,40436,17826,0,22841,0
5136,41,112142,114031,106202,111715,117297,183777,284147
5137,33,3838,0,31725,44103,198426,37274,53316
5138,18,0,24001,9863,2217,9426,6541,9596
5139,64,71382,183943,186372,136875,57476,51729,196166
5140,579,143658,115567,169383,93916,131746,144458,248342
5141,108,115333,95654,92957,75613,145214,177838,121305
5142,22,21355,0,2712,0,107609,22304,44036
5143,30,26372,24165,85459,14437,24324,11045,0
5144,15,11808,19572,3954,13746,19822,0,11443
5145,316,78063,50965,81353,115979,158803,100484,45387
5146,44,12301,83633,12146,806045,153930,74314,114201
5147,219,153488,228182,228566,140499,112765,176494,147988
5148,185,426689,439601,83448,821184,904055,614689,127938
5149,105,23892,13638,9489,13265,39110,100725,90302
5150,34,4920,56551,46549,14633,29329,15871,30071
5151,78,18008,135661,38638,105187,67640,148711,93341
5152,359,370171,211254,521417,477847,257723,474758,422830
5153,43,25555,20293,70252,27996,79541,3539,26736
5154,19,29620,3554,46040,0,44753,11635,18865
5155,31,150067,35744,51181,77066,46522,32385,70503
5156,12,0,14668,34572,9489,20470,15549,27976
5157,241,197434,165259,165031,84959,128609,128851,68272
5158,71,80692,190566,59745,1225332,1889317,1000280,2617916
5159,93,53136,102798,37280,23504,33374,12439,60259
5160,58,78755,71220,73855,90218,24405,86463,80243
5161,34,7380,10198,12428,25187,19417,28953,61494
5162,20,12301,0,71179,28432,54654,0,12231
5163,7,3936,1133,12552,3494,6655,2273,0
5164,10,9841,5150,1808,4621,12085,0,18166
5165,30,63098,56860,195470,3441,119481,71032,135158
5166,26,4187550,12361,9072362,12771,10653227,0,10687114
5167,98,18165,53588,73390,47255,73596,66564,527352
5168,1,0,0,0,0,0,4289,0
5169,69,9841,60260,190257,89216,150492,199453,322080
5170,27,47040,12722,7897,19111,43539,0,39633
5171,78,111591,173568,140523,132045,73119,7829,25792
5172,13,2362,0,0,18251,9689,47397,8390
5173,86,40269,76825,94871,69795,102552,70839,66650
5174,93,56899,396995,101874,283201,160443,304007,139313
5175,19,11218,54800,35001,69573,0,4504,120416
5176,59,85740,80140,41057,90545,95372,71525,31196
5177,23,12301,35837,47858,5658,45360,23645,24327
5178,53,32277,26162,63158,49308,5057,78766,28155
5179,441,93605,111397,130349,97514,134374,106262,85974
5180,12,7134,0,9445,16628,1112,5941,5372
5181,16,7577,0,5638,11972,53187,31848,18369
5182,42,19976,23692,62195,88593,63463,55761,60703
5183,111,42639,74743,197865,74406,88443,39815,186424
5184,26,38969,0,17354,41948,38431,36138,32772
5185,19,58453,94109,45532,21958,0,17115,3717
5186,39,16620,0,70139,26437,39686,55923,42290
5187,11,0,7849,58750,9755,101792,59515,0
5188,29,10649,21828,0,17701,37319,104650,223230
5189,26,44755,9786,0,29488,47736,42411,11690
5190,61,16817,33077,71642,5959,35396,41767,43662
5191,49,29938,8396,28494,20495,6898,12471,3570
5192,355,14646,67355,148536,151152,55075,61110,66485
5193,60,22762,32417,11784,22614,46148,45627,110349
5194,9,28538,10301,11298,17736,1618,9544,0
5195,64,55647,22764,102249,31394,38664,78388,140394
5196,17,22928,3090,3954,42569,29329,52545,42121
5197,81,6790,0,7344,87555,212996,110764,127600
5198,236,52799,99906,162002,76624,134169,191959,70303
5200,25,18205,36053,24631,27935,38260,31741,39698
5201,100,97196,47323,336449,172985,98232,18369,112082
5202,26,139340,43285,6327,0,15817,0,12388
5203,27,189823,578909,237260,283700,42174,72598,48428
5204,34,18796,0,36448,1153,1972,42411,43561
5205,66,327179,492454,31816,14598,13602,264998,42808
5206,45,16100,57457,430277,7450,408639,69948,47414
5207,43,28242,31623,28528,43800,19587,59719,214750
5208,31,126357,35281,20563,32281,45410,0,0
5209,88,37984,16255,81640,121738,25304,60715,91110
5210,25,8069,66543,16597,32104,40049,32599,44126
5211,39,949584,359139,528751,92940,514780,399554,13155
5212,160,98618,108578,199242,139879,67749,124070,16037
5213,40,9841,24104,31634,29709,35801,86431,45386
5214,11,9841,30861,27048,0,10821,20074,19146
5215,59,7824,30593,198666,99936,49395,88866,91100
5216,69,46642,61712,101456,26162,37865,41788,55593
5217,23,59752,36054,66489,32813,7686,182191,34125
5218,254,230287,241800,143504,47300,233100,257436,405407
5219,69,77405,50452,41667,64952,46228,31312,44149
5220,139,36802,64032,84150,62351,32412,28931,131369
5221,276,192773,74084,155651,129974,198224,132470,223556
5222,88,108844,77711,44399,30898,15836,55271,331930
5223,44,98207,59715,24969,37095,78917,129689,15767
5224,70,101326,73538,125848,319962,169198,82882,16421
5225,27,142197,70766,183593,64739,122880,118279,0
5226,26,32474,8179,72115,0,38432,48769,88713
5227,12,1909,38216,13558,0,4045,124423,0
5228,34,37886,33725,0,22170,307454,206854,183755
5229,21,26808,39874,5084,5100,2265,0,12647
5230,26,5904,19263,75720,82725,110724,47784,140260
5231,11,0,4120,0,2883,15069,5469,47212
5232,21,30309,31788,43498,0,7889,8257,60816
5233,88,105078,96003,85934,192887,127178,163347,157289
5234,153,34204,35857,69956,39395,60011,53106,61472
5235,55,23637,108837,115571,41602,14128,12868,3277
5236,14,9536,12217,13196,11529,7828,8654,0
5237,45,13826,17203,20789,44608,51520,99566,36929
5238,35,62686,353422,66884,187565,176077,51472,54059
5239,6,0,55645,0,15875,0,50314,0
5240,36,57410,54614,187603,21374,58254,0,87734
5241,38,54220,254173,24969,181747,43771,47011,268312
5242,87,125330,75958,94576,91701,42709,40008,147807
5243,14,1948,20313,11185,8132,14534,15013,0
5244,19,58502,25742,17286,36094,24779,20889,0
5245,21,56572,17306,207885,55143,16182,12868,0
5246,45,64986,55110,42820,72667,80150,39891,48248
5247,189,68963,76555,123356,127057,90366,87169,133447
5248,60,43987,16482,29489,51703,65940,215432,110370
5249,40,91548,72198,67946,40235,67539,19870,0
5250,30,120546,128966,47452,53610,93054,38605,33224
5251,213,135639,260721,377890,270726,217116,295277,173346
5252,82,191073,131316,120765,108799,104272,88863,177178
5253,45,26766,49752,8135,24831,44681,58657,58552
5254,121,57479,66575,63925,42524,93884,61228,71986
5255,14,14376,15451,6044,27244,7332,5351,27592
5256,97,30704,123447,40559,121947,76823,134022,89073
5257,85,20419,57572,22279,55223,16058,39365,46209
5258,30,24602,30078,79369,46293,4045,23376,29619
5259,26,29610,14782,10428,7761,23109,18734,0
5260,61,30407,45735,20112,63010,50060,22681,36041
5261,24,21551,7262,0,44989,36328,189161,26128
5262,2,0,0,0,3104,20986,0,0
5263,13,11809,0,11185,15963,7029,0,16398
5264,37,31973,8334,32032,9915,42265,3850,19743
5265,12,9841,20602,0,18624,9588,5212,18087
5266,40,23224,7777,28471,63763,333748,46005,15767
5267,31,59338,12980,95232,61981,30685,133045,20137
5268,40,30505,38114,48548,41663,49465,76349,20835
5269,20,34640,38731,42933,21284,7787,20482,24777
5270,10,984,0,39543,6820,9042,24127,3604
5271,36,26255,20334,19772,51027,9709,57585,32435
5272,48,14711,11640,78645,75353,36562,26058,96054
5273,49,37984,73785,65697,42836,43386,37725,47042
5274,44,31490,18634,42401,37796,13250,30293,37313
5275,43,5284,20695,33036,90910,61602,75716,86944
5276,52,7084,18769,29284,14854,43298,32589,48561
5277,15,1771,0,9287,7564,2407,38884,5856
5278,315,178997,67247,219800,122503,120964,96649,148779
5279,23,0,0,0,5321,37804,112296,83397
5280,32,0,0,37284,314649,249400,95973,265576
5281,56,38378,41512,122187,54265,32667,29918,18807
5282,14,6396,11331,0,43456,33376,22519,18470
5283,43,59731,26700,22708,7982,43146,17672,21578
5284,10,3543,4275,5762,0,11610,13855,9990
5285,28,0,33993,34574,30862,77165,8793,7321
5286,53,15784,21240,43736,13497,41172,33897,62617
5287,21,10578,21097,16483,20867,10943,15077,37988
5288,6,0,53297,29375,74317,0,0,0
5289,294,88329,10063,409914,399738,302637,318444,373316
5290,45,20862,74372,11524,144110,446363,339824,345527
5291,25,7617,7859,53914,44555,19418,16643,51898
5292,24,643150,248971,24065,6562,3236,3753,0
5293,43,36115,6181,37962,22082,61188,31902,36433
5294,16,47776,0,60162,25895,4753,12654,247488
5295,26,35918,13700,44345,30330,16890,8579,44936
5296,53,14820,37021,22280,27908,52145,29811,131521
5297,28,28538,155027,33103,193419,106395,80962,75851
5298,50,416256,503712,28019,488203,285101,500675,946765
5299,73,24454,77855,96271,93669,108932,78955,18132
5300,42,24601,56902,33351,13391,11893,60962,46344
5301,5,0,25752,0,0,4551,35924,0
5302,53,198975,242432,132978,64561,94462,18766,46513
5303,2,15745,0,4406,0,0,0,0
5304,71,61306,61247,28811,78362,87877,70313,68609
5305,41,35593,13185,41906,49529,0,8300,74320
5306,7,984,2060,14405,0,7686,4289,11262
5307,553,74424,84112,97244,103827,115458,135451,136080
5308,166,188098,129545,91653,231239,21572,197540,43022
5309,48,35417,107007,98971,81314,98607,39291,54622
5310,26,35328,45479,29578,36839,16333,21876,20464
5311,408,104509,185787,183573,284179,442727,602407,466083
5312,27,51171,69222,230538,28557,84347,3753,79658
5313,13,37887,7149,28799,6359,26569,13511,0
5314,52,67417,49259,63867,29859,26821,77166,28989
5315,20,7577,12258,0,4425,28580,8525,26894
5316,24,89077,112321,46661,33469,44176,11732,51806
5317,16,20763,12670,0,12399,10922,1287,23346
5318,18,23814,13679,90464,84693,9406,18765,0
5319,31,16926,76494,20958,35598,148913,62730,41693
5320,516,381129,362289,184378,149763,200225,175696,335570
5321,107,74074,35936,34639,22880,29521,43140,123281
5322,32,20893,430699,635494,155728,38514,35281,32548
5323,10,13383,6387,6102,0,5542,14005,5856
5325,33,49862,26708,31861,36192,16283,50401,14574
5326,36,131752,131335,28245,43277,9062,36771,37323
5327,17,35317,0,41283,15857,46623,91524,0
5328,37,21433,57788,72533,47535,78827,67514,72697
5329,55,39216,37845,77763,165890,32657,43131,41795
5330,24,0,14298,9039,10377,30796,11206,18358
5331,19,29030,0,38865,0,12946,17050,88589
5332,14,21649,0,2576,46648,29259,35205,29394
5333,17,0,14935,7908,20309,8091,18101,4505
5334,58,47333,34867,449212,168588,112819,225182,44823
5335,1219,270622,420184,444967,273504,277220,308933,314575
5336,79,259633,215929,271254,155453,271033,128103,110798
5337,30,15234,14307,25760,12433,34738,50787,12975
5338,130,121113,196695,189411,99760,42487,66434,94817
5339,18,53828,19880,5084,2217,48647,22734,7884
5340,2,0,0,0,0,0,7131,0
5341,16,50975,0,71742,0,39948,34100,3379
5342,49,36902,34507,37849,42571,58962,68632,39981
5343,24,336123,174547,67111,211954,0,12858,0
5344,17,2893,0,26155,1907,5047,113110,191289
5345,27,24897,32983,30291,27022,38979,52801,38956
5346,53,15646,28080,18631,32368,52764,46286,48235
5347,44,3424,23639,19252,6057,17547,6971,12670
5348,8,15745,0,4519,3547,30299,0,21961
5349,40,53799,51474,108835,50354,57900,61810,99401
5350,45,5786,44696,34811,25080,66850,20718,43619
5351,17,15745,3605,0,68420,0,2145,53664
5352,94,44813,50979,44606,86065,29732,81618,217351
5353,31,19150,77411,24167,73032,115984,14466,52213
5354,8,0,8550,16608,12859,12177,0,29113
5355,30,10903,11918,26336,17587,6219,32877,13955
5356,11,11809,167903,1582,0,0,53510,8447
5357,40,167388,55109,95006,121541,138050,58121,168259
5358,28,10234,45468,13094,4860,21279,41886,39407
5359,43,30494,44869,40618,62620,33597,22883,17974
5360,21,25093,11640,1597549,33700,11125,47183,16331
5361,17,34973,12299,7908,7352,16080,32224,21398
5362,28,2460,10301,27115,29000,48342,35173,74556
5363,81,26273,104553,83493,335491,118934,112488,66898
5364,16,32179,0,11298,0,7585,51580,30408
5365,34,408728,185848,101682,72278,23262,46368,126025
5366,17,22682,7808,46944,28264,34386,33297,13402
5367,203,74445,73242,70490,48445,93348,83528,140521
5368,94,78921,101545,130887,128638,163272,115343,210223
5369,349,57465,106290,116040,91187,123907,149071,107396
5370,26,155232,25340,0,85961,16404,63590,18020
5371,106,40414,92993,117366,105621,39948,74529,47752
5372,26,1948,36671,8360,21807,22017,17285,182031
5373,38,38082,0,33894,25231,20732,77744,42573
5374,43,74208,62433,27873,36067,15575,7528,43843
5375,99,50066,74403,44104,23544,15927,13382,31716
5376,19,59043,0,151677,0,140469,25070,80638
5377,20,12498,17510,67358,12328,10114,0,1577
5378,254,58904,79025,108073,53909,104903,159803,80764
5379,27,135996,47487,62704,54009,54106,6488,23650
5380,12,0,0,9038,8868,30340,12868,13514
5381,35,75163,66318,14123,82572,0,25736,270241
5382,66,204230,132829,102067,272948,243486,320736,154856
5383,514,768680,734450,777162,692689,591211,573685,713961
5384,13,30998,0,27680,0,21340,0,18582
5385,43,8758,22074,79199,66778,45208,54841,61873
5386,32,16640,5573,18958,45414,130383,57048,34574
5387,82,34093,41368,32764,28830,70189,60361,14257
5388,29,5314,21508,92023,6651,48070,155039,116902
5389,11,22534,2060,0,6208,6372,19838,0
5390,155,146342,150658,150302,173147,177058,177204,294970
5391,64,84629,31932,109139,28467,65534,110451,54621
5392,28,0,7314,17026,63515,203607,61766,23426
5393,9,18137,2575,45192,12416,4045,16085,11712
5394,78,20183,19303,40029,29302,71443,26891,48294
5395,22,22476,34229,14507,46664,46118,40921,18583
5396,8,41134,7973,2655,10553,2023,2895,0
5397,58,88114,43635,37385,106474,94104,5683,97825
5398,43,13875,35436,20168,14632,43620,23313,42921
5399,35,3631,42213,101673,79984,60115,4557,30482
5400,14,0,25752,12654,15324,13350,28738,18244
5401,20,39825,0,46853,85900,10012,132563,31534
5402,54,13423,37586,47564,117718,6978,46110,58271
5403,25,21325,21210,16032,10836,24900,21447,178283
5404,17,18205,10301,0,29354,75852,115492,180872
5405,57,76913,182624,78296,213390,116085,119083,22299
5406,26,117368,87824,108179,7804,116488,0,1115
5407,50,50188,23877,24053,26960,60855,66441,57222
5408,30,14269,87157,98723,32803,10114,18444,51795
5409,91,83940,626746,407183,116576,234383,200323,321528
5410,20,5117,18695,27656,0,2113,20803,15350
5411,64,39589,31191,22462,14634,32575,31634,102126
5412,41,15529,42831,28246,15343,43689,120294,63327
5413,65,36764,51401,88610,49948,41384,35387,47864
5414,37,163648,29842,20156,34320,7828,136595,132466
5415,66,272090,45838,31634,183134,368237,456817,545252
5416,8,0,0,19546,6785,19721,24363,0
5417,40,34619,60043,35047,68500,77449,30670,26816
5418,78,50197,73168,131194,61866,40143,63075,119211
5419,55,15843,38625,35592,70502,5056,0,9235
5420,43,3543,59992,16935,10998,19772,33779,150015
5421,124,158638,347571,420854,70815,217836,82141,129945
5422,27,10037,20541,14846,0,25881,25478,13909
5423,46,48327,74970,66852,24495,59338,88404,36276
5424,23,0,64483,47791,27882,19439,10723,32402
5425,9,12143,0,0,10864,0,8900,17265
5426,12,6888,10816,6101,62388,7888,1158,0
5427,26,15568,24969,171664,70007,46310,69702,157672
5428,39,54518,11948,37057,28378,21986,56083,33787
5429,53,149054,57747,274996,278733,115093,86001,20385
5430,87,193670,173630,160659,145707,35638,124821,118424
5431,55,99615,86270,123239,102918,136504,101239,75232
5432,6,0,3399,0,5321,0,2681,20553
5433,59,75869,96930,126041,65360,92651,121496,56988
5434,357,117747,42642,76493,281182,180775,825260,458093
5435,57,25387,79833,6779,23324,30340,69273,115779
5436,52,87630,125897,166488,46319,7827,5715,325705
5437,25,23961,5150,24291,18535,38432,1072,145960
5438,99,39459,70278,48021,66422,42313,30028,68318
5439,25,500884,0,8925,149370,30138,15398,30048
5440,74,1997,19221,21739,74583,25597,9522,58406
5441,160,90103,128671,144628,191795,144969,268115,211474
5442,13,0,59024,20111,7095,24272,0,7884
5443,24,29876,40349,2147,13639,2367,11913,29462
5444,114,36263,84774,176873,86839,64776,89400,322697
5445,44,112084,25547,20563,3193,266665,164819,227160
5446,38,23854,10744,0,21755,15676,50207,38080
5447,6,0,42275,27963,0,0,0,0
5448,19,0,18521,24539,112602,52692,64072,109807
5449,125,1869,6068,97498,78353,75144,76447,60668
5450,38,34442,23784,28809,12939,81109,26648,59926
5451,67,24915,41460,55720,29992,50647,47603,12997
5452,118,103586,125462,38527,14447,22552,10863,35451
5453,45,52497,16072,16947,11085,2124,2145,0
5454,37,8266,1082,1808,11760,17173,67032,371205
5455,175,124994,60003,65326,70585,92186,96437,74050
5456,46,83163,40174,154446,77767,40961,33617,19822
5457,16,23677,0,5480,8167,11600,14563,27378
5458,18,19809,9580,10733,19900,7564,8022,16093
5459,83,96330,81963,94047,73198,120302,113753,45026
5460,47,45021,14092,321926,57291,61036,17800,40702
5461,98,34541,46838,95955,75312,67610,71398,146936
5462,18,4841,68192,0,74750,4925,4182,40972
5463,278,253113,323902,309013,391805,392440,392763,452774
5464,85,54516,51966,62671,44139,34466,71891,17489
5465,14,39066,0,10168,0,82223,3860,2252
5466,76,15991,35847,53552,25629,22758,113494,152212
5467,50,29365,40709,32008,32494,66497,57028,151782
5468,75,76757,143904,64037,113779,105566,317029,24483
5469,89,88625,89515,152546,38578,63410,197481,146807
5470,11,0,16172,62930,84249,5057,5362,36152
5471,51,14662,43512,30922,60349,121786,78634,5180
5472,43,34825,23651,20054,47012,24475,11346,32446
5473,20,17123,6520,23274,33212,78624,14219,13830
5474,505,407794,471209,578657,427943,549111,606230,233260
5475,37,134718,51669,35160,45920,88999,153345,101383
5476,22,76756,35539,29940,30685,30644,30991,18921
5477,90,128146,136394,114633,134311,198632,99182,108073
5478,26,9909,6788,0,4212,5664,37628,46772
5479,25,45406,40791,38775,20557,36146,27795,0
5480,132,191633,215901,152534,74662,133360,142116,79692
5481,38,253886,80945,25985,8779,54593,33349,88262
5482,56,803216,768988,1359036,29939,1075851,361862,1079581
5483,28,18599,43346,32651,16495,25184,32856,10249
5484,8,0,0,54231,7982,51781,0,249910
5485,75,36883,85519,134616,80641,74569,103020,121183
5486,20,0,0,19365,79230,80545,10016,44081
5487,152,36695,29059,87199,35092,49739,247274,335933
5488,245,133497,124159,178923,228414,210473,212892,161195
5489,31,57862,11846,121342,52768,18204,17694,21735
5490,36,15548,26987,34009,44164,8596,27451,91181
5491,14,9841,34508,26324,14633,23565,0,0
5492,191,100474,125623,107369,70232,52317,91606,106931
5493,35,60422,45633,10112,76826,35419,66624,30240
5494,37,31195,18027,20224,30596,91883,43623,17491
5495,33,0,25752,192633,14368,320803,78281,205289
5496,6,0,4635,3389,35917,38988,3646,0
5497,39,24985,11681,10506,7982,11165,6123,77743
5498,41,48563,34405,63823,175691,56828,43430,81538
5499,37,64829,16275,125612,246887,54614,18980,7884
5500,75,56552,41636,64083,24653,39301,43258,16138
5501,27,103818,31314,16721,21285,121646,34958,64533
5502,31,59309,15235,41565,62938,42457,14305,70130
5503,24,44775,13391,28640,5046,10720,3946,62765
5504,48,87010,60651,91627,51879,73980,93186,68474
5505,10,344419,0,152524,17737,708,8364,2252
5506,72,43988,7519,101004,115998,152804,156754,197630
5507,89,21010,165844,52705,47985,111043,109431,30802
5508,34,28645,27348,19715,26383,28621,36941,0
5509,138,236730,200762,205850,153159,147660,117185,29282
5510,9,0,33993,0,14332,202271,16085,15148
5511,48,56336,32550,58975,142115,15980,160561,15880
5512,54,34137,56036,78975,85756,52621,49832,88419
5513,10,0,18891,8745,10553,9001,29596,2928
5514,60,55285,170533,87583,80961,76761,80834,97476
5515,12,15942,0,34651,18570,4339,65306,17795
5516,25,7872,7417,14687,30508,5360,11795,191344
5517,33,87384,37753,37860,92843,0,35119,89636
5518,9,0,0,2825,4611,36489,10616,7140
5519,29,0,38000,20766,51986,47949,39645,32604
5520,38,32179,76433,36379,5765,29532,157420,128616
5521,35,42020,153690,21466,42834,39139,15013,31533
5522,121,131129,88278,56153,24840,50648,76686,92599
5523,28,47234,143987,45429,45654,11024,73563,61943
5524,103,72228,66460,265630,90793,49020,73907,29588
5525,30,974,47898,88059,30446,6766,48898,63834
5526,15,0,6736,25533,7272,25183,19838,0
5527,17,62487,88176,100440,0,0,21232,15204
5528,24,26518,3914,7728,5791,7161,0,2252
5529,35,205432,128246,37239,65857,11165,137153,46130
5530,42,34293,27502,63156,34693,0,87932,81392
5531,0,0,0,0,0,0,0,0
5532,27,48514,52535,9038,7414,46350,54475,52258
5533,72,18814,49988,36810,25096,30634,40867,99717
5534,64,43436,98960,25669,17444,37217,30229,15058
5535,122,110215,335358,582889,269504,106292,282984,363490
5536,113,164405,88453,129850,243489,83842,197514,174521
5537,31,30447,30316,95649,37469,11964,46626,160228
5538,22,52727,105151,28675,29212,47372,78753,56851
5539,10,21648,0,47045,11228,0,4826,0
5540,40,42610,36053,92982,60038,111845,28953,34915
5541,7,0,0,5310,9311,3034,10723,7884
5542,50,38279,13905,20901,29975,40353,34958,46741
5543,10,0,10301,9829,7166,0,8579,112590
5544,33,21600,15070,7626,45531,49081,21286,42515
5545,19,64672,24104,17671,33735,26215,7506,7647
5546,28,0,0,0,59489,70035,44460,30802
5547,34,6888,54132,49554,61546,12915,32555,14078
5548,48,25998,16790,10429,21577,46199,23442,34329
5549,22,2952,74062,68716,15875,96382,127501,23065
5550,36,44558,50124,103570,59348,128576,23763,95729
5551,3,0,0,0,17719,0,31549,0
5552,20,0,25237,0,68890,118208,56169,0
5553,77,9043,47023,53947,38134,69590,122084,74733
5554,63,106966,180967,241574,133910,206338,117742,15429
5555,58,987007,3051692,3847314,4394175,73475,713599,22525
5556,12,25586,0,151282,15076,26295,27291,22525
5557,33,29009,30563,41328,56137,41425,56983,3683
5558,74,51487,66512,121330,55880,43314,80211,128930
5559,353,91466,131493,156589,110626,149424,107123,199500
5560,57,112969,153216,7762,86909,128978,234467,260843
5561,43,82858,50784,52738,61459,97897,47183,77710
5562,34,113342,36455,42921,28875,29309,40095,73069
5563,13,1771,10548,0,14358,6604,59547,30746
5564,39,126046,75197,14099,68287,55826,46647,0
5565,35,68096,59746,40334,46470,75752,55654,16893
5566,68,13581,36669,28426,139764,18042,60608,3807
5567,69,34992,47486,112689,41742,45370,106667,32401
5568,96,84540,62629,22766,62213,299896,179639,120147
5569,215,323291,563610,605388,344670,120748,270669,277796
5570,26,30506,53554,13670,27687,51832,0,150914
5571,36,126549,113309,156364,133026,22755,182039,227553
5572,42,26391,30223,8981,16202,7060,14948,17388
5573,22,45758,30490,3389,7095,37520,6005,0
5574,203,167200,221435,124323,163286,350435,305531,301308
5575,66,38652,40379,56095,49796,31573,55547,85591
5576,16,31884,2143,9400,0,33132,31763,46986
5577,90,48208,49042,76218,72278,71402,105700,170737
5578,3,0,0,8745,5676,0,2145,0
5579,32,11100,20808,64445,23679,46017,60254,70490
5580,62,128949,319986,127781,225203,84985,161861,55996
5581,81,38085,49176,16539,45964,61248,66979,50061
5582,37,269631,60464,41882,12406,78249,33725,7884
5583,37,17713,57725,20585,47703,31270,108832,70940
5584,20,26728,62186,74184,29212,21188,29575,0
5585,8,27504,6520,0,0,0,34497,36602
5586,949,599096,688964,826665,807229,967661,643391,909831
5587,44,48691,23589,62026,39189,64312,23752,95795
5588,162,216226,125126,238175,159587,189460,99719,151579
5589,71,770368,352908,258928,182689,405038,291664,124561
5590,24,85908,29976,208788,35652,38502,30562,23538
5591,18,8168,57622,12372,66513,3742,6692,21511
5592,38,14387,55953,53825,28645,19701,25576,16612
5593,13,8266,22662,0,8957,0,546894,15767
5594,4,0,0,14688,0,0,6434,4392
5595,125,63822,89792,65026,52509,57949,94334,24947
5596,70,33989,88380,61125,111564,28721,38968,122199
5597,17,12301,28637,5367,5321,22250,8579,85144
5598,86,116217,31006,95413,146718,195100,91985,218929
5599,2,0,0,13445,1561,0,0,0
5600,27,18196,19818,20031,33682,12318,33738,42989
5601,39,114446,44438,71675,118729,50770,129604,90886
5602,17,0,0,43701,29000,34689,57391,29114
5603,131,49733,54440,85458,84416,58012,54066,52788
5604,32,50128,46653,92341,50719,105162,84865,32864
5605,23,5363,1957,1808,28769,6928,1287,60927
5606,31,1644,32242,0,13657,23767,125132,315234
5607,26,46055,56037,40447,213640,171930,170653,9573
5608,6,0,0,4270675,0,0,3924767,0
5609,16,9841,36053,9038,0,7181,16643,71064
5611,20,26668,12753,30392,0,7484,12063,64094
5612,52,4625,34093,21353,35385,82730,26594,78273
5613,129,53640,124929,149021,91284,61165,97646,156521
5614,73,96673,154522,37748,87761,54489,26165,40285
5615,37,182249,35332,28019,28557,8394,62441,67912
5616,50,7872,18541,27116,38399,28317,21447,65327
5617,21,255854,138010,156342,35473,80908,15442,2894
5618,16,32769,22744,32313,34808,26619,36245,24664
5619,63,479224,100999,1425819,751417,1003266,951370,1269081
5620,44,32661,59487,96554,84445,39109,41125,64443
5621,83,82462,76989,92250,211245,43488,60374,11263
5622,19,42216,20189,33420,6430,17527,5351,52753
5623,1,0,74166,0,0,0,0,0
5624,12,2755,13907,0,17648,10316,46433,37165
5625,313,54187,26006,57551,71704,97096,201221,230231
5626,28,10884,68892,18924,60024,20429,2198,14416
5627,82,43080,35064,17784,66875,59306,90936,114392
5628,41,20419,44345,52637,59402,75245,106462,22513
5629,36,161779,22971,88905,89457,16687,21340,21849
5630,46,63866,43264,111512,89297,80808,153345,113704
5631,88,1771,35260,76173,169350,148509,19729,37422
5632,44,67368,52667,53417,48935,33072,23356,30498
5633,66,22633,20663,51146,26728,31990,58003,45004
5634,34,123205,24248,20404,68074,18103,21864,18470
5635,193,163040,172761,65646,67240,125709,63601,106273
5636,35,37197,76350,65087,40795,48262,12461,48855
5637,133,140216,111485,191931,139276,119451,108307,174059
5638,27,4920,21322,17421,27847,71705,117422,86900
5639,24,11809,20601,15817,12195,21440,12869,30520
5640,349,77102,83065,58256,80159,146823,367911,268948
5641,47,56791,30717,13038,25868,17153,48083,26917
5642,91,111138,71035,44694,55809,116173,112231,153099
5643,23,0,7726,21048,7272,48089,27666,27332
5644,22,39756,6592,11185,9578,19620,40857,28494
5645,9,0,0,11072,2217,215216,58871,95729
5646,24,3917,52431,51859,15466,26194,12096,20565
5647,15,19681,3090,41012,34942,12339,7817,9572
5648,25,27180,18830,44321,27961,14665,10724,23876
5649,103,18994,41212,22710,33466,41869,57906,44833
5650,42,19225,0,27737,27225,447970,43729,3807
5651,58,63125,87229,86136,30897,54048,57465,12952
5652,43,33753,26679,46536,37868,48039,21339,40319
5653,24,26344,6880,18981,19280,16788,16900,4189
5654,22,0,50411,6666,13746,13826,0,59735
