고객번호,명품구매횟수,명품1,명품2,명품3,명품4,명품5,명품6
4842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4843,6.0,224365.0,216318.0,0.0,0.0,583047.0,784149.0
4844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4847,1.0,0.0,0.0,0.0,0.0,0.0,632681.0
4848,14.0,1098304.0,403794.0,268329.0,1364663.0,502948.0,940229.0
4849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4850,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4851,4.0,0.0,0.0,0.0,830079.0,0.0,707745.0
4852,16.0,205668.0,686470.0,2090146.0,394571.0,769845.0,1166611.0
4853,2.0,0.0,252474.0,0.0,0.0,829313.0,0.0
4854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4855,10.0,29522.0,123610.0,0.0,0.0,0.0,2333198.0
4856,1.0,0.0,0.0,0.0,0.0,0.0,52437.0
4857,1.0,0.0,0.0,0.0,69173.0,0.0,0.0
4858,5.0,0.0,0.0,0.0,310393.0,505678.0,836425.0
4859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4860,8.0,0.0,0.0,0.0,0.0,13719461.0,873958.0
4861,4.0,355244.0,0.0,727032.0,3395252.0,0.0,0.0
4862,5.0,0.0,0.0,0.0,0.0,1941805.0,11967321.0
4863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4864,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4866,1.0,77740.0,0.0,0.0,0.0,0.0,0.0
4867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4868,1.0,0.0,0.0,0.0,23865.0,0.0,0.0
4869,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4870,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4875,5.0,0.0,0.0,0.0,0.0,1132567.0,599546.0
4876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4877,9.0,1288128.0,1174298.0,3514269.0,2708619.0,0.0,0.0
4878,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4880,2.0,0.0,195716.0,0.0,0.0,142197.0,0.0
4881,5.0,0.0,302227.0,258952.0,156083.0,0.0,0.0
4882,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4883,2.0,0.0,0.0,0.0,3875474.0,0.0,0.0
4884,9.0,0.0,980127.0,99649.0,1449446.0,90840.0,0.0
4885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4886,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4887,8.0,0.0,343019.0,0.0,1244320.0,881650.0,2151330.0
4888,4.0,0.0,26370.0,0.0,0.0,0.0,8149788.0
4889,6.0,0.0,0.0,0.0,0.0,0.0,280095.0
4890,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4894,11.0,1394800.0,9373785.0,1498013.0,4341151.0,323634.0,1930213.0
4895,1.0,0.0,0.0,0.0,0.0,0.0,90666.0
4896,3.0,0.0,1963962.0,174386.0,0.0,0.0,0.0
4897,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4898,2.0,0.0,5665.0,16947.0,0.0,0.0,0.0
4899,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4900,9.0,503699.0,0.0,0.0,0.0,2618726.0,10626219.0
4901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4903,2.0,0.0,0.0,0.0,0.0,161413.0,171146.0
4904,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4905,7.0,203699.0,1194900.0,3078728.0,0.0,1581762.0,1919490.0
4906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4907,3.0,0.0,0.0,224832.0,44253.0,0.0,771013.0
4908,2.0,0.0,0.0,0.0,17648.0,30240.0,0.0
4909,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4910,2.0,0.0,0.0,0.0,648721.0,0.0,0.0
4911,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4912,16.0,18697.0,0.0,2319497.0,3636028.0,0.0,14484374.0
4913,1.0,0.0,841580.0,0.0,0.0,0.0,0.0
4914,1.0,0.0,0.0,0.0,25630.0,0.0,0.0
4915,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4918,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4920,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4921,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4922,4.0,0.0,0.0,0.0,4567206.0,0.0,765651.0
4923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4924,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4925,1.0,0.0,0.0,0.0,0.0,0.0,223047.0
4927,3.0,0.0,61290.0,28810.0,137992.0,0.0,0.0
4928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4930,10.0,0.0,3569868.0,954462.0,404220.0,1777965.0,202297.0
4931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4932,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4933,5.0,0.0,148332.0,19207.0,0.0,0.0,0.0
4934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4935,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4938,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4940,1.0,0.0,0.0,0.0,0.0,44500.0,0.0
4941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4943,3.0,252784.0,0.0,0.0,48022.0,0.0,0.0
4944,1.0,0.0,0.0,0.0,0.0,16182.0,0.0
4945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4946,2.0,0.0,0.0,0.0,0.0,0.0,53188.0
4947,9.0,0.0,0.0,2423439.0,1684989.0,1406291.0,662170.0
4948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4950,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4952,1.0,0.0,0.0,0.0,0.0,0.0,107234.0
4953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4954,4.0,0.0,15451.0,0.0,86910.0,0.0,20374.0
4955,5.0,0.0,639787.0,1170764.0,0.0,401610.0,0.0
4956,1.0,0.0,0.0,0.0,0.0,0.0,108478.0
4957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4958,1.0,0.0,0.0,0.0,0.0,124903.0,0.0
4959,5.0,0.0,0.0,779568.0,751860.0,0.0,426792.0
4960,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4965,14.0,2376789.0,515043.0,0.0,0.0,2424698.0,0.0
4966,1.0,0.0,92296.0,0.0,0.0,0.0,0.0
4967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4968,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4970,7.0,1834771.0,1849520.0,66659.0,0.0,638925.0,1426213.0
4971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4973,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4974,3.0,36459.0,479505.0,0.0,0.0,127785.0,0.0
4975,4.0,1466538.0,0.0,0.0,0.0,0.0,86860.0
4976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4980,6.0,0.0,0.0,203840.0,0.0,615127.0,0.0
4981,10.0,3527838.0,10043341.0,0.0,523233.0,6161691.0,3217022.0
4982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4984,44.0,19244442.0,2917389.0,0.0,4297866.0,2875135.0,16943946.0
4985,11.0,38378.0,735482.0,0.0,1444656.0,588407.0,269801.0
4986,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4988,5.0,3900304.0,0.0,542308.0,0.0,0.0,53617.0
4989,4.0,981595.0,78091.0,383175.0,0.0,0.0,319558.0
4990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4993,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4994,15.0,6104588.0,7772000.0,2259617.0,5604804.0,6176255.0,0.0
4995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4997,7.0,101850.0,305421.0,317928.0,122650.0,156457.0,0.0
4998,2.0,39057.0,58045.0,0.0,0.0,0.0,0.0
4999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5000,1.0,0.0,0.0,0.0,0.0,38229.0,0.0
5001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5003,10.0,7476951.0,0.0,0.0,0.0,3223447.0,729406.0
5004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5006,8.0,204684.0,2625690.0,0.0,3050716.0,287528.0,34100.0
5007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5009,1.0,0.0,0.0,0.0,252748.0,0.0,0.0
5010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5012,13.0,2783892.0,2060173.0,3180410.0,470023.0,1688966.0,1432647.0
5013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5014,3.0,0.0,0.0,0.0,0.0,40455.0,0.0
5015,5.0,0.0,0.0,4650291.0,0.0,516298.0,547430.0
5016,1.0,0.0,0.0,18981.0,0.0,0.0,0.0
5017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5020,23.0,0.0,0.0,0.0,932507.0,569394.0,522230.0
5021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5022,3.0,0.0,147962.0,0.0,3148268.0,0.0,0.0
5023,1.0,0.0,655135.0,0.0,0.0,0.0,0.0
5024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5025,9.0,0.0,5716978.0,2361300.0,1273594.0,13722090.0,4187490.0
5026,11.0,286626.0,613417.0,1045073.0,0.0,3177076.0,1209171.0
5027,11.0,0.0,2572940.0,0.0,1095987.0,0.0,351728.0
5028,11.0,0.0,0.0,0.0,3211677.0,7120559.0,5978696.0
5029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5030,9.0,125467.0,412035.0,583772.0,1059194.0,0.0,922384.0
5031,1.0,803973.0,0.0,0.0,0.0,0.0,0.0
5032,14.0,29522.0,1860336.0,2180530.0,5799820.0,10115590.0,101872.0
5033,6.0,97421.0,2961498.0,0.0,0.0,340827.0,278487.0
5034,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5035,1.0,246742.0,0.0,0.0,0.0,0.0,0.0
5036,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5038,3.0,0.0,556247.0,0.0,2009571.0,0.0,0.0
5039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5040,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5041,27.0,516973.0,1314133.0,11621323.0,5467522.0,9767684.0,0.0
5042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5043,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5044,8.0,2927564.0,304081.0,107953.0,0.0,1539285.0,2123234.0
5045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5047,7.0,0.0,0.0,167777.0,0.0,4239608.0,1951874.0
5048,16.0,1257475.0,20784720.0,0.0,35385.0,6764510.0,248783.0
5049,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5050,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5051,3.0,0.0,0.0,1311707.0,0.0,0.0,0.0
5052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5053,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5055,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5057,20.0,6647293.0,919558.0,1169351.0,26605.0,0.0,4959147.0
5058,1.0,0.0,0.0,0.0,0.0,0.0,108092.0
5059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5060,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5061,2.0,0.0,29873.0,32764.0,0.0,0.0,0.0
5062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5063,4.0,299153.0,1045023.0,0.0,0.0,0.0,0.0
5064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5067,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5068,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5070,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5071,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5073,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5074,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5075,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5078,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5080,1.0,0.0,0.0,0.0,0.0,0.0,67139.0
5081,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5082,1.0,0.0,41100.0,0.0,0.0,0.0,0.0
5083,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5084,1.0,0.0,0.0,0.0,0.0,63715.0,0.0
5085,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5086,2.0,0.0,0.0,67563.0,0.0,0.0,38175.0
5087,1.0,0.0,10301.0,0.0,0.0,0.0,0.0
5088,6.0,628220.0,1118776.0,0.0,0.0,0.0,0.0
5089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5090,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5091,5.0,0.0,330761.0,276916.0,1081940.0,0.0,446201.0
5092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5094,2.0,0.0,0.0,0.0,0.0,20227.0,102430.0
5095,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5096,2.0,0.0,121138.0,0.0,0.0,0.0,37532.0
5098,4.0,1761459.0,89618.0,0.0,0.0,0.0,711229.0
5099,5.0,672355.0,0.0,123149.0,273633.0,0.0,0.0
5100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5103,14.0,222397.0,60775.0,436840.0,113515.0,120958.0,1788665.0
5104,1.0,0.0,0.0,0.0,53210.0,0.0,0.0
5105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5106,1.0,0.0,125155.0,0.0,0.0,0.0,0.0
5107,1.0,255776.0,0.0,0.0,0.0,0.0,0.0
5108,4.0,0.0,0.0,0.0,0.0,0.0,186158.0
5109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5110,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5111,12.0,32195830.0,0.0,3457214.0,0.0,0.0,403415.0
5112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5114,3.0,1161382.0,0.0,0.0,0.0,0.0,268085.0
5115,3.0,532866.0,0.0,327418.0,0.0,0.0,0.0
5116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5120,4.0,733121.0,3038755.0,649640.0,0.0,0.0,0.0
5121,6.0,164632.0,0.0,67563.0,7982.0,4956.0,0.0
5122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5124,8.0,0.0,762284.0,1132158.0,548082.0,0.0,928862.0
5125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5126,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5127,3.0,0.0,0.0,0.0,390208.0,2443438.0,0.0
5128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5130,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5131,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5132,9.0,1537193.0,0.0,1103823.0,0.0,301384.0,3871150.0
5133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5134,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5135,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5139,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5142,7.0,5294218.0,60775.0,920794.0,0.0,2182002.0,4771916.0
5143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5144,16.0,757723.0,4480444.0,2242501.0,611917.0,1852593.0,901571.0
5145,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5146,12.0,873841.0,644834.0,549087.0,0.0,2070248.0,1220432.0
5147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5150,1.0,0.0,0.0,212404.0,0.0,0.0,0.0
5151,1.0,0.0,30903.0,0.0,0.0,0.0,0.0
5152,4.0,0.0,0.0,0.0,0.0,978033.0,0.0
5153,1.0,0.0,0.0,0.0,0.0,0.0,16085.0
5154,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5155,4.0,0.0,0.0,0.0,101099.0,10725439.0,525447.0
5156,1.0,0.0,61805.0,0.0,0.0,0.0,0.0
5157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5158,2.0,0.0,0.0,0.0,125709.0,683121.0,0.0
5159,14.0,145050.0,0.0,306969.0,642601.0,4021155.0,351728.0
5160,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5164,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5165,2.0,0.0,0.0,533834.0,0.0,0.0,229695.0
5166,6.0,2731738.0,1328811.0,0.0,2656074.0,2407029.0,5951490.0
5167,8.0,607654.0,750006.0,7021759.0,0.0,2211939.0,0.0
5168,1.0,0.0,2266190.0,0.0,0.0,0.0,0.0
5169,2.0,0.0,0.0,0.0,0.0,50163.0,42679.0
5170,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5171,5.0,134815.0,20602.0,0.0,0.0,0.0,116671.0
5172,14.0,627828.0,526477.0,590890.0,174706.0,0.0,84715.0
5173,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5177,2.0,0.0,0.0,0.0,0.0,1236889.0,1222468.0
5178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5179,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5181,4.0,0.0,0.0,0.0,0.0,0.0,2155941.0
5182,3.0,0.0,470750.0,0.0,0.0,0.0,337787.0
5183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5186,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5187,6.0,0.0,0.0,62365.0,141184.0,271043.0,41821.0
5188,1.0,0.0,0.0,0.0,0.0,15170.0,0.0
5189,13.0,678998.0,2173482.0,2270915.0,1210531.0,5348054.0,1591354.0
5190,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5191,1.0,0.0,0.0,0.0,0.0,20025.0,0.0
5192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5194,26.0,10275507.0,0.0,101965.0,4410147.0,264976.0,2653561.0
5195,15.0,1257131.0,2059194.0,1129808.0,11517340.0,2356714.0,523302.0
5196,3.0,0.0,0.0,0.0,126196.0,151704.0,0.0
5197,1.0,0.0,0.0,0.0,70770.0,0.0,0.0
5198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5200,2.0,0.0,99919.0,0.0,0.0,0.0,0.0
5201,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5202,35.0,3155668.0,2468808.0,1099191.0,1682948.0,17693506.0,13243192.0
5203,3.0,250727.0,0.0,0.0,1050679.0,0.0,0.0
5204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5205,6.0,0.0,3139702.0,2073029.0,0.0,0.0,589787.0
5206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5208,1.0,0.0,0.0,0.0,43810.0,0.0,0.0
5209,5.0,1426880.0,0.0,0.0,279353.0,0.0,1764001.0
5210,2.0,514661.0,0.0,0.0,0.0,0.0,0.0
5211,8.0,0.0,0.0,333293.0,674793.0,446817.0,476119.0
5212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5213,3.0,0.0,0.0,0.0,0.0,0.0,510380.0
5214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5215,8.0,0.0,0.0,0.0,0.0,611871.0,3746672.0
5216,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5217,13.0,1573996.0,2347567.0,0.0,12906126.0,2866387.0,3103890.0
5218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5220,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5221,1.0,0.0,0.0,0.0,22082.0,0.0,0.0
5222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5223,5.0,525486.0,0.0,2423439.0,0.0,0.0,0.0
5224,5.0,0.0,1445366.0,0.0,0.0,1457517.0,417162.0
5225,12.0,0.0,193656.0,0.0,0.0,9847177.0,539924.0
5226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5227,1.0,0.0,0.0,0.0,16850.0,0.0,0.0
5228,1.0,0.0,0.0,0.0,0.0,0.0,95438.0
5229,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5232,1.0,0.0,51401.0,0.0,0.0,0.0,0.0
5233,1.0,0.0,0.0,0.0,0.0,0.0,166213.0
5234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5235,1.0,0.0,0.0,0.0,0.0,0.0,279881.0
5236,1.0,112182.0,0.0,0.0,0.0,0.0,0.0
5237,1.0,0.0,0.0,61688.0,0.0,0.0,0.0
5238,1.0,0.0,0.0,0.0,0.0,368943.0,0.0
5239,56.0,0.0,23848178.0,472260.0,10645049.0,2326121.0,19626075.0
5240,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5241,3.0,0.0,220645.0,0.0,88950.0,0.0,0.0
5242,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5244,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5245,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5246,1.0,0.0,0.0,0.0,133025.0,0.0,0.0
5247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5248,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5249,1.0,0.0,0.0,0.0,0.0,44500.0,0.0
5250,5.0,5609115.0,11258637.0,0.0,0.0,0.0,490060.0
5251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5252,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5253,2.0,0.0,0.0,174894.0,52323.0,0.0,0.0
5254,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5256,10.0,38378.0,2139490.0,55361.0,211066.0,0.0,357089.0
5257,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5258,2.0,0.0,6078.0,0.0,0.0,0.0,20374.0
5259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5260,17.0,203699.0,0.0,78861.0,511439.0,0.0,289317.0
5261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5262,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5265,3.0,2245614.0,916777.0,0.0,0.0,0.0,0.0
5266,2.0,0.0,0.0,0.0,0.0,0.0,74849.0
5267,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5269,2.0,0.0,0.0,0.0,381650.0,0.0,616124.0
5270,3.0,406366.0,0.0,0.0,0.0,3034.0,0.0
5271,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5272,3.0,0.0,0.0,0.0,2282717.0,0.0,0.0
5273,3.0,0.0,0.0,0.0,0.0,1562243.0,73563.0
