고객번호,차량용품구매횟수,차량용품1,차량용품2,차량용품3,차량용품4,차량용품5,차량용품6
3282,2.0,0.0,4110.0,0.0,0.0,5158.0,0.0
3283,2.0,0.0,0.0,6214.0,0.0,4753.0,0.0
3284,2.0,0.0,0.0,0.0,22614.0,0.0,0.0
3285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3286,1.0,0.0,0.0,0.0,0.0,0.0,8043.0
3287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3291,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3293,1.0,0.0,0.0,0.0,0.0,0.0,18230.0
3294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3296,1.0,2372.0,0.0,0.0,0.0,0.0,0.0
3297,2.0,0.0,0.0,0.0,0.0,0.0,27130.0
3298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3299,2.0,0.0,7509.0,3276.0,0.0,0.0,0.0
3300,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3301,2.0,0.0,0.0,0.0,23235.0,0.0,0.0
3302,2.0,0.0,0.0,0.0,0.0,5653.0,6327.0
3303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3305,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3307,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3308,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3310,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3311,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3312,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3313,3.0,26472.0,0.0,0.0,0.0,0.0,0.0
3314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3316,15.0,13186.0,0.0,18981.0,37868.0,114809.0,20804.0
3317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3319,2.0,0.0,12876.0,0.0,0.0,0.0,31956.0
3320,5.0,7380.0,9888.0,11185.0,0.0,0.0,5898.0
3321,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3322,1.0,0.0,0.0,0.0,35385.0,0.0,0.0
3323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3325,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3326,1.0,0.0,0.0,0.0,0.0,0.0,1072.0
3327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3330,6.0,0.0,13391.0,0.0,0.0,0.0,17586.0
3331,1.0,0.0,0.0,15704.0,0.0,0.0,0.0
3332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3334,3.0,0.0,9178.0,0.0,8780.0,0.0,0.0
3335,1.0,0.0,0.0,0.0,0.0,4349.0,0.0
3336,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3339,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3342,1.0,0.0,0.0,0.0,0.0,0.0,11635.0
3343,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3344,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3349,2.0,1132.0,0.0,0.0,0.0,0.0,1233.0
3350,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3351,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3352,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3353,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3357,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3358,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3360,3.0,1132.0,0.0,1796.0,3352.0,0.0,0.0
3361,3.0,7676.0,0.0,0.0,14624.0,0.0,0.0
3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3363,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3365,2.0,0.0,3605.0,0.0,0.0,0.0,13286.0
3366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3368,1.0,0.0,0.0,14575.0,0.0,0.0,0.0
3369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3370,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3371,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3372,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3374,2.0,3838.0,0.0,0.0,0.0,0.0,8043.0
3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3377,4.0,0.0,13803.0,3954.0,0.0,0.0,0.0
3378,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3380,5.0,6790.0,72621.0,22596.0,0.0,4045.0,11796.0
3381,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3386,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3387,2.0,0.0,0.0,0.0,2563.0,0.0,6970.0
3388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3390,1.0,0.0,0.0,18981.0,0.0,0.0,0.0
3391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3392,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3396,15.0,0.0,13392.0,15817.0,62353.0,31756.0,28256.0
3397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3398,2.0,0.0,0.0,0.0,7520.0,0.0,0.0
3399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3401,1.0,0.0,0.0,0.0,11644.0,0.0,0.0
3402,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3403,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3406,3.0,0.0,0.0,6553.0,13658.0,0.0,0.0
3407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3409,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3410,7.0,37689.0,5346.0,0.0,6651.0,0.0,6220.0
3411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3412,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3416,1.0,7380.0,0.0,0.0,0.0,0.0,0.0
3417,1.0,0.0,0.0,0.0,0.0,0.0,3410.0
3418,3.0,2952.0,3090.0,0.0,0.0,3034.0,0.0
3419,2.0,0.0,0.0,0.0,0.0,0.0,15977.0
3420,1.0,0.0,0.0,0.0,0.0,11631.0,0.0
3421,2.0,7774.0,0.0,5095.0,0.0,0.0,0.0
3422,2.0,0.0,0.0,45079.0,0.0,1112.0,0.0
3423,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3424,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3426,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3428,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3429,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3431,1.0,5609.0,0.0,0.0,0.0,0.0,0.0
3432,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3434,1.0,0.0,0.0,0.0,0.0,0.0,9640.0
3435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3436,3.0,0.0,43676.0,0.0,2040.0,17092.0,0.0
3437,1.0,0.0,4635.0,0.0,0.0,0.0,0.0
3438,1.0,0.0,0.0,0.0,2563.0,0.0,0.0
3439,1.0,0.0,0.0,0.0,3370.0,0.0,0.0
3440,4.0,8758.0,0.0,0.0,21106.0,0.0,4718.0
3441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3448,1.0,0.0,0.0,9795.0,0.0,0.0,0.0
3450,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3451,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3453,1.0,0.0,0.0,3389.0,0.0,0.0,0.0
3454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3457,5.0,0.0,0.0,0.0,0.0,31797.0,0.0
3458,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3459,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3460,13.0,15183.0,1185.0,19545.0,2040.0,13198.0,15442.0
3461,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3463,1.0,0.0,0.0,0.0,0.0,13451.0,0.0
3464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3465,1.0,0.0,5562.0,0.0,0.0,0.0,0.0
3466,4.0,0.0,50268.0,76376.0,0.0,0.0,0.0
3467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3468,1.0,6298.0,0.0,0.0,0.0,0.0,0.0
3469,2.0,0.0,0.0,0.0,4878.0,0.0,5898.0
3470,6.0,7676.0,50381.0,0.0,5764.0,0.0,7399.0
3471,1.0,0.0,0.0,0.0,0.0,0.0,3539.0
3472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3476,1.0,0.0,0.0,28132.0,0.0,0.0,0.0
3477,2.0,0.0,0.0,0.0,0.0,7484.0,13726.0
3478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3480,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3481,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3482,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3484,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3485,3.0,0.0,0.0,11185.0,3512.0,0.0,0.0
3486,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3488,1.0,0.0,0.0,0.0,0.0,0.0,15871.0
3489,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3490,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3491,1.0,6741.0,0.0,0.0,0.0,0.0,0.0
3492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3493,5.0,0.0,0.0,0.0,13480.0,5967.0,6327.0
3494,6.0,6396.0,3276.0,3593.0,20548.0,1608.0,0.0
3495,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3498,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3499,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3501,2.0,0.0,0.0,3593.0,0.0,0.0,3410.0
3502,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3503,5.0,3936.0,0.0,18642.0,0.0,16677.0,19184.0
3504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3506,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3507,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3508,1.0,4901.0,0.0,0.0,0.0,0.0,0.0
3509,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3510,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3513,2.0,0.0,12464.0,11151.0,0.0,0.0,0.0
3514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3516,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3517,2.0,1132.0,1638.0,0.0,0.0,0.0,0.0
3518,2.0,0.0,0.0,0.0,9755.0,0.0,10616.0
3519,1.0,0.0,10095.0,0.0,0.0,0.0,0.0
3520,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3521,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3522,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3523,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3524,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3525,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3527,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3528,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3529,4.0,0.0,29974.0,0.0,0.0,0.0,0.0
3530,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3531,2.0,0.0,0.0,11173.0,0.0,0.0,0.0
3532,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3533,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3534,6.0,0.0,7108.0,2926.0,21727.0,5259.0,17897.0
3535,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3536,2.0,14466.0,0.0,0.0,10465.0,0.0,0.0
3537,2.0,64947.0,0.0,0.0,0.0,0.0,0.0
3538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3539,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3540,4.0,23125.0,6284.0,11061.0,0.0,0.0,21232.0
3541,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3544,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3547,2.0,0.0,0.0,0.0,0.0,1962.0,2574.0
3548,1.0,0.0,0.0,18981.0,0.0,0.0,0.0
3549,4.0,5894.0,0.0,8982.0,0.0,9648.0,0.0
3550,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3551,1.0,0.0,0.0,0.0,12238.0,0.0,0.0
3552,4.0,3247.0,33261.0,0.0,0.0,0.0,0.0
3553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3556,1.0,0.0,2658.0,0.0,0.0,0.0,0.0
3557,1.0,0.0,0.0,0.0,0.0,0.0,17586.0
3558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3559,1.0,0.0,0.0,0.0,12575.0,0.0,0.0
3560,2.0,9742.0,0.0,0.0,0.0,0.0,4868.0
3561,2.0,11710.0,0.0,0.0,0.0,0.0,23591.0
3562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3566,3.0,0.0,0.0,10055.0,0.0,8010.0,12761.0
3567,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3568,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3570,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3571,1.0,0.0,0.0,0.0,3512.0,0.0,0.0
3572,2.0,7774.0,0.0,40673.0,0.0,0.0,0.0
3573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3574,1.0,0.0,0.0,24743.0,0.0,0.0,0.0
3575,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3576,1.0,0.0,0.0,0.0,0.0,0.0,18230.0
3577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3580,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3581,1.0,0.0,0.0,0.0,0.0,0.0,10284.0
3582,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3583,2.0,4723.0,14318.0,0.0,0.0,0.0,0.0
3584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3586,1.0,0.0,0.0,11976.0,0.0,0.0,0.0
3587,3.0,0.0,14627.0,0.0,6829.0,0.0,0.0
3588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3589,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3590,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3591,1.0,0.0,0.0,0.0,0.0,5461.0,0.0
3592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3593,1.0,5806.0,0.0,0.0,0.0,0.0,0.0
3594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3595,3.0,0.0,0.0,26641.0,6199.0,0.0,0.0
3596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597,1.0,0.0,0.0,0.0,0.0,6361.0,0.0
3598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3599,2.0,0.0,6490.0,0.0,7183.0,0.0,0.0
3600,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3601,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3602,1.0,0.0,0.0,0.0,0.0,0.0,3056.0
3603,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3604,4.0,0.0,17193.0,1525.0,1197.0,0.0,0.0
3605,2.0,2263.0,0.0,0.0,11085.0,0.0,0.0
3606,2.0,2539.0,0.0,0.0,1410.0,0.0,0.0
3607,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3610,1.0,0.0,0.0,0.0,0.0,0.0,5029.0
3611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3612,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3613,7.0,0.0,0.0,0.0,18127.0,0.0,10616.0
3614,4.0,10381.0,0.0,0.0,20841.0,0.0,0.0
3615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3617,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3619,2.0,0.0,4110.0,0.0,0.0,0.0,5898.0
3620,1.0,2746.0,0.0,0.0,0.0,0.0,0.0
3621,2.0,0.0,0.0,3841.0,7095.0,0.0,0.0
3622,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3623,1.0,0.0,0.0,45079.0,0.0,0.0,0.0
3624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3625,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3626,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3627,5.0,0.0,0.0,2598.0,2040.0,2326.0,0.0
3628,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3629,1.0,0.0,0.0,5536.0,0.0,0.0,0.0
3630,2.0,0.0,0.0,20517.0,0.0,0.0,9640.0
3631,1.0,0.0,0.0,0.0,0.0,2326.0,0.0
3632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3633,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3635,7.0,0.0,41925.0,24743.0,10199.0,10316.0,23270.0
3636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3637,2.0,9742.0,1185.0,0.0,0.0,0.0,0.0
3638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3641,17.0,2657.0,8899.0,3050.0,7005.0,17750.0,29811.0
3642,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3644,1.0,0.0,0.0,11185.0,0.0,0.0,0.0
3645,1.0,0.0,0.0,0.0,0.0,11024.0,0.0
3646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3647,2.0,0.0,0.0,0.0,30081.0,70694.0,0.0
3648,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3649,1.0,0.0,4223.0,0.0,0.0,0.0,0.0
3650,2.0,0.0,10188.0,0.0,0.0,0.0,0.0
3651,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3652,11.0,101653.0,11640.0,0.0,26428.0,18609.0,0.0
3653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3656,2.0,0.0,0.0,34346.0,0.0,0.0,0.0
3657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3658,2.0,0.0,2060.0,0.0,0.0,8900.0,0.0
3659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3660,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662,1.0,0.0,0.0,6779.0,0.0,0.0,0.0
3663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3664,4.0,0.0,5665.0,0.0,1676.0,17547.0,0.0
3665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3667,1.0,0.0,0.0,0.0,0.0,7181.0,0.0
3668,3.0,6396.0,0.0,0.0,4682.0,0.0,0.0
3669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3670,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3671,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3673,5.0,32966.0,25577.0,0.0,0.0,0.0,0.0
3674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3678,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3679,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3680,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3683,1.0,0.0,0.0,5593.0,0.0,0.0,0.0
3684,3.0,0.0,38371.0,0.0,0.0,3489.0,6220.0
3685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3686,1.0,0.0,16996.0,0.0,0.0,0.0,0.0
3687,3.0,0.0,5964.0,0.0,0.0,5461.0,0.0
3688,1.0,0.0,0.0,0.0,0.0,0.0,10723.0
3689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3690,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3691,1.0,1496.0,0.0,0.0,0.0,0.0,0.0
3692,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3694,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3695,2.0,0.0,0.0,0.0,6030.0,19823.0,0.0
3696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3700,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3702,1.0,0.0,0.0,0.0,1410.0,0.0,0.0
3703,3.0,12891.0,0.0,0.0,12585.0,0.0,0.0
3704,6.0,0.0,4326.0,11411.0,27581.0,0.0,0.0
3706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3708,4.0,0.0,0.0,0.0,0.0,7585.0,126858.0
3709,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3710,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3711,1.0,0.0,0.0,16936.0,0.0,0.0,0.0
3712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3713,2.0,0.0,0.0,0.0,0.0,0.0,16986.0
3714,1.0,0.0,5665.0,0.0,0.0,0.0,0.0
3715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3716,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3717,1.0,0.0,0.0,13558.0,0.0,0.0,0.0
3718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3720,3.0,38772.0,0.0,0.0,7006.0,0.0,0.0
3721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
