고객번호,기호품구매횟수,기호품1,기호품2,기호품3,기호품4,기호품5,기호품6
4930,32.0,3838.0,16368.0,48253.0,82901.0,20834.0,60211.0
4931,104.0,161061.0,97526.0,70725.0,187728.0,245780.0,103823.0
4932,53.0,71040.0,107089.0,55981.0,53991.0,87524.0,65060.0
4933,35.0,22535.0,0.0,6214.0,24761.0,92943.0,73821.0
4934,18.0,63314.0,39422.0,17670.0,26649.0,189579.0,0.0
4935,34.0,191656.0,92183.0,40086.0,23856.0,154220.0,145409.0
4936,74.0,46850.0,73589.0,65753.0,42586.0,76590.0,58560.0
4937,47.0,61356.0,24103.0,42875.0,57901.0,29369.0,143770.0
4938,50.0,51642.0,37804.0,95751.0,162636.0,47695.0,218735.0
4939,25.0,27553.0,32139.0,21467.0,40794.0,21491.0,14262.0
4940,101.0,104210.0,375050.0,144098.0,119157.0,61288.0,118172.0
4941,50.0,241339.0,52760.0,213184.0,52359.0,156253.0,91150.0
4942,33.0,5657.0,48085.0,53385.0,43366.0,13855.0,50293.0
4943,11.0,8364.0,0.0,2090.0,31110.0,8849.0,751.0
4944,62.0,183004.0,46744.0,97378.0,65971.0,296459.0,150010.0
4945,128.0,58627.0,95518.0,48254.0,61472.0,89139.0,12139.0
4946,38.0,18205.0,37835.0,63766.0,65846.0,237163.0,87395.0
4947,31.0,28340.0,21806.0,7909.0,31776.0,120806.0,12375.0
4948,8.0,0.0,0.0,33894.0,12416.0,74942.0,0.0
4949,49.0,64910.0,98177.0,216052.0,165794.0,168795.0,171757.0
4950,20.0,0.0,11218.0,9705.0,19157.0,5663.0,38679.0
4951,168.0,48523.0,38100.0,55494.0,29846.0,28226.0,52140.0
4952,26.0,88959.0,108005.0,37702.0,59995.0,63078.0,85787.0
4953,8.0,3051.0,3914.0,14800.0,3370.0,0.0,141432.0
4954,31.0,82021.0,72312.0,63156.0,53477.0,36510.0,37532.0
4955,49.0,48267.0,97002.0,77686.0,41460.0,80757.0,78494.0
4956,46.0,28636.0,7705.0,102417.0,34993.0,62116.0,62380.0
4957,6.0,20173.0,11640.0,52536.0,20309.0,0.0,37532.0
4958,70.0,62684.0,30385.0,15818.0,54186.0,60226.0,70346.0
4959,49.0,46445.0,185415.0,64057.0,15609.0,99011.0,50067.0
4960,77.0,37264.0,56799.0,71733.0,47862.0,104533.0,65416.0
4961,38.0,66631.0,23660.0,47768.0,68003.0,55087.0,94399.0
4962,33.0,67014.0,40432.0,110234.0,56376.0,52246.0,17040.0
4963,5.0,21600.0,2884.0,0.0,11618.0,0.0,3539.0
4964,35.0,10382.0,7160.0,18699.0,19769.0,8323.0,24419.0
4965,10.0,5855.0,11022.0,17173.0,0.0,26700.0,4236.0
4966,16.0,2460.0,7725.0,33894.0,26605.0,16263.0,43214.0
4967,28.0,89746.0,21014.0,0.0,100123.0,87484.0,56191.0
4968,11.0,0.0,6078.0,0.0,34479.0,51367.0,24557.0
4969,79.0,61790.0,102390.0,176611.0,166627.0,142904.0,112865.0
4970,10.0,30082.0,53462.0,0.0,8691.0,0.0,21018.0
4971,27.0,93899.0,55212.0,38300.0,30419.0,40657.0,308394.0
4972,34.0,21255.0,69284.0,15467.0,67080.0,36601.0,30894.0
4973,151.0,488961.0,364826.0,462171.0,601825.0,308340.0,426975.0
4974,93.0,85071.0,158922.0,170555.0,135391.0,17153.0,116584.0
4975,21.0,15252.0,30593.0,33013.0,55072.0,15980.0,54688.0
4976,53.0,24759.0,42604.0,83956.0,59400.0,62542.0,86097.0
4977,4.0,0.0,26782.0,4519.0,0.0,5057.0,7506.0
4978,51.0,66916.0,347399.0,280667.0,232786.0,211526.0,109378.0
4979,76.0,118282.0,46251.0,151486.0,173740.0,96019.0,295751.0
4980,78.0,167289.0,395791.0,417690.0,2509141.0,1646489.0,976152.0
4981,13.0,33163.0,27400.0,5084.0,25364.0,24475.0,0.0
4982,138.0,120349.0,68845.0,109094.0,140802.0,178411.0,159694.0
4983,73.0,278221.0,96229.0,30595.0,32556.0,47990.0,41199.0
4984,6.0,2460.0,0.0,7660.0,7671.0,0.0,6327.0
4985,6.0,1476.0,41203.0,0.0,64030.0,3034.0,6970.0
4986,86.0,11898.0,71940.0,34844.0,51178.0,51944.0,96446.0
4987,25.0,7586.0,23517.0,13761.0,19165.0,0.0,5715.0
4988,10.0,192284.0,9373.0,0.0,23591.0,6372.0,0.0
4989,95.0,200727.0,141801.0,139609.0,84923.0,112494.0,111566.0
4990,568.0,307546.0,400283.0,387727.0,248598.0,293352.0,316091.0
4991,94.0,29313.0,12657.0,53901.0,17951.0,50243.0,42871.0
4992,87.0,273125.0,91934.0,88809.0,182813.0,29480.0,63739.0
4993,39.0,40769.0,35363.0,15930.0,38685.0,46885.0,18045.0
4994,36.0,34442.0,43264.0,364816.0,53918.0,91628.0,129176.0
4995,14.0,7075.0,0.0,21579.0,8780.0,52794.0,42680.0
4996,21.0,12429.0,36568.0,0.0,130781.0,30321.0,46228.0
4997,65.0,586752.0,100989.0,146886.0,57646.0,68085.0,49318.0
4998,23.0,3838.0,12104.0,25139.0,24920.0,0.0,27730.0
4999,277.0,367154.0,216625.0,105049.0,24890.0,41962.0,128885.0
5000,26.0,0.0,31933.0,25398.0,10625.0,4986.0,43237.0
5001,67.0,41478.0,54213.0,38323.0,87025.0,64699.0,23560.0
5002,483.0,589994.0,536591.0,521608.0,381308.0,350302.0,389998.0
5003,53.0,14801.0,127774.0,383649.0,614029.0,92520.0,53681.0
5004,30.0,28538.0,12155.0,19093.0,69084.0,63949.0,76598.0
5005,38.0,66573.0,42047.0,40673.0,35694.0,30342.0,50068.0
5006,37.0,75743.0,76473.0,47430.0,153893.0,62442.0,84821.0
5007,73.0,180082.0,190886.0,439744.0,228227.0,378308.0,491326.0
5008,32.0,45838.0,32078.0,26754.0,5233.0,25486.0,84800.0
5009,61.0,2923.0,37207.0,188182.0,57778.0,109601.0,164358.0
5010,8.0,0.0,5768.0,3163.0,0.0,7151.0,34422.0
5011,10.0,62290.0,32757.0,23613.0,0.0,13431.0,0.0
5012,48.0,676243.0,470543.0,662803.0,430869.0,487586.0,477085.0
5013,19.0,24011.0,20097.0,32776.0,7095.0,29429.0,30969.0
5014,5.0,4920.0,0.0,4745.0,8868.0,5057.0,9651.0
5015,19.0,0.0,5058.0,9377.0,4452.0,60328.0,65520.0
5016,36.0,59201.0,25752.0,251104.0,0.0,0.0,0.0
5017,76.0,71149.0,90535.0,80286.0,14499.0,47058.0,44405.0
5018,50.0,28607.0,20261.0,78715.0,128643.0,92722.0,40320.0
5019,49.0,45660.0,117659.0,124787.0,63257.0,44661.0,131298.0
5020,26.0,7085.0,2493.0,31736.0,22987.0,191966.0,34678.0
5021,48.0,38851.0,13277.0,32685.0,13249.0,58425.0,30444.0
5022,35.0,34678.0,4707.0,44898.0,184419.0,23958.0,120552.0
5023,167.0,171328.0,72758.0,98801.0,84734.0,47474.0,78258.0
5024,18.0,22534.0,13906.0,73098.0,8744.0,25081.0,23484.0
5025,37.0,14170.0,26122.0,127081.0,137964.0,162322.0,57960.0
5026,11.0,28044.0,20911.0,36154.0,0.0,0.0,8793.0
5027,25.0,18490.0,15039.0,62760.0,8247.0,2073.0,40481.0
5028,38.0,11216753.0,56037.0,13766036.0,47623.0,10697829.0,176873.0
5029,54.0,31381.0,7675.0,73989.0,19378.0,49588.0,17189.0
5030,14.0,41487.0,10197.0,20653.0,12416.0,9001.0,36309.0
5031,29.0,158925.0,20014.0,21014.0,135598.0,150187.0,64834.0
5032,12.0,20566.0,13422.0,7231.0,1862.0,77774.0,10616.0
5033,41.0,38279.0,191339.0,118178.0,123438.0,5664.0,16621.0
5034,26.0,37158.0,16059.0,9038.0,22490.0,21178.0,32814.0
5035,15.0,95355.0,24207.0,76624.0,46106.0,23908.0,21962.0
5036,19.0,15214.0,44684.0,58920.0,11352.0,4248.0,6305.0
5037,80.0,22168.0,31293.0,53678.0,63871.0,35841.0,58162.0
5038,34.0,105883.0,39555.0,60332.0,89703.0,27579.0,16085.0
5039,18.0,1771.0,26783.0,8451.0,28751.0,9173.0,6220.0
5040,81.0,83043.0,180243.0,50185.0,103139.0,147656.0,214361.0
5041,20.0,37394.0,2225.0,11863.0,286732.0,112766.0,198747.0
5042,63.0,21452.0,105957.0,112303.0,60731.0,132749.0,125797.0
5043,12.0,11218.0,25093.0,0.0,6208.0,12137.0,0.0
5044,74.0,28044.0,61372.0,108064.0,105921.0,74337.0,82676.0
5045,33.0,12439.0,31366.0,53191.0,37380.0,74942.0,36674.0
5046,61.0,108736.0,95882.0,159144.0,64381.0,36156.0,97313.0
5047,9.0,0.0,7726.0,0.0,0.0,139971.0,3968.0
5048,8.0,27554.0,19572.0,31069.0,3547.0,21238.0,6971.0
5049,18.0,29541.0,4707.0,71111.0,3281.0,26467.0,8171.0
5050,28.0,19652.0,32530.0,37272.0,21939.0,13470.0,20910.0
5051,11.0,14662.0,9394.0,8925.0,4035.0,3388.0,2198.0
5052,11.0,4182.0,9270.0,47114.0,39543.0,25790.0,0.0
5053,55.0,40336.0,0.0,89708.0,1414504.0,794724.0,1198985.0
5054,399.0,216146.0,255429.0,264373.0,221458.0,208135.0,265190.0
5055,31.0,32001.0,44180.0,16212.0,26393.0,44904.0,18359.0
5056,11.0,13876.0,9765.0,15908.0,8780.0,31352.0,16600.0
5057,16.0,13285.0,22661.0,34413.0,16141.0,17193.0,16793.0
5058,48.0,49489.0,38691.0,80034.0,11538.0,29379.0,12246.0
5059,26.0,0.0,0.0,0.0,13728.0,89293.0,552729.0
5060,48.0,19552.0,30049.0,73615.0,50088.0,18336.0,39773.0
5061,22.0,18392.0,0.0,18190.0,18091.0,22503.0,49670.0
5062,12.0,5708.0,62836.0,22596.0,5321.0,10114.0,8900.0
5063,26.0,37394.0,48413.0,16947.0,46115.0,31353.0,35388.0
5064,65.0,104920.0,90524.0,104652.0,24546.0,66689.0,88960.0
5065,35.0,79167.0,37578.0,242751.0,51668.0,46492.0,199959.0
5066,52.0,0.0,24722.0,34119.0,75385.0,43286.0,92220.0
5067,19.0,5669.0,46168.0,45848.0,23377.0,3479.0,30036.0
5068,15.0,1771.0,26813.0,2147.0,8647.0,26276.0,27571.0
5069,7.0,0.0,7953.0,24291.0,4257.0,0.0,7989.0
5070,12.0,0.0,1854.0,18234.0,14012.0,3479.0,13855.0
5071,185.0,142153.0,146179.0,158197.0,101303.0,135377.0,143499.0
5072,91.0,184195.0,817054.0,764463.0,353457.0,54947.0,744380.0
5073,17.0,18894.0,9157.0,81945.0,19821.0,14149.0,13083.0
5074,42.0,66718.0,78699.0,27228.0,68773.0,42982.0,18659.0
5075,31.0,139234.0,12876.0,22574.0,47117.0,18559.0,78496.0
5076,22.0,74002.0,20602.0,11298.0,63214.0,0.0,77209.0
5078,37.0,132692.0,44809.0,76827.0,13923.0,29329.0,48040.0
5079,15.0,0.0,25412.0,22540.0,0.0,10164.0,25414.0
5080,16.0,105235.0,30625.0,25974.0,21142.0,28207.0,29146.0
5081,51.0,54712.0,13288.0,73879.0,91698.0,6068.0,116026.0
5082,13.0,2460.0,21220.0,8700.0,7361.0,17294.0,45038.0
5083,11.0,42019.0,82613.0,39769.0,0.0,30644.0,18122.0
5084,62.0,97078.0,81892.0,107333.0,14997.0,68834.0,59290.0
5085,32.0,4113.0,0.0,27951.0,36876.0,12115.0,32310.0
5086,38.0,38378.0,37804.0,1695.0,87443.0,122373.0,79891.0
5087,101.0,106570.0,78758.0,54739.0,156067.0,45510.0,31912.0
5088,29.0,86894.0,88762.0,0.0,78397.0,82326.0,10723.0
5089,15.0,10283.0,14998.0,54773.0,0.0,24778.0,32160.0
5090,13.0,0.0,3935.0,3853.0,0.0,7636.0,23046.0
5091,19.0,21649.0,53359.0,69459.0,19289.0,27003.0,22519.0
5092,50.0,12399.0,47941.0,93037.0,57511.0,32060.0,95116.0
5093,39.0,33986.0,19376.0,15354.0,23538.0,10680.0,9715.0
5094,31.0,21896.0,21292.0,14349.0,18490.0,73386.0,17694.0
5095,32.0,15764.0,7551.0,67370.0,57458.0,23677.0,0.0
5096,59.0,414376.0,24103.0,2187671.0,62753.0,1924156.0,126495.0
5098,51.0,164436.0,113412.0,126291.0,61785.0,49922.0,79138.0
5099,61.0,53829.0,199838.0,90835.0,94714.0,59427.0,72972.0
5100,7.0,3543.0,16337.0,11242.0,0.0,9517.0,4396.0
5101,93.0,36981.0,20539.0,40131.0,52865.0,61409.0,71856.0
5102,73.0,79157.0,26505.0,181041.0,84728.0,99571.0,86323.0
5103,11.0,9447.0,6593.0,14914.0,11884.0,2528.0,9811.0
5104,38.0,72231.0,78864.0,155158.0,22296.0,3156.0,68953.0
5105,24.0,9841.0,26164.0,13556.0,14190.0,13046.0,32706.0
5106,14.0,14761.0,7211.0,22596.0,7361.0,25789.0,9865.0
5107,7.0,0.0,4326.0,3389.0,89855.0,30340.0,0.0
5108,74.0,182838.0,10457.0,169470.0,23147.0,129865.0,42785.0
5109,91.0,69054.0,80987.0,92177.0,59008.0,75658.0,36887.0
5110,58.0,42480.0,74785.0,57395.0,59561.0,121566.0,110290.0
5111,127.0,117821.0,446766.0,430413.0,176571.0,201677.0,276726.0
5112,10.0,9546.0,0.0,0.0,6244.0,9890.0,8342.0
5113,55.0,14121.0,517463.0,97773.0,91105.0,28095.0,409858.0
5114,18.0,11612.0,77442.0,14122.0,16415.0,79837.0,50615.0
5115,16.0,19681.0,18541.0,7661.0,0.0,87988.0,73585.0
5116,13.0,24995.0,32674.0,1695.0,21160.0,7079.0,9973.0
5117,12.0,21649.0,22940.0,6101.0,28058.0,25082.0,0.0
5118,24.0,32081.0,40319.0,20789.0,37533.0,56878.0,12761.0
5119,13.0,20862.0,26370.0,0.0,14012.0,26780.0,23720.0
5120,17.0,1476.0,38184.0,33329.0,16362.0,2528.0,159565.0
5121,275.0,279704.0,449929.0,513138.0,287612.0,355977.0,295317.0
5122,16.0,11809.0,33705.0,55722.0,7982.0,0.0,0.0
5123,46.0,77178.0,19315.0,108891.0,127952.0,153292.0,159820.0
5124,17.0,21384.0,19294.0,11298.0,16584.0,12773.0,14466.0
5125,46.0,79482.0,37516.0,89686.0,40705.0,13956.0,32438.0
5126,170.0,431763.0,385191.0,678809.0,472117.0,416659.0,620128.0
5127,14.0,51062.0,1112.0,77878.0,30756.0,124680.0,10702.0
5128,26.0,6682.0,1494.0,35409.0,38356.0,9091.0,40568.0
5129,13.0,29178.0,10301.0,28132.0,2705.0,13126.0,3196.0
5130,68.0,135945.0,97631.0,304845.0,67576.0,86025.0,266101.0
5131,86.0,19392.0,69130.0,22664.0,11377.0,37278.0,36518.0
5132,11.0,6396.0,21116.0,0.0,0.0,53419.0,0.0
5133,55.0,81342.0,123890.0,56548.0,84506.0,51326.0,49231.0
5134,49.0,31982.0,50001.0,81344.0,59488.0,67073.0,35099.0
5135,13.0,9860.0,17305.0,40436.0,17826.0,0.0,22841.0
5136,29.0,112142.0,114031.0,106202.0,111715.0,117297.0,183777.0
5137,31.0,3838.0,0.0,31725.0,44103.0,198426.0,37274.0
5138,14.0,0.0,24001.0,9863.0,2217.0,9426.0,6541.0
5139,51.0,71382.0,183943.0,186372.0,136875.0,57476.0,51729.0
5140,457.0,143658.0,115567.0,169383.0,93916.0,131746.0,144458.0
5141,92.0,115333.0,95654.0,92957.0,75613.0,145214.0,177838.0
5142,15.0,21355.0,0.0,2712.0,0.0,107609.0,22304.0
5143,30.0,26372.0,24165.0,85459.0,14437.0,24324.0,11045.0
5144,13.0,11808.0,19572.0,3954.0,13746.0,19822.0,0.0
5145,295.0,78063.0,50965.0,81353.0,115979.0,158803.0,100484.0
5146,34.0,12301.0,83633.0,12146.0,806045.0,153930.0,74314.0
5147,191.0,153488.0,228182.0,228566.0,140499.0,112765.0,176494.0
5148,169.0,426689.0,439601.0,83448.0,821184.0,904055.0,614689.0
5149,89.0,23892.0,13638.0,9489.0,13265.0,39110.0,100725.0
5150,28.0,4920.0,56551.0,46549.0,14633.0,29329.0,15871.0
5151,66.0,18008.0,135661.0,38638.0,105187.0,67640.0,148711.0
5152,306.0,370171.0,211254.0,521417.0,477847.0,257723.0,474758.0
5153,36.0,25555.0,20293.0,70252.0,27996.0,79541.0,3539.0
5154,16.0,29620.0,3554.0,46040.0,0.0,44753.0,11635.0
5155,25.0,150067.0,35744.0,51181.0,77066.0,46522.0,32385.0
5156,8.0,0.0,14668.0,34572.0,9489.0,20470.0,15549.0
5157,223.0,197434.0,165259.0,165031.0,84959.0,128609.0,128851.0
5158,59.0,80692.0,190566.0,59745.0,1225332.0,1889317.0,1000280.0
5159,75.0,53136.0,102798.0,37280.0,23504.0,33374.0,12439.0
5160,48.0,78755.0,71220.0,73855.0,90218.0,24405.0,86463.0
5161,26.0,7380.0,10198.0,12428.0,25187.0,19417.0,28953.0
5162,17.0,12301.0,0.0,71179.0,28432.0,54654.0,0.0
5163,7.0,3936.0,1133.0,12552.0,3494.0,6655.0,2273.0
5164,7.0,9841.0,5150.0,1808.0,4621.0,12085.0,0.0
5165,24.0,63098.0,56860.0,195470.0,3441.0,119481.0,71032.0
5166,18.0,4187550.0,12361.0,9072362.0,12771.0,10653227.0,0.0
5167,80.0,18165.0,53588.0,73390.0,47255.0,73596.0,66564.0
5168,1.0,0.0,0.0,0.0,0.0,0.0,4289.0
5169,54.0,9841.0,60260.0,190257.0,89216.0,150492.0,199453.0
5170,24.0,47040.0,12722.0,7897.0,19111.0,43539.0,0.0
5171,70.0,111591.0,173568.0,140523.0,132045.0,73119.0,7829.0
5172,12.0,2362.0,0.0,0.0,18251.0,9689.0,47397.0
5173,76.0,40269.0,76825.0,94871.0,69795.0,102552.0,70839.0
5174,79.0,56899.0,396995.0,101874.0,283201.0,160443.0,304007.0
5175,14.0,11218.0,54800.0,35001.0,69573.0,0.0,4504.0
5176,55.0,85740.0,80140.0,41057.0,90545.0,95372.0,71525.0
5177,18.0,12301.0,35837.0,47858.0,5658.0,45360.0,23645.0
5178,49.0,32277.0,26162.0,63158.0,49308.0,5057.0,78766.0
5179,403.0,93605.0,111397.0,130349.0,97514.0,134374.0,106262.0
5180,10.0,7134.0,0.0,9445.0,16628.0,1112.0,5941.0
5181,12.0,7577.0,0.0,5638.0,11972.0,53187.0,31848.0
5182,36.0,19976.0,23692.0,62195.0,88593.0,63463.0,55761.0
5183,85.0,42639.0,74743.0,197865.0,74406.0,88443.0,39815.0
5184,23.0,38969.0,0.0,17354.0,41948.0,38431.0,36138.0
5185,18.0,58453.0,94109.0,45532.0,21958.0,0.0,17115.0
5186,29.0,16620.0,0.0,70139.0,26437.0,39686.0,55923.0
5187,11.0,0.0,7849.0,58750.0,9755.0,101792.0,59515.0
5188,21.0,10649.0,21828.0,0.0,17701.0,37319.0,104650.0
5189,23.0,44755.0,9786.0,0.0,29488.0,47736.0,42411.0
5190,52.0,16817.0,33077.0,71642.0,5959.0,35396.0,41767.0
5191,45.0,29938.0,8396.0,28494.0,20495.0,6898.0,12471.0
5192,296.0,14646.0,67355.0,148536.0,151152.0,55075.0,61110.0
5193,47.0,22762.0,32417.0,11784.0,22614.0,46148.0,45627.0
5194,9.0,28538.0,10301.0,11298.0,17736.0,1618.0,9544.0
5195,52.0,55647.0,22764.0,102249.0,31394.0,38664.0,78388.0
5196,11.0,22928.0,3090.0,3954.0,42569.0,29329.0,52545.0
5197,63.0,6790.0,0.0,7344.0,87555.0,212996.0,110764.0
5198,207.0,52799.0,99906.0,162002.0,76624.0,134169.0,191959.0
5200,19.0,18205.0,36053.0,24631.0,27935.0,38260.0,31741.0
5201,93.0,97196.0,47323.0,336449.0,172985.0,98232.0,18369.0
5202,24.0,139340.0,43285.0,6327.0,0.0,15817.0,0.0
5203,24.0,189823.0,578909.0,237260.0,283700.0,42174.0,72598.0
5204,13.0,18796.0,0.0,36448.0,1153.0,1972.0,42411.0
5205,62.0,327179.0,492454.0,31816.0,14598.0,13602.0,264998.0
5206,42.0,16100.0,57457.0,430277.0,7450.0,408639.0,69948.0
5207,36.0,28242.0,31623.0,28528.0,43800.0,19587.0,59719.0
5208,31.0,126357.0,35281.0,20563.0,32281.0,45410.0,0.0
5209,76.0,37984.0,16255.0,81640.0,121738.0,25304.0,60715.0
5210,21.0,8069.0,66543.0,16597.0,32104.0,40049.0,32599.0
5211,37.0,949584.0,359139.0,528751.0,92940.0,514780.0,399554.0
5212,157.0,98618.0,108578.0,199242.0,139879.0,67749.0,124070.0
5213,33.0,9841.0,24104.0,31634.0,29709.0,35801.0,86431.0
5214,9.0,9841.0,30861.0,27048.0,0.0,10821.0,20074.0
5215,49.0,7824.0,30593.0,198666.0,99936.0,49395.0,88866.0
5216,57.0,46642.0,61712.0,101456.0,26162.0,37865.0,41788.0
5217,20.0,59752.0,36054.0,66489.0,32813.0,7686.0,182191.0
5218,210.0,230287.0,241800.0,143504.0,47300.0,233100.0,257436.0
5219,61.0,77405.0,50452.0,41667.0,64952.0,46228.0,31312.0
5220,88.0,36802.0,64032.0,84150.0,62351.0,32412.0,28931.0
5221,183.0,192773.0,74084.0,155651.0,129974.0,198224.0,132470.0
5222,65.0,108844.0,77711.0,44399.0,30898.0,15836.0,55271.0
5223,42.0,98207.0,59715.0,24969.0,37095.0,78917.0,129689.0
5224,64.0,101326.0,73538.0,125848.0,319962.0,169198.0,82882.0
5225,27.0,142197.0,70766.0,183593.0,64739.0,122880.0,118279.0
5226,17.0,32474.0,8179.0,72115.0,0.0,38432.0,48769.0
5227,12.0,1909.0,38216.0,13558.0,0.0,4045.0,124423.0
5228,26.0,37886.0,33725.0,0.0,22170.0,307454.0,206854.0
5229,18.0,26808.0,39874.0,5084.0,5100.0,2265.0,0.0
5230,22.0,5904.0,19263.0,75720.0,82725.0,110724.0,47784.0
5231,6.0,0.0,4120.0,0.0,2883.0,15069.0,5469.0
5232,14.0,30309.0,31788.0,43498.0,0.0,7889.0,8257.0
5233,74.0,105078.0,96003.0,85934.0,192887.0,127178.0,163347.0
5234,129.0,34204.0,35857.0,69956.0,39395.0,60011.0,53106.0
5235,54.0,23637.0,108837.0,115571.0,41602.0,14128.0,12868.0
5236,14.0,9536.0,12217.0,13196.0,11529.0,7828.0,8654.0
5237,40.0,13826.0,17203.0,20789.0,44608.0,51520.0,99566.0
5238,33.0,62686.0,353422.0,66884.0,187565.0,176077.0,51472.0
5239,6.0,0.0,55645.0,0.0,15875.0,0.0,50314.0
5240,33.0,57410.0,54614.0,187603.0,21374.0,58254.0,0.0
5241,33.0,54220.0,254173.0,24969.0,181747.0,43771.0,47011.0
5242,74.0,125330.0,75958.0,94576.0,91701.0,42709.0,40008.0
5243,14.0,1948.0,20313.0,11185.0,8132.0,14534.0,15013.0
5244,19.0,58502.0,25742.0,17286.0,36094.0,24779.0,20889.0
5245,21.0,56572.0,17306.0,207885.0,55143.0,16182.0,12868.0
5246,40.0,64986.0,55110.0,42820.0,72667.0,80150.0,39891.0
5247,159.0,68963.0,76555.0,123356.0,127057.0,90366.0,87169.0
5248,49.0,43987.0,16482.0,29489.0,51703.0,65940.0,215432.0
5249,40.0,91548.0,72198.0,67946.0,40235.0,67539.0,19870.0
5250,28.0,120546.0,128966.0,47452.0,53610.0,93054.0,38605.0
5251,186.0,135639.0,260721.0,377890.0,270726.0,217116.0,295277.0
5252,69.0,191073.0,131316.0,120765.0,108799.0,104272.0,88863.0
5253,38.0,26766.0,49752.0,8135.0,24831.0,44681.0,58657.0
5254,98.0,57479.0,66575.0,63925.0,42524.0,93884.0,61228.0
5255,11.0,14376.0,15451.0,6044.0,27244.0,7332.0,5351.0
5256,85.0,30704.0,123447.0,40559.0,121947.0,76823.0,134022.0
5257,71.0,20419.0,57572.0,22279.0,55223.0,16058.0,39365.0
5258,25.0,24602.0,30078.0,79369.0,46293.0,4045.0,23376.0
5259,26.0,29610.0,14782.0,10428.0,7761.0,23109.0,18734.0
5260,50.0,30407.0,45735.0,20112.0,63010.0,50060.0,22681.0
5261,20.0,21551.0,7262.0,0.0,44989.0,36328.0,189161.0
5262,2.0,0.0,0.0,0.0,3104.0,20986.0,0.0
5263,9.0,11809.0,0.0,11185.0,15963.0,7029.0,0.0
5264,30.0,31973.0,8334.0,32032.0,9915.0,42265.0,3850.0
5265,9.0,9841.0,20602.0,0.0,18624.0,9588.0,5212.0
5266,37.0,23224.0,7777.0,28471.0,63763.0,333748.0,46005.0
5267,30.0,59338.0,12980.0,95232.0,61981.0,30685.0,133045.0
5268,37.0,30505.0,38114.0,48548.0,41663.0,49465.0,76349.0
5269,19.0,34640.0,38731.0,42933.0,21284.0,7787.0,20482.0
5270,9.0,984.0,0.0,39543.0,6820.0,9042.0,24127.0
5271,29.0,26255.0,20334.0,19772.0,51027.0,9709.0,57585.0
5272,34.0,14711.0,11640.0,78645.0,75353.0,36562.0,26058.0
5273,44.0,37984.0,73785.0,65697.0,42836.0,43386.0,37725.0
5274,38.0,31490.0,18634.0,42401.0,37796.0,13250.0,30293.0
5275,37.0,5284.0,20695.0,33036.0,90910.0,61602.0,75716.0
5276,40.0,7084.0,18769.0,29284.0,14854.0,43298.0,32589.0
5277,14.0,1771.0,0.0,9287.0,7564.0,2407.0,38884.0
5278,258.0,178997.0,67247.0,219800.0,122503.0,120964.0,96649.0
5279,16.0,0.0,0.0,0.0,5321.0,37804.0,112296.0
5280,26.0,0.0,0.0,37284.0,314649.0,249400.0,95973.0
5281,51.0,38378.0,41512.0,122187.0,54265.0,32667.0,29918.0
5282,11.0,6396.0,11331.0,0.0,43456.0,33376.0,22519.0
5283,36.0,59731.0,26700.0,22708.0,7982.0,43146.0,17672.0
5284,8.0,3543.0,4275.0,5762.0,0.0,11610.0,13855.0
5285,26.0,0.0,33993.0,34574.0,30862.0,77165.0,8793.0
5286,40.0,15784.0,21240.0,43736.0,13497.0,41172.0,33897.0
5287,17.0,10578.0,21097.0,16483.0,20867.0,10943.0,15077.0
5288,6.0,0.0,53297.0,29375.0,74317.0,0.0,0.0
5289,233.0,88329.0,10063.0,409914.0,399738.0,302637.0,318444.0
5290,31.0,20862.0,74372.0,11524.0,144110.0,446363.0,339824.0
5291,19.0,7617.0,7859.0,53914.0,44555.0,19418.0,16643.0
5292,24.0,643150.0,248971.0,24065.0,6562.0,3236.0,3753.0
5293,35.0,36115.0,6181.0,37962.0,22082.0,61188.0,31902.0
5294,9.0,47776.0,0.0,60162.0,25895.0,4753.0,12654.0
5295,22.0,35918.0,13700.0,44345.0,30330.0,16890.0,8579.0
5296,37.0,14820.0,37021.0,22280.0,27908.0,52145.0,29811.0
5297,24.0,28538.0,155027.0,33103.0,193419.0,106395.0,80962.0
5298,37.0,416256.0,503712.0,28019.0,488203.0,285101.0,500675.0
5299,69.0,24454.0,77855.0,96271.0,93669.0,108932.0,78955.0
5300,32.0,24601.0,56902.0,33351.0,13391.0,11893.0,60962.0
5301,5.0,0.0,25752.0,0.0,0.0,4551.0,35924.0
5302,49.0,198975.0,242432.0,132978.0,64561.0,94462.0,18766.0
5303,2.0,15745.0,0.0,4406.0,0.0,0.0,0.0
5304,62.0,61306.0,61247.0,28811.0,78362.0,87877.0,70313.0
5305,29.0,35593.0,13185.0,41906.0,49529.0,0.0,8300.0
5306,6.0,984.0,2060.0,14405.0,0.0,7686.0,4289.0
5307,434.0,74424.0,84112.0,97244.0,103827.0,115458.0,135451.0
5308,159.0,188098.0,129545.0,91653.0,231239.0,21572.0,197540.0
5309,44.0,35417.0,107007.0,98971.0,81314.0,98607.0,39291.0
5310,24.0,35328.0,45479.0,29578.0,36839.0,16333.0,21876.0
5311,322.0,104509.0,185787.0,183573.0,284179.0,442727.0,602407.0
5312,21.0,51171.0,69222.0,230538.0,28557.0,84347.0,3753.0
5313,13.0,37887.0,7149.0,28799.0,6359.0,26569.0,13511.0
