고객번호,생활잡화구매횟수,생활잡화1,생활잡화2,생활잡화3,생활잡화4,생활잡화5,생활잡화6,생활잡화7
4583,115.0,212872.0,1589116.0,1591652.0,153982.0,528627.0,5560333.0,2879194.0
4584,215.0,98530.0,152847.0,373406.0,90598.0,165355.0,333712.0,138307.0
4585,150.0,120204.0,142850.0,89900.0,79531.0,236503.0,128394.0,46355.0
4586,101.0,163780.0,36917.0,26641.0,7971.0,37136.0,21082.0,134426.0
4587,30.0,31490.0,226454.0,154841.0,130259.0,26103.0,135736.0,388549.0
4588,41.0,201043.0,112331.0,211839.0,134507.0,46401.0,665836.0,424983.0
4589,34.0,111779.0,486110.0,46661.0,378023.0,29460.0,4482.0,74782.0
4590,135.0,44596.0,91912.0,59847.0,56446.0,136757.0,120866.0,85849.0
4591,141.0,214828.0,120850.0,155175.0,144197.0,239793.0,480225.0,654246.0
4592,55.0,13481.0,1656627.0,1277576.0,1054652.0,205901.0,26701.0,143990.0
4593,87.0,105226.0,46591.0,311341.0,68766.0,47696.0,373861.0,130393.0
4594,147.0,148504.0,102547.0,60623.0,100508.0,76862.0,140048.0,253029.0
4595,102.0,74523.0,160797.0,108463.0,179780.0,165458.0,646622.0,183720.0
4596,256.0,225483.0,199969.0,187079.0,161476.0,277566.0,276193.0,150516.0
4597,61.0,404742.0,771721.0,128325.0,198394.0,382647.0,34840.0,277098.0
4598,109.0,100264.0,232696.0,183459.0,146977.0,94815.0,306625.0,283696.0
4599,159.0,235119.0,819426.0,903777.0,85254.0,155639.0,21758.0,273099.0
4600,146.0,192874.0,182932.0,163938.0,228712.0,177146.0,117005.0,260476.0
4601,98.0,221796.0,520325.0,476101.0,398421.0,285808.0,392733.0,123560.0
4602,93.0,163667.0,64813.0,155213.0,76782.0,42487.0,73982.0,43103.0
4603,124.0,25979.0,32559.0,95888.0,38017.0,10255.0,103772.0,57463.0
4604,205.0,119482.0,84004.0,261880.0,113659.0,363431.0,220143.0,257153.0
4605,97.0,635238.0,239720.0,256816.0,236902.0,119279.0,926201.0,367173.0
4606,57.0,44203.0,53884.0,39147.0,214420.0,202373.0,772781.0,1702057.0
4607,178.0,450324.0,110725.0,168150.0,551198.0,342780.0,135425.0,256731.0
4608,51.0,67851.0,149597.0,69934.0,69413.0,85046.0,202457.0,76414.0
4609,171.0,112988.0,216093.0,272171.0,86600.0,136046.0,187508.0,356353.0
4610,128.0,201753.0,114060.0,166272.0,258443.0,472982.0,1140031.0,209411.0
4611,133.0,236015.0,446933.0,240964.0,217232.0,360822.0,175338.0,161286.0
4612,28.0,57567.0,32293.0,58750.0,246895.0,438210.0,141440.0,112116.0
4613,157.0,305016.0,97994.0,485513.0,143481.0,166268.0,111737.0,165641.0
4614,67.0,75831.0,28358.0,1621938.0,429894.0,79169.0,40953.0,45723.0
4615,21.0,153217.0,88999.0,54683.0,17897.0,115245.0,0.0,587385.0
4616,69.0,125616.0,173415.0,83325.0,144907.0,66931.0,217428.0,148944.0
4617,184.0,181419.0,147763.0,241701.0,101162.0,204011.0,276482.0,162512.0
4618,31.0,846446.0,237073.0,149441.0,246061.0,104170.0,18337.0,3379.0
4619,109.0,153963.0,57850.0,100383.0,20664.0,42014.0,65217.0,164428.0
4620,77.0,202271.0,132171.0,108382.0,206577.0,234807.0,32695.0,113838.0
4621,257.0,75999.0,167931.0,195509.0,229982.0,201988.0,247121.0,258304.0
4622,138.0,149784.0,132253.0,179614.0,119492.0,191429.0,74615.0,129560.0
4623,128.0,13235.0,33260.0,140706.0,134401.0,80313.0,129441.0,116428.0
4624,110.0,130493.0,82620.0,60422.0,274493.0,315563.0,35322.0,351540.0
4625,76.0,9800.0,5388.0,6608.0,29903.0,29835.0,39945.0,101413.0
4626,98.0,33064.0,302741.0,183932.0,106153.0,93823.0,361111.0,178527.0
4627,182.0,192616.0,691405.0,386979.0,291683.0,345863.0,305328.0,136850.0
4628,98.0,63077.0,182594.0,110064.0,71575.0,49738.0,134495.0,181966.0
4629,116.0,166297.0,39453.0,66364.0,102157.0,71468.0,192602.0,74625.0
4630,26.0,347756.0,80594.0,82250.0,27129.0,42528.0,25307.0,101576.0
4631,63.0,78577.0,93726.0,51384.0,71292.0,70612.0,73906.0,77789.0
4632,31.0,0.0,3090.0,0.0,9001.0,35500.0,74312.0,44262.0
4633,44.0,315635.0,34920.0,308042.0,404176.0,117893.0,241555.0,140689.0
4634,166.0,176993.0,334740.0,264284.0,94118.0,155249.0,247206.0,241709.0
4635,121.0,91370.0,146807.0,117603.0,102411.0,108143.0,82837.0,115268.0
4636,58.0,76116.0,84281.0,176239.0,124185.0,203538.0,216097.0,110652.0
4637,113.0,147313.0,755722.0,879971.0,120210.0,572761.0,717299.0,668329.0
4638,131.0,606415.0,256584.0,925358.0,637452.0,281532.0,642932.0,645644.0
4639,289.0,124845.0,155910.0,231891.0,235444.0,186230.0,210138.0,321840.0
4640,72.0,271737.0,116018.0,95333.0,278882.0,199775.0,1455277.0,711326.0
4641,205.0,130879.0,201815.0,174376.0,180302.0,188302.0,306559.0,493236.0
4642,107.0,112308.0,76000.0,282883.0,87397.0,161068.0,310014.0,257123.0
4643,118.0,165595.0,106345.0,138210.0,91300.0,89606.0,111511.0,97901.0
4644,259.0,176694.0,163072.0,167596.0,155558.0,160359.0,92198.0,121469.0
4645,249.0,601437.0,191833.0,163664.0,1240311.0,953200.0,802868.0,634261.0
4646,386.0,303635.0,275619.0,282457.0,165611.0,284571.0,200216.0,265381.0
4647,221.0,158440.0,266613.0,259045.0,134117.0,107102.0,307804.0,401985.0
4648,54.0,24443.0,87093.0,217375.0,24300.0,46776.0,48576.0,77879.0
4649,112.0,148240.0,176424.0,207365.0,93588.0,148114.0,128979.0,336858.0
4650,81.0,0.0,237342.0,363516.0,192133.0,145635.0,359062.0,164542.0
4651,43.0,67250.0,334562.0,99479.0,460819.0,73627.0,27666.0,86484.0
4652,46.0,34245.0,385293.0,174613.0,123448.0,520494.0,395984.0,61324.0
4653,182.0,160943.0,542834.0,1894324.0,242950.0,782620.0,1054517.0,412524.0
4654,71.0,84188.0,42801.0,66488.0,54765.0,28268.0,337798.0,23931.0
4655,92.0,65684.0,66325.0,90171.0,27439.0,329297.0,99697.0,255667.0
4656,46.0,27732.0,264114.0,203287.0,164739.0,128331.0,922255.0,162448.0
4657,201.0,2272715.0,116234.0,2666277.0,119339.0,2369598.0,323055.0,2408144.0
4658,276.0,182739.0,391299.0,286124.0,173068.0,297294.0,372205.0,465520.0
4659,22.0,84698.0,9755.0,0.0,21328.0,168158.0,77187.0,11420.0
4660,115.0,6446.0,240432.0,54434.0,401837.0,179345.0,306828.0,75367.0
4661,21.0,106612.0,15853.0,114902.0,0.0,38432.0,142621.0,409970.0
4662,69.0,119228.0,181449.0,683309.0,50665.0,18579.0,85959.0,404350.0
4663,108.0,234877.0,162239.0,471583.0,364091.0,370492.0,225191.0,370417.0
4664,27.0,52253.0,25197.0,137101.0,128946.0,163992.0,33028.0,42493.0
4665,266.0,197309.0,190049.0,266386.0,140241.0,194629.0,187358.0,345875.0
4666,18.0,8856.0,57169.0,75697.0,94891.0,428512.0,0.0,353489.0
4667,363.0,887387.0,967553.0,495446.0,426426.0,141335.0,205368.0,175944.0
4668,70.0,60686.0,182016.0,107556.0,86510.0,65890.0,178789.0,84231.0
4669,159.0,228014.0,176793.0,134674.0,99514.0,117622.0,234253.0,258363.0
4670,213.0,248008.0,106952.0,165505.0,148058.0,198244.0,146942.0,262457.0
4671,195.0,227562.0,245675.0,178555.0,204377.0,58647.0,91619.0,234721.0
4672,57.0,49695.0,308911.0,112292.0,52190.0,68570.0,128915.0,52358.0
4673,271.0,308590.0,223176.0,255313.0,172750.0,175337.0,181346.0,347618.0
4674,98.0,158648.0,417299.0,203976.0,76163.0,419844.0,73519.0,279700.0
4675,35.0,164229.0,67471.0,80104.0,88950.0,350638.0,129690.0,116902.0
4676,30.0,89647.0,19417.0,19038.0,37851.0,74616.0,38282.0,23537.0
4677,28.0,0.0,30800.0,279797.0,80861.0,176827.0,317787.0,72980.0
4678,121.0,5065.0,43315.0,221127.0,95333.0,71958.0,172810.0,174531.0
4679,28.0,33556.0,15925.0,22370.0,1694123.0,91326.0,43108.0,412233.0
4680,72.0,41970.0,9024.0,155233.0,64068.0,36156.0,106686.0,75455.0
4681,87.0,6026934.0,265754.0,60806.0,78991.0,66599.0,152250.0,175637.0
4682,124.0,91683.0,90987.0,143972.0,112967.0,144320.0,89034.0,88157.0
4683,118.0,54662.0,70508.0,32798.0,104843.0,146727.0,68009.0,150496.0
4684,41.0,23519.0,43934.0,86690.0,33930.0,85308.0,53885.0,48259.0
4685,122.0,55067.0,67881.0,393911.0,141708.0,133841.0,135652.0,149979.0
4686,148.0,114160.0,284985.0,166681.0,240022.0,422756.0,155413.0,152716.0
4687,164.0,165576.0,155698.0,254749.0,230011.0,555102.0,269811.0,325671.0
4688,88.0,105489.0,145190.0,224662.0,99396.0,145301.0,77712.0,95223.0
4689,12.0,134334.0,106614.0,73381.0,38311.0,238074.0,0.0,0.0
4690,108.0,280386.0,146148.0,104768.0,87564.0,264651.0,170533.0,213578.0
4691,130.0,48325.0,169718.0,112348.0,185607.0,228142.0,85165.0,199354.0
4692,127.0,137303.0,198939.0,73020.0,158327.0,72830.0,66755.0,62461.0
4693,120.0,817022.0,262715.0,224652.0,89936.0,259787.0,152285.0,269583.0
4694,422.0,128603.0,266894.0,374823.0,216289.0,323023.0,397125.0,403211.0
4695,133.0,87135.0,159478.0,86737.0,38782.0,533836.0,1275153.0,378143.0
4696,46.0,974.0,24682.0,32650.0,28575.0,51833.0,19334.0,40679.0
4697,96.0,984.0,120057.0,86429.0,1236886.0,157884.0,588661.0,292088.0
4698,96.0,155971.0,104522.0,129239.0,81830.0,152452.0,106804.0,50782.0
4699,11.0,0.0,121345.0,14484.0,50506.0,0.0,23484.0,108974.0
4700,129.0,12094.0,118149.0,633235.0,91434.0,85053.0,118095.0,73136.0
4701,161.0,107036.0,148102.0,535833.0,352651.0,133144.0,250381.0,224750.0
4702,57.0,35426.0,14163.0,353100.0,129823.0,62200.0,400368.0,99423.0
4703,105.0,259316.0,116339.0,168942.0,133237.0,383285.0,239753.0,148167.0
4704,181.0,93363.0,109428.0,133880.0,103172.0,186121.0,204387.0,190336.0
4705,111.0,38318.0,171355.0,453290.0,821538.0,479060.0,784373.0,256479.0
4706,82.0,58473.0,115760.0,92657.0,47491.0,89059.0,22519.0,98037.0
4707,120.0,173391.0,407368.0,431146.0,272828.0,461359.0,79739.0,263201.0
4708,281.0,156916.0,220283.0,406167.0,293180.0,192459.0,427281.0,322968.0
4709,104.0,70732.0,236693.0,242323.0,272772.0,358446.0,340007.0,337418.0
4710,24.0,11809.0,258542.0,21534.0,0.0,46553.0,302313.0,301323.0
4711,98.0,43002.0,243698.0,251268.0,367906.0,287226.0,119017.0,841901.0
4712,51.0,298447.0,5150.0,150945.0,81590.0,16172.0,320469.0,114706.0
4713,106.0,137452.0,125885.0,202079.0,45698.0,89546.0,47022.0,25192.0
4714,75.0,162807.0,35571.0,128955.0,20441.0,56020.0,38486.0,26973.0
4715,173.0,109914.0,192332.0,221630.0,222584.0,239064.0,373634.0,269216.0
4716,119.0,54191.0,104027.0,68625.0,166947.0,87623.0,156690.0,133414.0
4717,466.0,381151.0,428873.0,559612.0,352865.0,468571.0,655484.0,377460.0
4718,60.0,91644.0,102257.0,90893.0,79240.0,42375.0,30562.0,133200.0
4719,23.0,25664.0,9271.0,0.0,43987.0,20632.0,17543.0,53045.0
4720,46.0,2244689.0,236869.0,260738.0,3131.0,269698.0,225031.0,77542.0
4721,150.0,149575.0,102156.0,169709.0,62727.0,68640.0,109649.0,40971.0
4722,124.0,164385.0,287322.0,565624.0,662662.0,637325.0,410695.0,386827.0
4723,26.0,26982.0,24299.0,14574.0,10890.0,11408.0,14305.0,27345.0
4724,112.0,245371.0,61270.0,101073.0,120379.0,126957.0,187232.0,126698.0
4725,130.0,51987.0,168572.0,103152.0,383255.0,586888.0,389613.0,252839.0
4726,60.0,42216.0,85805.0,113794.0,70274.0,11782.0,111051.0,23066.0
4727,118.0,218272.0,44552.0,129305.0,42610.0,138190.0,143525.0,148588.0
4728,109.0,104991.0,130718.0,103547.0,79912.0,84802.0,73219.0,181087.0
4729,211.0,231890.0,318574.0,465232.0,562911.0,421777.0,201158.0,250451.0
4730,63.0,89144.0,97890.0,126978.0,235447.0,74174.0,164036.0,93151.0
4731,144.0,64545.0,27306.0,110642.0,60906.0,124895.0,134440.0,190456.0
4732,88.0,124601.0,152393.0,47677.0,221302.0,214662.0,360146.0,116115.0
4733,67.0,162241.0,165679.0,520073.0,58133.0,183500.0,41499.0,155871.0
4734,125.0,301447.0,301620.0,727051.0,228936.0,338025.0,887555.0,154880.0
4735,57.0,746897.0,5356.0,105467.0,152670.0,77572.0,144336.0,119391.0
4736,73.0,139943.0,63701.0,169674.0,67595.0,55086.0,79546.0,86226.0
4737,60.0,290680.0,15863.0,179808.0,95929.0,226545.0,83621.0,72833.0
4738,99.0,459533.0,225723.0,222459.0,84861.0,1082131.0,399288.0,102823.0
4739,93.0,866050.0,575024.0,650002.0,1019576.0,200855.0,578313.0,223443.0
4740,146.0,55892.0,96354.0,299628.0,126417.0,253484.0,135706.0,209640.0
4741,11.0,3444.0,0.0,527960.0,0.0,40292.0,38508.0,6645.0
4742,204.0,82101.0,137987.0,189861.0,217637.0,192861.0,33377.0,138457.0
4743,51.0,59270.0,32962.0,1214522.0,691644.0,59670.0,170996.0,1090841.0
4744,48.0,27042.0,76256.0,181719.0,54498.0,14392.0,66485.0,111800.0
4745,64.0,93485.0,188135.0,119872.0,68198.0,153322.0,359180.0,684072.0
4746,112.0,651196.0,438527.0,376826.0,451781.0,244728.0,565067.0,665217.0
4747,127.0,45837.0,108239.0,94836.0,173872.0,91419.0,165772.0,385814.0
4748,29.0,0.0,32191.0,6327.0,488.0,354834.0,78709.0,33449.0
4749,261.0,130165.0,178722.0,173311.0,180210.0,123856.0,463402.0,284294.0
4750,259.0,141986.0,300424.0,230484.0,158585.0,160149.0,91361.0,245113.0
4751,50.0,227808.0,145912.0,82162.0,33753.0,35711.0,48147.0,66932.0
4752,269.0,113556.0,212122.0,410273.0,128762.0,375700.0,247953.0,338834.0
4753,106.0,23420.0,192211.0,1158868.0,69733.0,133085.0,197709.0,158379.0
4754,29.0,61995.0,60980.0,14123.0,63941.0,12439.0,83321.0,23088.0
4755,148.0,75477.0,50886.0,124890.0,130748.0,94330.0,311431.0,158179.0
4756,154.0,226603.0,139659.0,198299.0,54974.0,137929.0,140455.0,251962.0
4757,80.0,162271.0,428951.0,644375.0,636165.0,225774.0,707464.0,243650.0
4758,115.0,87414.0,66151.0,83752.0,55615.0,55704.0,262263.0,98872.0
4759,68.0,44930.0,226620.0,134583.0,547505.0,128513.0,672142.0,438328.0
4760,85.0,84588.0,199910.0,106824.0,60837.0,144685.0,101111.0,101529.0
4761,18.0,78281.0,13906.0,23714.0,12815.0,61147.0,16407.0,6251.0
4762,108.0,363677.0,530906.0,218403.0,460889.0,319739.0,452635.0,664588.0
4763,161.0,211011.0,83950.0,303999.0,204638.0,118936.0,241116.0,290353.0
4764,98.0,271194.0,94696.0,78432.0,58255.0,68935.0,197536.0,168922.0
4765,25.0,167653.0,0.0,33556.0,62079.0,426915.0,110505.0,544769.0
4766,132.0,51288.0,79204.0,15932.0,36810.0,25073.0,30644.0,49505.0
4767,62.0,154939.0,135869.0,26325.0,21532.0,45289.0,229030.0,137816.0
4768,179.0,100144.0,160732.0,104508.0,202155.0,150105.0,242154.0,118252.0
4769,115.0,14662.0,92707.0,207862.0,1109593.0,1492045.0,1176582.0,394892.0
4770,186.0,82700.0,125956.0,204874.0,95328.0,89693.0,158552.0,186229.0
4771,59.0,43397.0,416526.0,125927.0,74140.0,107203.0,166693.0,77711.0
4772,84.0,97763.0,35279.0,70251.0,29886.0,93803.0,176871.0,74082.0
4773,34.0,121816.0,122847.0,95163.0,75025.0,154687.0,61960.0,156849.0
4774,325.0,852690.0,518568.0,1357473.0,816788.0,691899.0,939512.0,821738.0
4775,234.0,544475.0,177721.0,576373.0,505008.0,443580.0,511053.0,377467.0
4776,17.0,33468.0,25134.0,0.0,60216.0,67235.0,109518.0,17907.0
4777,138.0,213717.0,126021.0,3031386.0,836350.0,158426.0,301303.0,281072.0
4778,186.0,544311.0,219859.0,1144065.0,176205.0,172015.0,292128.0,246970.0
4779,164.0,179885.0,185539.0,148796.0,162835.0,253203.0,235624.0,230100.0
4780,64.0,13620.0,21446.0,52300.0,71578.0,51851.0,55430.0,45443.0
4781,151.0,130905.0,70099.0,102404.0,260179.0,235323.0,622064.0,432319.0
4782,143.0,368989.0,780165.0,416858.0,136085.0,85660.0,125937.0,97927.0
4783,83.0,0.0,0.0,0.0,80910.0,102975.0,49167.0,49944.0
4784,19.0,52165.0,43264.0,105524.0,15165.0,42437.0,281779.0,18020.0
4785,79.0,48660.0,40741.0,107626.0,92629.0,57010.0,128885.0,114459.0
4786,246.0,119817.0,157828.0,231342.0,206795.0,125189.0,396243.0,145212.0
4787,16.0,25880.0,10198.0,10055.0,16292.0,21694.0,11688.0,11150.0
4788,73.0,88398.0,11578.0,22539.0,461433.0,385390.0,83804.0,97923.0
4789,1.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0
4790,206.0,87816.0,76591.0,128020.0,241678.0,119684.0,116607.0,61435.0
4791,91.0,123559.0,229812.0,161192.0,91868.0,95493.0,7281.0,55658.0
4792,64.0,461128.0,293780.0,14575.0,81358.0,345751.0,253534.0,44542.0
4793,87.0,175772.0,103894.0,201807.0,64173.0,85865.0,121722.0,38483.0
4794,148.0,212622.0,56859.0,299279.0,52349.0,175923.0,99899.0,316572.0
4795,153.0,147399.0,151114.0,216482.0,164232.0,282784.0,91814.0,290261.0
4796,45.0,45660.0,46786.0,13897.0,15032.0,70805.0,46657.0,34800.0
4797,60.0,22140.0,577497.0,592584.0,80693.0,159085.0,61047.0,112624.0
4798,46.0,219867.0,167883.0,71631.0,155106.0,62399.0,150073.0,111284.0
4799,329.0,374360.0,269146.0,2207513.0,955819.0,1053805.0,161731.0,296069.0
4800,22.0,644053.0,19263.0,37284.0,190404.0,77712.0,0.0,366790.0
4801,66.0,30801.0,146181.0,101558.0,109613.0,70492.0,141227.0,139415.0
4802,213.0,858781.0,240577.0,296698.0,184293.0,353863.0,746554.0,623482.0
4803,337.0,343997.0,706668.0,662761.0,254168.0,322751.0,101126.0,269679.0
4804,128.0,105981.0,130512.0,170973.0,40038.0,119137.0,95116.0,197236.0
4805,203.0,98289.0,149834.0,240223.0,79797.0,204790.0,176046.0,163948.0
4806,51.0,46624.0,54801.0,60660.0,96879.0,33020.0,23613.0,45702.0
4807,229.0,197399.0,291316.0,134022.0,59217.0,11631.0,68861.0,40252.0
4808,55.0,502308.0,334211.0,135803.0,664650.0,92520.0,119341.0,174622.0
4809,92.0,37749.0,65628.0,123816.0,85137.0,55231.0,178545.0,284866.0
4810,176.0,65175.0,72971.0,135045.0,1885785.0,243665.0,572267.0,563980.0
4811,113.0,701766.0,316925.0,446536.0,1365321.0,451620.0,221194.0,1820502.0
4812,40.0,84274.0,167759.0,318018.0,46142.0,204496.0,13834.0,163247.0
4813,111.0,127405.0,723420.0,768945.0,472071.0,278384.0,235228.0,45770.0
4814,35.0,40473.0,102793.0,202766.0,152581.0,195626.0,31098.0,15204.0
4815,102.0,247224.0,250930.0,90982.0,130579.0,179375.0,139996.0,309927.0
4816,239.0,223545.0,172760.0,353573.0,198697.0,246993.0,212503.0,314530.0
4817,165.0,125239.0,81171.0,84556.0,60113.0,40876.0,53337.0,84765.0
4818,154.0,6970139.0,2976880.0,355608.0,81138.0,168999.0,4985073.0,144987.0
4819,13.0,6102.0,14617.0,19094.0,75796.0,0.0,0.0,10023.0
4820,40.0,1627893.0,117213.0,189525.0,1429917.0,151460.0,642696.0,62978.0
4821,60.0,533132.0,196952.0,890706.0,400015.0,69783.0,103481.0,3970620.0
4823,52.0,115627.0,402094.0,78024.0,50550.0,452511.0,367812.0,171300.0
4824,44.0,345452.0,277456.0,145496.0,17692.0,143411.0,266474.0,18583.0
4826,76.0,1385845.0,677613.0,1213809.0,190395.0,1275269.0,298078.0,650813.0
4827,95.0,414513.0,198797.0,606581.0,140450.0,502654.0,108629.0,319387.0
4828,83.0,18500.0,95007.0,14459.0,25187.0,181519.0,70389.0,103499.0
4829,105.0,93938.0,243233.0,112144.0,139765.0,152816.0,80908.0,134280.0
4830,32.0,1279.0,79008.0,288034.0,438008.0,300667.0,737878.0,601519.0
4831,97.0,37926.0,272047.0,161055.0,174353.0,132266.0,666021.0,269281.0
4832,212.0,147540.0,87381.0,265166.0,227002.0,237185.0,256309.0,237179.0
4833,73.0,0.0,297575.0,30312.0,21675.0,152461.0,1132073.0,85390.0
4835,55.0,127475.0,196705.0,48877.0,208982.0,86776.0,190865.0,3379.0
4836,321.0,232669.0,223843.0,241157.0,289742.0,291039.0,265857.0,270475.0
4837,221.0,284931.0,150165.0,338081.0,308947.0,563487.0,417397.0,679566.0
4838,238.0,317642.0,128349.0,187954.0,376014.0,397016.0,291085.0,340089.0
4839,136.0,121154.0,129202.0,73098.0,130678.0,111967.0,139705.0,151151.0
4840,290.0,250894.0,224628.0,280046.0,116621.0,191217.0,221995.0,252329.0
4841,31.0,26559.0,4635.0,41668.0,177368.0,120714.0,139512.0,144518.0
4842,153.0,63836.0,92006.0,187536.0,110112.0,194877.0,109381.0,138378.0
4843,56.0,87335.0,98661.0,486766.0,123359.0,67691.0,43001.0,68059.0
4844,30.0,42501.0,29429.0,27454.0,3547.0,0.0,2766.0,36287.0
4845,99.0,46428.0,185743.0,162859.0,135192.0,45663.0,17051.0,19359.0
4846,90.0,3798.0,141372.0,50445.0,24296.0,32969.0,25007.0,75786.0
4847,63.0,75132.0,82396.0,86634.0,151969.0,137981.0,110086.0,140507.0
4848,39.0,36952.0,194841.0,19636.0,232973.0,541430.0,80426.0,340661.0
4849,58.0,1618871.0,2196763.0,102134.0,18535.0,215592.0,27001.0,62168.0
4850,143.0,157184.0,247066.0,782765.0,262788.0,195851.0,443969.0,469039.0
4851,20.0,0.0,0.0,7909.0,1977129.0,0.0,89230.0,0.0
4852,138.0,41320.0,57427.0,48358.0,444695.0,390432.0,1024385.0,393700.0
4853,136.0,195138.0,335208.0,1128072.0,147579.0,289741.0,305380.0,277234.0
4854,440.0,216504.0,345496.0,372899.0,248131.0,230016.0,338437.0,400467.0
4855,20.0,5943.0,1030.0,0.0,34587.0,133701.0,81284.0,72866.0
4856,105.0,29128.0,114907.0,186643.0,118047.0,147708.0,105756.0,258737.0
4857,156.0,208531.0,434520.0,329001.0,421214.0,3540.0,179776.0,382701.0
4858,39.0,246605.0,201866.0,5423.0,26695.0,237647.0,43827.0,139202.0
4859,89.0,27698.0,17719.0,58578.0,10686.0,31302.0,30562.0,29835.0
4860,37.0,99212.0,8303.0,72726.0,188470.0,138202.0,455305.0,34237.0
4861,69.0,207636.0,38680.0,565978.0,129470.0,120352.0,146901.0,98379.0
4862,260.0,618620.0,479992.0,288266.0,175401.0,343904.0,195180.0,543069.0
4863,77.0,59821.0,215411.0,645256.0,351735.0,384151.0,126922.0,87025.0
4864,33.0,30703.0,0.0,0.0,0.0,24050.0,79138.0,192189.0
4865,90.0,139538.0,59467.0,530525.0,15289.0,81425.0,502618.0,106113.0
4866,12.0,49.0,538612.0,581716.0,278724.0,0.0,0.0,200604.0
4867,45.0,113639.0,244193.0,143203.0,82431.0,99345.0,41049.0,33201.0
4868,189.0,173255.0,162925.0,188820.0,107641.0,61376.0,75464.0,89619.0
4869,281.0,103954.0,93002.0,169374.0,88644.0,116796.0,120155.0,103362.0
4870,60.0,47521.0,72928.0,72061.0,69334.0,70805.0,40898.0,31365.0
4871,202.0,92759.0,91126.0,56416.0,58403.0,53379.0,102278.0,70362.0
4872,118.0,126391.0,243602.0,295532.0,56341.0,70977.0,96381.0,71379.0
4873,21.0,63373.0,0.0,299975.0,32280.0,34387.0,39034.0,148932.0
4874,115.0,89904.0,62030.0,148016.0,94767.0,82647.0,130556.0,345929.0
4875,86.0,394055.0,426662.0,227260.0,680276.0,406443.0,663383.0,196942.0
4876,82.0,120536.0,173063.0,64115.0,78442.0,51287.0,90452.0,81417.0
4877,28.0,35524.0,251754.0,24969.0,55649.0,146566.0,0.0,204929.0
4878,225.0,1551631.0,396068.0,712797.0,705520.0,1353132.0,552448.0,1089834.0
4879,171.0,97815.0,56994.0,97007.0,67445.0,134509.0,193888.0,407533.0
4880,44.0,128271.0,108365.0,185797.0,50186.0,54614.0,25200.0,27481.0
4881,303.0,311990.0,128914.0,276887.0,187499.0,542272.0,220226.0,289641.0
4882,173.0,129444.0,232012.0,254861.0,193737.0,37095.0,779429.0,216260.0
4883,34.0,78035.0,65338.0,157697.0,48936.0,93247.0,7913.0,55185.0
4884,29.0,0.0,0.0,148242.0,2574708.0,151502.0,154471.0,0.0
4885,218.0,1654099.0,4572634.0,3938399.0,1613644.0,4467303.0,4619530.0,7031891.0
4886,76.0,341172.0,84519.0,88961.0,51731.0,38917.0,42303.0,799778.0
4887,22.0,0.0,137836.0,63156.0,88197.0,90203.0,19302.0,23425.0
4888,83.0,238536.0,533192.0,83810.0,76827.0,52785.0,46678.0,152514.0
4889,185.0,241468.0,512788.0,385806.0,253611.0,316888.0,289165.0,3838934.0
4890,398.0,293839.0,294367.0,475416.0,343138.0,496902.0,449864.0,333266.0
4891,36.0,15646.0,54078.0,11016.0,134027.0,9810.0,104338.0,2872.0
4892,106.0,254793.0,54121.0,75912.0,80392.0,131779.0,275507.0,250249.0
4893,98.0,48916.0,130512.0,152783.0,58798.0,80230.0,125251.0,91516.0
4894,44.0,1530512.0,1581885.0,313240.0,144022.0,37420.0,56834.0,66335.0
4895,64.0,30861.0,27864.0,83153.0,155587.0,63594.0,142814.0,316617.0
4896,266.0,188578.0,115573.0,227785.0,116375.0,202807.0,179803.0,304922.0
4897,161.0,113893.0,135937.0,167076.0,91662.0,41150.0,118056.0,80473.0
4898,54.0,78232.0,59641.0,312958.0,273352.0,60713.0,90441.0,255666.0
4899,94.0,3926.0,27894.0,56639.0,47366.0,56279.0,76468.0,165443.0
4900,38.0,129914.0,91677.0,300473.0,172207.0,301192.0,135630.0,14168.0
4901,190.0,113617.0,61259.0,185845.0,131851.0,64423.0,188206.0,159136.0
4902,397.0,241520.0,316787.0,494841.0,420487.0,943015.0,457841.0,489079.0
4903,117.0,129138.0,144605.0,90667.0,76755.0,124560.0,187821.0,256815.0
4904,226.0,73075.0,281211.0,177208.0,170452.0,197081.0,292509.0,219865.0
4905,31.0,0.0,0.0,44175.0,18136.0,80657.0,159884.0,66660.0
4906,194.0,246099.0,241152.0,152748.0,144866.0,203356.0,275311.0,190142.0
4907,35.0,82307.0,52432.0,168736.0,28530.0,44792.0,89004.0,181706.0
4908,172.0,137175.0,159665.0,181175.0,195355.0,337291.0,115326.0,149390.0
4909,78.0,0.0,605793.0,718104.0,614647.0,45359.0,156616.0,144552.0
4910,117.0,484401.0,338437.0,318233.0,215865.0,131355.0,192056.0,188892.0
4911,69.0,151406.0,103780.0,69246.0,35793.0,49031.0,62378.0,24371.0
4912,37.0,15745.0,229163.0,985023.0,308432.0,75448.0,193075.0,117691.0
4913,95.0,1038042.0,803487.0,266060.0,60289.0,177553.0,65680.0,503020.0
4914,95.0,185345.0,51351.0,129059.0,86723.0,126309.0,68866.0,111022.0
4915,20.0,31982.0,18295.0,82216.0,38125.0,48242.0,24181.0,21398.0
4916,335.0,98870.0,258323.0,108671.0,125046.0,143718.0,164339.0,95556.0
