고객번호,의류잡화구매횟수,의류잡화1,의류잡화2,의류잡화3,의류잡화4,의류잡화5,의류잡화6
1187,97.0,1202113.0,2940031.0,807588.0,2442445.0,2589429.0,3894517.0
1188,16.0,99389.0,0.0,77956.0,17648.0,113273.0,63805.0
1189,39.0,726872.0,1112545.0,0.0,0.0,1861856.0,1482051.0
1190,48.0,388406.0,236920.0,79990.0,117017.0,77672.0,140046.0
1191,40.0,159614.0,163166.0,462147.0,177013.0,437462.0,1032663.0
1192,211.0,752927.0,1201801.0,1720133.0,2057434.0,1482427.0,1886678.0
1193,41.0,947252.0,529978.0,411647.0,300460.0,1985395.0,1085800.0
1194,106.0,1041150.0,5893020.0,5627370.0,5763132.0,2673491.0,3040107.0
1195,22.0,47235.0,94561.0,16834.0,14012.0,45309.0,28417.0
1196,105.0,1666991.0,957444.0,1311536.0,1054307.0,213295.0,1561544.0
1197,193.0,4022159.0,6825785.0,9635231.0,4768916.0,2062337.0,4046704.0
1198,25.0,74493.0,55625.0,108235.0,21107.0,15171.0,118280.0
1199,181.0,676098.0,1855188.0,1939709.0,1706760.0,1955672.0,2662267.0
1200,247.0,6418058.0,10291963.0,7584514.0,11402806.0,5691916.0,22381432.0
1201,192.0,1384715.0,1154759.0,1923000.0,1416482.0,2305388.0,1762132.0
1202,41.0,1818702.0,950315.0,153316.0,85401.0,107710.0,48255.0
1203,33.0,1010427.0,510798.0,2618828.0,8868.0,1423686.0,423489.0
1204,35.0,236960.0,136899.0,120211.0,82742.0,38330.0,120851.0
1205,49.0,127140.0,146786.0,82951.0,1108368.0,57243.0,365988.0
1206,50.0,6888.0,64072.0,104395.0,611120.0,283483.0,292106.0
1207,190.0,2259291.0,5697513.0,12518086.0,15035642.0,6088103.0,10331079.0
1209,153.0,1248178.0,1705336.0,1445454.0,1014372.0,1147232.0,2188521.0
1210,48.0,149379.0,498975.0,47340.0,110854.0,598722.0,948487.0
1211,98.0,5403093.0,3421586.0,3322143.0,4360066.0,11187741.0,3495841.0
1212,188.0,5359402.0,11927522.0,6735849.0,8555991.0,6278513.0,9850147.0
1213,99.0,72132.0,410492.0,572360.0,430117.0,957957.0,769939.0
1214,98.0,5690368.0,4301578.0,4528429.0,4665077.0,742012.0,478478.0
1215,62.0,2539216.0,316958.0,414300.0,892592.0,1543382.0,2073104.0
1216,9.0,0.0,0.0,623768.0,10642.0,13047.0,0.0
1217,77.0,552646.0,357748.0,604107.0,997068.0,315232.0,1216601.0
1218,102.0,8308850.0,3036025.0,3682148.0,11868138.0,1978934.0,6744326.0
1219,50.0,345404.0,708545.0,1338936.0,285915.0,765233.0,465503.0
1220,3.0,0.0,0.0,0.0,53211.0,0.0,0.0
1221,88.0,228201.0,402765.0,931411.0,717451.0,655865.0,688225.0
1222,154.0,12879455.0,7432020.0,7583741.0,2938153.0,4673794.0,4908597.0
1223,17.0,32277.0,30491.0,259856.0,455834.0,151401.0,0.0
1224,139.0,2853970.0,5512783.0,4325947.0,4244195.0,7097429.0,3472090.0
1225,59.0,1375414.0,676665.0,305951.0,424793.0,113778.0,339395.0
1226,186.0,2227113.0,2722971.0,5834208.0,1900454.0,3515656.0,3488751.0
1227,145.0,2719418.0,1053529.0,7437970.0,4110428.0,3743760.0,3164874.0
1228,27.0,19681.0,1334785.0,379616.0,962040.0,367730.0,0.0
1229,178.0,3564838.0,7569178.0,2793609.0,3143929.0,293586.0,3750027.0
1230,68.0,2391451.0,6752938.0,605092.0,3519159.0,1211302.0,3878023.0
1231,31.0,265990.0,501138.0,256354.0,111050.0,0.0,306903.0
1232,107.0,5597356.0,3025221.0,4826982.0,367948.0,6149859.0,2290755.0
1233,311.0,13679422.0,13504607.0,15211164.0,15705647.0,14587064.0,19850461.0
1234,42.0,1717424.0,45736.0,273639.0,461421.0,140882.0,691447.0
1235,74.0,1186426.0,1646128.0,570835.0,1107569.0,1901262.0,2101304.0
1236,15.0,945433.0,1082260.0,0.0,0.0,117823.0,70292.0
1237,64.0,101258.0,355689.0,1169125.0,423464.0,460572.0,266798.0
1238,81.0,2923697.0,4615333.0,624785.0,5170477.0,2031917.0,3647673.0
1239,17.0,83645.0,37907.0,168681.0,10287.0,46017.0,4182.0
1240,48.0,485504.0,1557129.0,515533.0,989648.0,1210472.0,526304.0
1241,80.0,842649.0,191287.0,665048.0,847727.0,399183.0,359877.0
1242,274.0,2024547.0,2025871.0,1805487.0,2340936.0,2546096.0,3319064.0
1243,212.0,5689160.0,15483774.0,7293139.0,11774470.0,8290212.0,8315603.0
1244,119.0,659762.0,1229048.0,639924.0,1275355.0,628186.0,441053.0
1245,179.0,4639823.0,5743847.0,3524910.0,2672799.0,2667364.0,4760828.0
1246,184.0,7997772.0,8934556.0,5680684.0,6271226.0,10938549.0,836372.0
1247,70.0,8545536.0,710040.0,321893.0,6588040.0,418702.0,1385625.0
1248,14.0,201732.0,761500.0,114111.0,0.0,361560.0,5361.0
1249,20.0,19583.0,53153.0,18981.0,15698.0,21744.0,66269.0
1250,31.0,113954.0,157603.0,40334.0,402090.0,95068.0,75064.0
1251,15.0,78922.0,123713.0,45532.0,0.0,87988.0,0.0
1252,46.0,201437.0,440263.0,113885.0,216477.0,0.0,189803.0
1253,3.0,0.0,87557.0,0.0,8514.0,0.0,5340.0
1254,143.0,1522923.0,2709360.0,1110014.0,854786.0,834421.0,5082100.0
1255,98.0,1570544.0,10959963.0,4504670.0,3200370.0,7187712.0,10841933.0
1256,20.0,4920.0,35332.0,25759.0,253724.0,172941.0,35699.0
1257,178.0,3222388.0,5809160.0,3291773.0,1392970.0,4042324.0,2670235.0
1258,38.0,31981.0,229916.0,322448.0,476942.0,72616.0,184657.0
1259,200.0,1087007.0,2451131.0,3910897.0,4858958.0,2213819.0,9161133.0
1260,35.0,39264.0,79627.0,156705.0,255320.0,183663.0,181120.0
1261,46.0,80693.0,227751.0,574960.0,235995.0,1014543.0,660196.0
1263,119.0,1164137.0,10671508.0,9964796.0,2622774.0,3000381.0,6757182.0
1264,197.0,8492475.0,6905020.0,3481856.0,5759770.0,5797373.0,8820140.0
1265,37.0,9841.0,87352.0,164273.0,237228.0,152717.0,115384.0
1266,245.0,9651028.0,8383771.0,9448329.0,4288125.0,8315742.0,3799934.0
1267,68.0,834134.0,850336.0,1855879.0,1032355.0,863294.0,938030.0
1268,106.0,3102144.0,8367271.0,165404.0,7856827.0,2721350.0,2933379.0
1269,89.0,1366755.0,575406.0,1517163.0,1791322.0,285122.0,1144842.0
1270,17.0,167289.0,339929.0,48808.0,284941.0,64727.0,87396.0
1271,88.0,2103143.0,6229672.0,2186517.0,3351241.0,1044246.0,1665893.0
1272,117.0,5399512.0,1896461.0,1517152.0,3594870.0,3183246.0,8144332.0
1273,146.0,8435449.0,3088414.0,5388327.0,8845321.0,5299842.0,3486608.0
1274,246.0,8171196.0,5815149.0,2096800.0,3279327.0,1783000.0,4034003.0
1275,139.0,4558783.0,5896419.0,3698742.0,11781651.0,6286291.0,10848719.0
1276,26.0,55894.0,94460.0,151735.0,74139.0,96079.0,11796.0
1277,116.0,5866348.0,2484735.0,1600847.0,2957579.0,8472624.0,4344945.0
1278,5.0,0.0,0.0,66659.0,16850.0,29329.0,60051.0
1279,64.0,4040953.0,0.0,435767.0,307732.0,582542.0,2295128.0
1280,35.0,11808.0,167698.0,78860.0,77865.0,614902.0,232268.0
1281,6.0,984.0,3811.0,111851.0,0.0,9001.0,21447.0
1282,199.0,2323570.0,8253275.0,8735837.0,7819900.0,5510862.0,4921056.0
1283,87.0,2668762.0,1744966.0,1812438.0,742425.0,3089999.0,611288.0
1284,174.0,10142105.0,4887588.0,2430397.0,4533118.0,5798675.0,7025878.0
1285,266.0,5688211.0,7839183.0,4369577.0,10212308.0,5222454.0,7247423.0
1286,3.0,0.0,4017.0,54231.0,0.0,0.0,67772.0
1287,223.0,1025384.0,2502401.0,2464350.0,1286359.0,6373499.0,3893550.0
1288,173.0,20108637.0,12142346.0,29545718.0,14774050.0,5305568.0,13031576.0
1289,193.0,7470812.0,11775927.0,10502982.0,12101439.0,16017232.0,10050983.0
1290,173.0,5640104.0,5849768.0,10712163.0,9320956.0,3271599.0,10129555.0
1291,198.0,7609710.0,5242511.0,6155218.0,3458006.0,6743541.0,8942217.0
1292,77.0,3046832.0,952067.0,6930470.0,1521908.0,200652.0,490060.0
1293,23.0,81774.0,164814.0,488077.0,33691.0,115295.0,194952.0
1294,44.0,1544377.0,2306076.0,504345.0,230178.0,28318.0,282776.0
1295,171.0,11259444.0,9538220.0,13348453.0,14041798.0,10515611.0,13543617.0
1296,115.0,1542881.0,5161352.0,4526919.0,1708063.0,331412.0,2240902.0
1297,23.0,141704.0,199837.0,109591.0,367150.0,129454.0,485771.0
1298,91.0,7481962.0,6826690.0,8500250.0,3635052.0,8042824.0,1858550.0
1299,30.0,1356531.0,513497.0,1130.0,53832.0,823295.0,58442.0
1300,24.0,115134.0,135661.0,589308.0,109613.0,14159.0,19088.0
1301,137.0,2142879.0,1596027.0,1554109.0,2894481.0,2131312.0,1676356.0
1302,206.0,3211983.0,6276179.0,3174748.0,5328225.0,4586512.0,5701946.0
1303,17.0,12694.0,56449.0,90158.0,184460.0,0.0,215326.0
1304,73.0,368234.0,488674.0,746184.0,1159360.0,694195.0,693267.0
1305,32.0,3443495.0,1400607.0,1014829.0,1331097.0,171981.0,24449.0
1306,42.0,253493.0,120109.0,210799.0,97907.0,83539.0,348295.0
1307,84.0,771990.0,700119.0,1741983.0,334159.0,4287577.0,1860823.0
1308,87.0,2163189.0,4685432.0,1967731.0,2152352.0,2612426.0,1645066.0
1309,12.0,0.0,439580.0,811711.0,0.0,691970.0,0.0
1310,100.0,3290523.0,10245239.0,5489557.0,2325808.0,3766940.0,1226792.0
1311,133.0,3081736.0,3957282.0,983068.0,2065441.0,3222204.0,3722331.0
1312,106.0,805381.0,1384932.0,72161.0,931905.0,3915175.0,2325229.0
1313,155.0,11486467.0,11361284.0,5829008.0,132139.0,5744083.0,5383664.0
1314,52.0,0.0,15143.0,524955.0,94803.0,5289800.0,2007120.0
1315,148.0,2457392.0,4277063.0,3994821.0,2700184.0,1122050.0,6922020.0
1316,341.0,26676720.0,7892141.0,11536923.0,26907362.0,15685236.0,6879024.0
1317,170.0,9760276.0,8157233.0,11947329.0,7399574.0,14169139.0,8000370.0
1318,16.0,478251.0,20602.0,269347.0,97374.0,0.0,107985.0
1319,18.0,455027.0,77257.0,73889.0,586766.0,0.0,95224.0
1320,14.0,83645.0,316237.0,26212.0,196079.0,159794.0,74849.0
1321,11.0,19583.0,39968.0,191728.0,13303.0,119340.0,35173.0
1322,62.0,281046.0,381133.0,316346.0,59240.0,60075.0,883502.0
1323,7.0,0.0,103009.0,0.0,73341.0,9102.0,0.0
1324,13.0,0.0,58200.0,3389.0,72632.0,159794.0,63268.0
1325,36.0,1251718.0,46354.0,358714.0,140653.0,654955.0,371029.0
1326,23.0,21649.0,76331.0,129588.0,275097.0,191753.0,188518.0
1327,137.0,7593077.0,4661243.0,5316678.0,3148826.0,2525185.0,3453670.0
1328,64.0,2996301.0,82201.0,1341420.0,2761785.0,2299016.0,5362.0
1329,114.0,339352.0,2674072.0,2515044.0,5492221.0,2358603.0,4121650.0
1331,14.0,2460.0,22765.0,77957.0,172543.0,3034.0,22627.0
1332,69.0,1806924.0,578177.0,1748605.0,2563790.0,1293505.0,1252880.0
1333,55.0,9841.0,274003.0,940679.0,775085.0,98102.0,309050.0
1334,129.0,2315599.0,2840102.0,2677024.0,2271231.0,2511857.0,1419458.0
1335,184.0,3027127.0,3431775.0,4275225.0,4099659.0,2633561.0,2878033.0
1336,156.0,3370702.0,1284881.0,2442082.0,2290929.0,3101578.0,1340749.0
1337,29.0,0.0,52432.0,488697.0,251329.0,101136.0,133024.0
1338,11.0,0.0,0.0,148005.0,198472.0,140579.0,106162.0
1339,45.0,311847.0,157398.0,0.0,35473.0,339412.0,444807.0
1340,74.0,3516296.0,8255121.0,3707930.0,2877686.0,747746.0,1614698.0
1341,83.0,2365728.0,1752012.0,4847295.0,1799894.0,3874892.0,2745300.0
1342,24.0,49204.0,20602.0,122020.0,103760.0,124397.0,909238.0
1343,103.0,2081041.0,2374164.0,2653636.0,5878614.0,878566.0,8303356.0
1344,131.0,5323000.0,7454694.0,5266556.0,14230740.0,5860632.0,16969413.0
1345,158.0,3405107.0,1969257.0,8684725.0,13595933.0,9800654.0,3258476.0
1346,113.0,1517118.0,1957062.0,2252553.0,4749813.0,3937305.0,2630772.0
1347,384.0,5097130.0,16520412.0,14038638.0,13295817.0,5075798.0,12166737.0
1348,232.0,30882007.0,25676374.0,10151124.0,42799839.0,41835764.0,39134278.0
1349,111.0,2483361.0,4947509.0,2854066.0,1565320.0,7993169.0,9311049.0
1350,18.0,16237.0,45324.0,99309.0,193330.0,54613.0,0.0
1351,32.0,31195.0,197673.0,67110.0,130010.0,61592.0,198597.0
1352,67.0,505194.0,320914.0,125973.0,246273.0,116611.0,408776.0
1353,101.0,602782.0,955198.0,1630868.0,1381246.0,2218855.0,1088930.0
1354,27.0,56829.0,440620.0,583727.0,175594.0,85560.0,166213.0
1355,139.0,2616082.0,4580267.0,2159199.0,1695681.0,3687185.0,4392725.0
1356,94.0,2426051.0,722452.0,13596351.0,5355674.0,724253.0,1571033.0
1357,44.0,529225.0,496296.0,32764.0,214081.0,164751.0,837712.0
1358,165.0,1400016.0,2351009.0,1330893.0,795138.0,5220298.0,2259402.0
1359,51.0,494979.0,370007.0,793125.0,569968.0,686409.0,837519.0
1360,72.0,3242382.0,1028201.0,385886.0,2376481.0,3979113.0,3538509.0
1361,40.0,442726.0,260097.0,598346.0,1124063.0,270842.0,843181.0
1362,69.0,158236.0,177277.0,190147.0,398988.0,96888.0,123424.0
1363,67.0,222298.0,2234050.0,472745.0,428120.0,686913.0,393228.0
1364,150.0,1969527.0,3295338.0,6314558.0,2423386.0,1844211.0,218328.0
1365,190.0,11688589.0,8172190.0,4244621.0,11342659.0,8188239.0,10682004.0
1366,112.0,1949169.0,2688040.0,738183.0,4008421.0,3436609.0,3056834.0
1367,47.0,352832.0,4279780.0,903304.0,1646988.0,300626.0,1358505.0
1368,99.0,306730.0,1044776.0,564793.0,590934.0,597055.0,1152250.0
1369,49.0,361838.0,145962.0,287762.0,686056.0,521151.0,10723.0
1370,78.0,4254080.0,1944473.0,1765111.0,4754391.0,2004803.0,3139062.0
1371,10.0,354260.0,9168.0,0.0,322543.0,0.0,129474.0
1372,69.0,669453.0,1001140.0,545246.0,402800.0,731514.0,513437.0
1373,42.0,427080.0,264425.0,730874.0,783431.0,332736.0,3171983.0
1374,42.0,5314.0,134220.0,17399.0,173110.0,173348.0,369422.0
1375,195.0,9950482.0,11242206.0,2203826.0,12041851.0,1472860.0,10860321.0
1376,81.0,174148.0,366197.0,417024.0,509114.0,1473215.0,975723.0
1377,110.0,1609307.0,926244.0,1698837.0,1921631.0,554023.0,1241664.0
1378,311.0,17103769.0,18017859.0,18567290.0,15719036.0,21789502.0,22894859.0
1380,8.0,539656.0,48733.0,33894.0,572054.0,0.0,337037.0
1381,116.0,3933268.0,4236526.0,5404890.0,4736572.0,2254354.0,4099986.0
1382,143.0,1306706.0,2978526.0,1322872.0,3201691.0,1534734.0,13142967.0
1383,11.0,8846.0,4944.0,2260.0,18447.0,630682.0,0.0
1384,40.0,854603.0,61600.0,690223.0,314358.0,281734.0,1132918.0
1385,115.0,1479921.0,2034049.0,3627352.0,3295661.0,3087614.0,2824234.0
1386,16.0,0.0,0.0,16721.0,1011969.0,875835.0,81283.0
1387,50.0,62881.0,27812.0,71970.0,228538.0,300778.0,0.0
1388,66.0,530848.0,302537.0,1033604.0,644162.0,2808740.0,1253329.0
1389,62.0,1180050.0,588014.0,422626.0,6547926.0,1844714.0,249104.0
1390,30.0,204682.0,178720.0,136029.0,188897.0,26093.0,48576.0
1391,179.0,11668948.0,8646327.0,8207493.0,19480551.0,12542069.0,19284920.0
1392,39.0,143868.0,129049.0,192633.0,202910.0,548155.0,72383.0
1393,12.0,473823.0,167183.0,410064.0,583538.0,450660.0,0.0
1394,210.0,0.0,7512264.0,2813256.0,6522379.0,12058993.0,11224168.0
1395,132.0,1163055.0,1701702.0,1023889.0,172631.0,2576737.0,3016544.0
1396,59.0,1508654.0,115267.0,3991524.0,264720.0,1262408.0,415104.0
1397,10.0,0.0,97755.0,5084.0,36893.0,9912.0,8150.0
1398,65.0,413009.0,463436.0,249462.0,61103.0,166266.0,245567.0
1399,35.0,203305.0,229709.0,447404.0,409718.0,438120.0,856372.0
1400,21.0,0.0,33993.0,88125.0,278026.0,296934.0,86752.0
1401,20.0,133831.0,4120.0,407069.0,251551.0,0.0,154524.0
1402,29.0,151446.0,79213.0,135407.0,228360.0,197214.0,99191.0
1403,176.0,3374132.0,3471393.0,536829.0,2582732.0,2067014.0,575308.0
1404,49.0,489073.0,498148.0,244830.0,160339.0,159490.0,544750.0
1405,17.0,8856.0,79832.0,118517.0,303387.0,75245.0,8471.0
1406,257.0,14906929.0,15407506.0,13971696.0,13455379.0,16555275.0,12154027.0
1407,227.0,11696974.0,12891480.0,10805770.0,7526125.0,11756812.0,27057426.0
1408,160.0,4146889.0,5592607.0,4346916.0,3559086.0,6539303.0,6922602.0
1409,177.0,1369854.0,3121125.0,3708076.0,2783425.0,1309252.0,2689922.0
1410,15.0,19681.0,32963.0,134334.0,409186.0,185584.0,52115.0
1411,108.0,17909620.0,6444962.0,7210787.0,19774157.0,9205663.0,23146634.0
1412,124.0,2313318.0,491990.0,1480885.0,1534405.0,689339.0,997490.0
1413,124.0,1483807.0,2549731.0,2319269.0,2454956.0,2475196.0,2500194.0
1414,125.0,426686.0,859608.0,369787.0,894997.0,1768916.0,1150566.0
1415,173.0,12173209.0,11763143.0,5272555.0,9383142.0,5045596.0,3436273.0
1416,3.0,0.0,0.0,276803.0,0.0,0.0,0.0
1417,153.0,2860275.0,4811163.0,4847285.0,4775331.0,5667695.0,3701732.0
1418,136.0,1862354.0,2543648.0,972934.0,1509661.0,438010.0,518582.0
1419,79.0,627758.0,1150124.0,850305.0,3261913.0,1311741.0,1520749.0
1420,119.0,1362663.0,1867124.0,1554991.0,1202727.0,3583227.0,2000867.0
1421,157.0,4137235.0,5452887.0,4957542.0,6807462.0,4268106.0,6980530.0
1422,167.0,4434449.0,3739520.0,2946563.0,890295.0,6148505.0,4855203.0
1423,40.0,77642.0,1096374.0,226301.0,1188024.0,244112.0,502637.0
1424,56.0,2123985.0,2413996.0,1297348.0,500176.0,4657409.0,96403.0
1425,83.0,748522.0,3886818.0,3045601.0,1775225.0,536829.0,1144670.0
1426,104.0,1283307.0,3348058.0,1081656.0,1389813.0,877292.0,1149335.0
1427,24.0,24601.0,44088.0,178059.0,160873.0,48444.0,27237.0
1428,27.0,160402.0,570873.0,656782.0,140120.0,504667.0,146910.0
1429,20.0,451681.0,345903.0,22596.0,0.0,87027.0,134686.0
1430,69.0,1803605.0,1717928.0,421475.0,2450957.0,1439473.0,452473.0
1431,29.0,537491.0,474150.0,781828.0,228804.0,209958.0,69702.0
1432,39.0,351702.0,204987.0,317587.0,139234.0,40354.0,938083.0
1433,55.0,2434092.0,373871.0,1944763.0,7852739.0,142288.0,0.0
1434,177.0,1830986.0,2676368.0,4819387.0,2072582.0,2072137.0,4243885.0
1435,35.0,191301.0,306141.0,146536.0,132139.0,0.0,74955.0
1436,79.0,194252.0,614395.0,955479.0,855070.0,2071308.0,1986672.0
1437,71.0,369040.0,607854.0,360759.0,1982567.0,63635.0,202242.0
1438,114.0,3209024.0,3837398.0,1460751.0,7921342.0,2938609.0,1474007.0
1439,29.0,992321.0,438261.0,97163.0,54363.0,78482.0,242350.0
1440,171.0,1472934.0,5576879.0,1921612.0,4594530.0,2327395.0,5626046.0
1441,145.0,3738769.0,5334795.0,4593247.0,31339379.0,3926227.0,6392241.0
1442,126.0,21295872.0,9191573.0,2899303.0,16344543.0,5332680.0,3067138.0
1443,90.0,3610713.0,3443136.0,2211261.0,3394108.0,2994021.0,3817907.0
1444,12.0,97421.0,121962.0,290361.0,424617.0,17901.0,34636.0
1445,74.0,4977550.0,4491794.0,6616419.0,12736464.0,305289.0,419124.0
1446,95.0,3061465.0,1075463.0,1351318.0,3994132.0,3956267.0,7794905.0
1447,99.0,1397162.0,1798359.0,704322.0,3414619.0,2046127.0,843267.0
1448,43.0,326608.0,953758.0,1085860.0,1218602.0,946227.0,38711.0
1449,136.0,1080169.0,6087769.0,9004887.0,7409275.0,4710931.0,1960044.0
1450,372.0,1232577.0,10590826.0,15142837.0,12061316.0,19999084.0,9472896.0
1451,68.0,1100390.0,2148133.0,1012080.0,1250244.0,2010699.0,929236.0
1452,175.0,4998891.0,4179172.0,6201584.0,5013820.0,3030624.0,2566396.0
1453,18.0,0.0,195614.0,1276684.0,337326.0,429563.0,0.0
1454,90.0,1023802.0,1581737.0,991634.0,1570108.0,516398.0,942052.0
1455,84.0,3194844.0,2784634.0,2278688.0,2188205.0,2241024.0,1380961.0
1456,55.0,12773.0,699529.0,311941.0,714612.0,2046986.0,441783.0
1457,74.0,3166424.0,801409.0,1198533.0,638656.0,1211048.0,1848630.0
1458,49.0,2140813.0,1052460.0,1692737.0,1543752.0,95067.0,662493.0
1459,121.0,908982.0,4862398.0,2772821.0,4100445.0,1340625.0,2101765.0
1460,182.0,22168899.0,12231345.0,11223854.0,10200123.0,14252829.0,16955634.0
1461,271.0,7062970.0,9319842.0,4938459.0,8823177.0,6569988.0,18670564.0
1462,102.0,3142118.0,4162703.0,3844261.0,3214390.0,843867.0,2835814.0
1463,16.0,573961.0,18542.0,0.0,132138.0,520849.0,16031.0
1464,32.0,709702.0,165844.0,239181.0,696964.0,315948.0,694340.0
1465,129.0,5651802.0,6746583.0,3145941.0,3455838.0,1844007.0,8546745.0
1466,18.0,124286.0,103627.0,19207.0,210402.0,95270.0,37007.0
1467,195.0,1991680.0,4399276.0,2244859.0,2912679.0,1409468.0,3341575.0
1468,9.0,29325.0,0.0,0.0,233682.0,0.0,0.0
1469,16.0,0.0,20602.0,130944.0,683840.0,27307.0,42336.0
1470,148.0,847811.0,982137.0,1393164.0,4064146.0,3610745.0,1333296.0
1471,104.0,5850347.0,3874516.0,3208699.0,4933290.0,647956.0,6348422.0
1472,148.0,2465423.0,10226204.0,12361699.0,16900580.0,22490837.0,21068938.0
1473,14.0,140818.0,1451288.0,94904.0,158122.0,355775.0,106162.0
1474,9.0,0.0,29873.0,8813.0,69971.0,212385.0,27880.0
1475,32.0,168077.0,471780.0,365132.0,74042.0,31827.0,21961.0
1476,137.0,6122713.0,4942665.0,4576186.0,2110378.0,2081606.0,3837660.0
1477,86.0,218067.0,132984.0,742282.0,339393.0,176481.0,847041.0
1478,47.0,88565.0,377218.0,488868.0,141361.0,293192.0,662493.0
1479,104.0,1979517.0,4610245.0,1623590.0,3394942.0,1431303.0,3631954.0
1480,96.0,344862.0,1292966.0,1118565.0,1564509.0,1302902.0,170502.0
1481,21.0,0.0,231049.0,438141.0,291237.0,1581306.0,266981.0
1482,63.0,1790467.0,3907559.0,1466548.0,205427.0,1370873.0,1908733.0
1483,12.0,310961.0,0.0,0.0,315350.0,1001.0,84468.0
1484,20.0,0.0,592712.0,208111.0,452588.0,150793.0,160905.0
1485,39.0,74592.0,437633.0,185402.0,985958.0,102349.0,654126.0
1486,63.0,3337228.0,759493.0,2127768.0,518533.0,1646996.0,544320.0
1487,16.0,58059.0,16379.0,133318.0,39731.0,734952.0,314839.0
1488,31.0,142688.0,1851837.0,66659.0,1364716.0,2252192.0,1060438.0
1489,141.0,3108326.0,5407604.0,5504802.0,1520649.0,2252292.0,9085707.0
1490,39.0,365577.0,893188.0,799339.0,590235.0,221487.0,1488409.0
1491,48.0,388210.0,436962.0,1203585.0,664772.0,725346.0,517404.0
1492,83.0,2407335.0,4861225.0,1751711.0,9630233.0,2883005.0,2849582.0
1493,37.0,51270.0,432741.0,98180.0,488646.0,293394.0,10723.0
1494,352.0,3578275.0,7399833.0,9242841.0,8380233.0,12346983.0,9977643.0
1495,61.0,556385.0,343329.0,524795.0,8868.0,1129989.0,204815.0
1496,19.0,0.0,335808.0,983837.0,77687.0,10114.0,10723.0
1497,79.0,701080.0,538220.0,434795.0,865579.0,114181.0,624273.0
1498,175.0,1391044.0,2652398.0,3361250.0,2720145.0,3984867.0,3992000.0
1499,84.0,4544858.0,1745738.0,866562.0,622381.0,842663.0,1903352.0
1500,22.0,73705.0,26473.0,56547.0,28557.0,15171.0,13404.0
1501,97.0,2460455.0,2450091.0,5640870.0,4326865.0,1975846.0,2185912.0
1502,173.0,512743.0,9118472.0,4894182.0,1719318.0,1653317.0,461909.0
1503,82.0,465952.0,328289.0,201897.0,514188.0,463200.0,589895.0
1504,1.0,0.0,0.0,89164.0,0.0,0.0,0.0
1505,30.0,829903.0,503991.0,472530.0,396769.0,135572.0,280203.0
1506,10.0,591978.0,587148.0,0.0,0.0,0.0,2874.0
1507,43.0,435837.0,312993.0,401534.0,1328960.0,1397857.0,214404.0
1508,24.0,155520.0,106408.0,450862.0,84250.0,278325.0,125378.0
1509,51.0,450206.0,946856.0,1281202.0,476232.0,670934.0,903340.0
1510,33.0,273665.0,128864.0,375989.0,13213.0,260930.0,1553661.0
1511,68.0,803678.0,308203.0,81234.0,471867.0,1179564.0,258863.0
1512,144.0,3659428.0,2370495.0,4069582.0,4373839.0,7643826.0,3756067.0
1513,103.0,1780156.0,8239884.0,705169.0,2184039.0,840135.0,1598108.0
1514,123.0,3616257.0,2558117.0,741155.0,1679295.0,1204072.0,798842.0
1515,58.0,2167872.0,2684344.0,770247.0,2057904.0,18184.0,853508.0
1516,113.0,6461828.0,18428604.0,6284171.0,2858043.0,3259795.0,8145546.0
1517,104.0,1493255.0,3909733.0,3105729.0,3159087.0,1357798.0,2080865.0
1518,184.0,6400868.0,7964914.0,3182920.0,2142403.0,4364594.0,1137249.0
1519,235.0,6241186.0,8630704.0,3009061.0,8956112.0,6262463.0,9098251.0
1520,37.0,409762.0,100949.0,162578.0,373800.0,65334.0,122246.0
1521,219.0,5667254.0,7055064.0,3416777.0,4609222.0,10583342.0,5362003.0
1522,7.0,0.0,0.0,0.0,409718.0,0.0,0.0
1523,126.0,9396662.0,9216952.0,10747144.0,6550731.0,11651802.0,6086638.0
1524,101.0,5633275.0,7567313.0,1221006.0,6229962.0,1991616.0,4302209.0
1525,23.0,97914.0,66956.0,211838.0,149520.0,10114.0,142622.0
1526,108.0,8498820.0,3145368.0,380349.0,1956867.0,1568999.0,14454614.0
1527,11.0,164337.0,273591.0,121341.0,432953.0,0.0,0.0
1528,43.0,374137.0,266895.0,112981.0,1042741.0,186291.0,244602.0
1529,18.0,22634.0,5645.0,228560.0,168232.0,275898.0,77208.0
1530,116.0,923430.0,1521901.0,1721771.0,957250.0,1421057.0,1505673.0
1531,5.0,0.0,0.0,14575.0,16850.0,61086.0,19195.0
1532,62.0,330840.0,247839.0,104281.0,206456.0,441966.0,78708.0
1533,215.0,3557618.0,2189643.0,2935987.0,3877471.0,2352720.0,6254601.0
1534,188.0,6104116.0,7106816.0,5679851.0,5702967.0,3252402.0,4415255.0
1535,94.0,375268.0,180061.0,179978.0,210092.0,307609.0,111307.0
1536,165.0,2388748.0,1332730.0,1895752.0,1627921.0,4863989.0,2010422.0
1537,107.0,3287905.0,1326802.0,1307867.0,4093688.0,1029664.0,2247682.0
1538,66.0,3825437.0,1929660.0,1945303.0,7666780.0,1747775.0,5029812.0
1539,59.0,773073.0,409562.0,322957.0,82297.0,177999.0,224868.0
1540,29.0,19681.0,126700.0,208855.0,108594.0,0.0,270058.0
1541,18.0,67801.0,1055685.0,201107.0,8868.0,10619.0,149055.0
