고객번호,레저취미구매횟수,레저취미1,레저취미2,레저취미3,레저취미4,레저취미5,레저취미6,레저취미7
3322,5.0,0.0,0.0,0.0,27404.0,37218.0,0.0,43923.0
3323,37.0,55795.0,163784.0,90499.0,25719.0,1203211.0,549896.0,35307.0
3324,1.0,0.0,0.0,12405.0,0.0,0.0,0.0,0.0
3325,21.0,597518.0,639889.0,167212.0,101986.0,858035.0,2418267.0,298000.0
3326,5.0,0.0,0.0,56490.0,25718.0,10114.0,1072.0,1689.0
3327,5.0,0.0,227031.0,0.0,1418938.0,120351.0,138868.0,28347.0
3328,3.0,0.0,0.0,332163.0,0.0,0.0,0.0,0.0
3329,2.0,0.0,0.0,0.0,0.0,58658.0,0.0,0.0
3330,2.0,0.0,0.0,0.0,0.0,39443.0,33135.0,0.0
3331,1.0,0.0,0.0,0.0,7095.0,0.0,0.0,0.0
3332,6.0,84531.0,0.0,0.0,14181.0,20217.0,9651.0,11262.0
3333,11.0,30899.0,10198.0,38221.0,17861.0,182044.0,0.0,0.0
3334,24.0,44282.0,79729.0,24291.0,3015.0,14736.0,23066.0,51436.0
3335,2.0,0.0,311189.0,0.0,0.0,2731.0,0.0,0.0
3336,1.0,0.0,0.0,0.0,23412.0,0.0,0.0,0.0
3337,2.0,0.0,0.0,0.0,0.0,4339.0,0.0,33674.0
3338,3.0,0.0,0.0,11072.0,0.0,214407.0,0.0,0.0
3339,1.0,0.0,0.0,0.0,0.0,0.0,1609.0,0.0
3340,47.0,1179785.0,1572068.0,654475.0,2653546.0,1366242.0,2044118.0,4178085.0
3341,4.0,0.0,146066.0,0.0,0.0,0.0,1394.0,168934.0
3342,1.0,0.0,50474.0,0.0,0.0,0.0,0.0,0.0
3343,9.0,0.0,0.0,391004.0,435401.0,366445.0,746724.0,0.0
3344,2.0,28538.0,0.0,0.0,127704.0,0.0,0.0,0.0
3345,10.0,484205.0,0.0,0.0,40795.0,117318.0,81927.0,217362.0
3346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3347,54.0,191891.0,288425.0,88103.0,58709.0,116712.0,167757.0,71707.0
3348,9.0,0.0,1467976.0,134221.0,631427.0,39443.0,0.0,0.0
3349,10.0,8856.0,26474.0,11298.0,1153.0,33375.0,24879.0,55185.0
3350,16.0,1283287.0,115864.0,371753.0,535596.0,324939.0,372831.0,1007298.0
3351,3.0,0.0,4120.0,0.0,0.0,136533.0,0.0,110843.0
3352,16.0,62093.0,573706.0,107332.0,0.0,0.0,153592.0,171806.0
3353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3354,3.0,884666.0,0.0,0.0,0.0,0.0,0.0,0.0
3355,2.0,0.0,0.0,0.0,0.0,1035903.0,0.0,0.0
3356,11.0,0.0,265392.0,233870.0,3370.0,468865.0,411093.0,242815.0
3357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3358,1.0,0.0,0.0,0.0,0.0,0.0,0.0,73993.0
3359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3360,20.0,9103.0,0.0,1525.0,1774.0,17446.0,214039.0,165783.0
3361,17.0,193761.0,19469.0,64286.0,31172.0,58254.0,42894.0,71628.0
3362,5.0,0.0,0.0,0.0,0.0,0.0,318346.0,204997.0
3363,3.0,0.0,0.0,3830.0,0.0,1365.0,0.0,43923.0
3364,12.0,0.0,105068.0,609576.0,280311.0,0.0,198812.0,189206.0
3365,18.0,362870.0,791519.0,0.0,460427.0,8991.0,89529.0,16882.0
3366,5.0,0.0,0.0,33894.0,7086.0,5259.0,8364.0,7546.0
3367,6.0,0.0,0.0,93887.0,46825.0,0.0,0.0,95391.0
3368,7.0,0.0,0.0,49712.0,1153.0,8597.0,32063.0,21691.0
3369,9.0,0.0,41100.0,0.0,0.0,0.0,0.0,218939.0
3370,13.0,59043.0,0.0,15704.0,5374.0,18002.0,26337.0,44599.0
3371,42.0,77437.0,54491.0,98259.0,155177.0,47362.0,83493.0,80876.0
3372,4.0,0.0,27297.0,0.0,57290.0,151805.0,115813.0,0.0
3373,14.0,0.0,1803.0,1600206.0,6030.0,21562.0,0.0,0.0
3374,3.0,0.0,0.0,0.0,0.0,1011.0,21297.0,0.0
3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3376,10.0,451682.0,439332.0,132527.0,0.0,0.0,0.0,0.0
3377,1.0,8856.0,0.0,0.0,0.0,0.0,0.0,0.0
3378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3379,5.0,0.0,229246.0,0.0,0.0,0.0,14798.0,197935.0
3380,51.0,13137.0,33684.0,242004.0,118349.0,66911.0,74260.0,111203.0
3381,9.0,10726.0,0.0,0.0,13214.0,30239.0,70668.0,7884.0
3382,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3322.0
3383,18.0,849407.0,670484.0,414301.0,579299.0,507104.0,55762.0,245438.0
3384,2.0,0.0,0.0,0.0,8868.0,0.0,1662.0,0.0
3385,1.0,0.0,41203.0,0.0,0.0,0.0,0.0,0.0
3386,13.0,212851.0,306965.0,80216.0,0.0,272459.0,189858.0,24777.0
3387,5.0,0.0,0.0,5728.0,2652.0,2973.0,3153.0,6273.0
3388,61.0,0.0,1987830.0,7597305.0,5510161.0,1859067.0,2939083.0,577868.0
3389,5.0,23617.0,0.0,0.0,16850.0,0.0,0.0,124899.0
3390,22.0,0.0,402393.0,1382434.0,2570761.0,193362.0,909271.0,868863.0
3391,76.0,2439020.0,2128540.0,2459978.0,4498919.0,1359091.0,8351454.0,3745534.0
3392,18.0,32966.0,40173.0,78522.0,0.0,254862.0,5147.0,22524.0
3393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50117.0
3394,8.0,16925.0,32448.0,0.0,6740.0,5866.0,62625.0,24327.0
3395,18.0,171225.0,98373.0,28245.0,11183.0,62704.0,276341.0,3885.0
3396,22.0,893917.0,871866.0,51406.0,58531.0,0.0,16729.0,104626.0
3397,16.0,281046.0,103009.0,148683.0,463815.0,359942.0,55419.0,741826.0
3398,11.0,12793.0,597038.0,66885.0,0.0,0.0,181011.0,155059.0
3399,25.0,1091268.0,876451.0,1030453.0,2675275.0,447020.0,731122.0,3198198.0
3400,40.0,126205.0,1078789.0,1498996.0,1831671.0,3446421.0,10006645.0,2558904.0
3401,52.0,39067.0,167080.0,145292.0,51969.0,0.0,390633.0,358714.0
3402,7.0,5904.0,5150.0,7140.0,8780.0,2882.0,4397.0,0.0
3403,3.0,0.0,0.0,0.0,0.0,0.0,174364.0,0.0
3404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3405,16.0,0.0,231873.0,121002.0,82476.0,39443.0,12332.0,37841.0
3406,33.0,187856.0,667414.0,1312667.0,1934944.0,3186.0,3329189.0,1269824.0
3407,13.0,0.0,0.0,0.0,175239.0,377742.0,1522455.0,211731.0
3408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3409,1.0,0.0,0.0,0.0,0.0,74436.0,0.0,0.0
3410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3411,14.0,803235.0,335550.0,242908.0,174707.0,0.0,32170.0,42121.0
3412,16.0,1449022.0,691662.0,133735.0,0.0,0.0,943134.0,273357.0
3413,8.0,8266.0,0.0,0.0,0.0,99598.0,0.0,92250.0
3414,9.0,54270.0,118047.0,41012.0,0.0,0.0,0.0,25285.0
3415,29.0,140523.0,19572.0,743074.0,40617.0,60429.0,181440.0,38179.0
3416,4.0,0.0,164402.0,0.0,0.0,170919.0,114741.0,0.0
3417,2.0,0.0,0.0,0.0,0.0,48039.0,18015.0,0.0
3418,25.0,419797.0,596934.0,212404.0,45229.0,5664.0,3431.0,2140.0
3419,5.0,0.0,293368.0,0.0,0.0,39443.0,255218.0,0.0
3420,1.0,0.0,0.0,0.0,0.0,4844.0,0.0,0.0
3421,60.0,181460.0,165842.0,175009.0,140033.0,215216.0,327064.0,214884.0
3422,4.0,0.0,451260.0,0.0,0.0,0.0,0.0,0.0
3423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3425,10.0,233516.0,61805.0,186531.0,8868.0,0.0,9651.0,0.0
3426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3427,3.0,0.0,0.0,0.0,9578.0,5866.0,0.0,15542.0
3428,3.0,0.0,0.0,76375.0,0.0,7079.0,0.0,0.0
3429,3.0,0.0,4934.0,5988.0,0.0,0.0,27345.0,0.0
3431,31.0,41478.0,86609.0,114190.0,15333.0,70492.0,8257.0,85593.0
3432,16.0,93485.0,324014.0,286972.0,0.0,177998.0,336715.0,105979.0
3433,4.0,0.0,0.0,55361.0,0.0,7079.0,0.0,50939.0
3434,12.0,186971.0,80243.0,123036.0,30551.0,0.0,54904.0,260845.0
3435,9.0,88565.0,71076.0,10168.0,0.0,2114.0,0.0,18020.0
3436,6.0,194843.0,0.0,98746.0,0.0,28925.0,0.0,20272.0
3437,3.0,59831.0,46972.0,0.0,0.0,0.0,43805.0,0.0
3438,1.0,0.0,0.0,0.0,0.0,0.0,40749.0,0.0
3439,8.0,0.0,18542.0,0.0,6651.0,17800.0,0.0,35250.0
3440,39.0,115923.0,511851.0,80024.0,145493.0,186293.0,91417.0,152581.0
3441,2.0,0.0,0.0,0.0,2652.0,0.0,0.0,338094.0
3442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3443,5.0,101358.0,29873.0,0.0,0.0,0.0,71203.0,69376.0
3444,7.0,0.0,3605.0,5649.0,0.0,4045.0,12600.0,40994.0
3445,12.0,0.0,7210.0,1582.0,8141.0,99962.0,32492.0,12096.0
3446,10.0,67900.0,113516.0,83380.0,21249.0,0.0,66056.0,44711.0
3447,7.0,71049.0,55779.0,0.0,87797.0,43236.0,75793.0,1464.0
3448,10.0,5904.0,866612.0,0.0,604662.0,475591.0,0.0,331990.0
3450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3451,4.0,0.0,0.0,3480.0,6651.0,0.0,965.0,1014.0
3452,29.0,1500232.0,239135.0,111851.0,834619.0,488890.0,1984132.0,219727.0
3453,17.0,95454.0,334367.0,22596.0,80879.0,165660.0,0.0,3379.0
3454,6.0,336547.0,358161.0,247993.0,0.0,127977.0,147715.0,0.0
3455,4.0,0.0,0.0,0.0,0.0,32363.0,96511.0,8773.0
3456,128.0,98502.0,115741.0,197752.0,126066.0,163841.0,130557.0,140361.0
3457,24.0,0.0,747739.0,44063.0,1023143.0,978993.0,595320.0,751419.0
3458,11.0,16827.0,0.0,697770.0,141539.0,1071473.0,0.0,0.0
3459,14.0,915368.0,105069.0,1509933.0,314587.0,317576.0,626665.0,82812.0
3460,14.0,0.0,0.0,185967.0,27120.0,4227.0,1394.0,40746.0
3461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3462,6.0,0.0,231769.0,0.0,0.0,8090.0,12010.0,0.0
3463,5.0,0.0,0.0,23500.0,8868.0,0.0,0.0,56074.0
3464,113.0,3607115.0,4836874.0,3653256.0,4909029.0,2784516.0,3294712.0,890543.0
3465,5.0,0.0,0.0,9016.0,1055.0,6209.0,0.0,0.0
3466,9.0,9644.0,11228.0,0.0,5232.0,11024.0,8579.0,56199.0
3467,1.0,0.0,0.0,10891.0,0.0,0.0,0.0,0.0
3468,44.0,59920.0,26123.0,48006.0,28813.0,72201.0,56650.0,95729.0
3469,3.0,0.0,0.0,0.0,0.0,425983.0,0.0,5631.0
3470,43.0,0.0,326332.0,0.0,1828612.0,2592908.0,1734662.0,1105821.0
3471,21.0,112675.0,88793.0,5875.0,27563.0,223570.0,65349.0,39418.0
3472,48.0,1628955.0,2916145.0,1263351.0,426302.0,872902.0,1255475.0,2914533.0
3473,1.0,0.0,0.0,1344.0,0.0,0.0,0.0,0.0
3474,3.0,29522.0,0.0,0.0,0.0,11681.0,0.0,0.0
3475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3476,11.0,0.0,75917.0,184159.0,0.0,0.0,52544.0,1689.0
3477,7.0,0.0,65926.0,0.0,0.0,406465.0,3443.0,10023.0
3478,7.0,0.0,12773.0,5875.0,0.0,28318.0,0.0,42796.0
3479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3480,10.0,7774.0,38731.0,97163.0,0.0,8900.0,5126.0,99671.0
3481,17.0,22436.0,38114.0,218279.0,53210.0,25082.0,3217.0,32210.0
3482,69.0,2850995.0,2659652.0,910512.0,1867500.0,1426549.0,4329040.0,2163012.0
3483,2.0,0.0,0.0,0.0,126640.0,311296.0,0.0,0.0
3484,9.0,46033.0,8725.0,4508.0,0.0,0.0,91685.0,0.0
3485,1.0,0.0,0.0,3276.0,0.0,0.0,0.0,0.0
3486,12.0,0.0,0.0,38187.0,67559.0,2670.0,944.0,96800.0
3487,19.0,193042.0,572378.0,1137718.0,381518.0,129130.0,492976.0,0.0
3488,2.0,0.0,0.0,0.0,14988.0,4956.0,0.0,0.0
3489,19.0,154497.0,117430.0,361651.0,611030.0,78886.0,95760.0,310839.0
3490,20.0,49696.0,10610.0,56491.0,21285.0,30229.0,66153.0,32267.0
3491,5.0,6790.0,26680.0,0.0,0.0,229052.0,30669.0,0.0
3492,7.0,0.0,121550.0,0.0,0.0,0.0,879147.0,8447.0
3493,3.0,0.0,20396.0,0.0,38932.0,0.0,0.0,7884.0
3494,2.0,0.0,0.0,0.0,8425.0,0.0,0.0,5169.0
3495,27.0,4901.0,23898.0,0.0,8958.0,19923.0,7292.0,50455.0
3496,45.0,122908.0,1175432.0,89481.0,1778162.0,119340.0,2306144.0,2196698.0
3497,1.0,0.0,100948.0,0.0,0.0,0.0,0.0,0.0
3498,1.0,0.0,0.0,0.0,0.0,0.0,300255.0,0.0
3499,7.0,0.0,76742.0,1130.0,0.0,8536.0,1887.0,2365.0
3500,1.0,0.0,0.0,0.0,0.0,0.0,0.0,65884.0
3501,3.0,0.0,0.0,22596.0,0.0,10114.0,0.0,0.0
3502,6.0,614051.0,465331.0,148118.0,0.0,0.0,275591.0,0.0
3503,19.0,72328.0,4120.0,44627.0,20220.0,29835.0,82248.0,174713.0
3504,5.0,0.0,571492.0,0.0,0.0,0.0,37532.0,0.0
3505,9.0,0.0,1196827.0,74703.0,1201796.0,0.0,72533.0,0.0
3506,5.0,0.0,162753.0,0.0,0.0,0.0,0.0,17006.0
3507,4.0,0.0,0.0,0.0,4248.0,2731.0,0.0,50849.0
3508,4.0,68323.0,0.0,0.0,0.0,0.0,0.0,0.0
3509,15.0,299605.0,87558.0,285842.0,0.0,129454.0,168357.0,0.0
3510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3511,33.0,42187.0,56283.0,62015.0,44253.0,46270.0,220581.0,38720.0
3512,31.0,517594.0,947052.0,3235658.0,0.0,164851.0,486745.0,499652.0
3513,15.0,19681.0,83231.0,117500.0,0.0,41466.0,11453.0,7771.0
3514,14.0,1898144.0,1653804.0,216562.0,441556.0,363128.0,64180.0,0.0
3515,6.0,0.0,124332.0,0.0,1684.0,10114.0,0.0,0.0
3516,7.0,0.0,162342.0,79313.0,0.0,169483.0,113883.0,0.0
3517,8.0,55265.0,0.0,4734.0,0.0,1030067.0,3196.0,0.0
3518,6.0,933475.0,49444.0,309116.0,0.0,0.0,0.0,0.0
3519,9.0,0.0,0.0,23726.0,0.0,97090.0,490156.0,163618.0
3520,6.0,0.0,5120.0,6756.0,2652.0,0.0,3206.0,0.0
3521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5158.0
3522,3.0,0.0,0.0,0.0,0.0,3034.0,3217.0,14022.0
3523,1.0,0.0,0.0,0.0,4212.0,0.0,0.0,0.0
3524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3526,2.0,0.0,0.0,781827.0,0.0,0.0,36674.0,0.0
3527,2.0,0.0,0.0,0.0,75381.0,0.0,0.0,0.0
3528,12.0,16631.0,5130.0,16721.0,1774.0,35296.0,40363.0,59238.0
3529,28.0,9545.0,47796.0,234208.0,18447.0,103967.0,113132.0,95684.0
3530,7.0,45808.0,0.0,158173.0,30064.0,0.0,0.0,20069.0
3531,38.0,20055.0,77607.0,49904.0,301071.0,71584.0,100081.0,182573.0
3532,18.0,0.0,0.0,0.0,305781.0,2670.0,653055.0,925085.0
3533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3534,39.0,108984.0,212094.0,154783.0,41504.0,358829.0,175432.0,122309.0
3535,3.0,0.0,0.0,36154.0,0.0,0.0,0.0,103883.0
3536,49.0,208659.0,349201.0,285389.0,109347.0,141284.0,106055.0,112060.0
3537,61.0,151633.0,22765.0,74579.0,352385.0,214204.0,252856.0,450064.0
3538,39.0,9644.0,76020.0,33780.0,38667.0,28863.0,224761.0,243881.0
3539,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9911.0
3540,14.0,68786.0,0.0,0.0,44200.0,44641.0,110344.0,34452.0
3541,2.0,370005.0,0.0,0.0,0.0,0.0,0.0,0.0
3543,9.0,0.0,0.0,0.0,51570.0,0.0,5362.0,34609.0
3544,2.0,0.0,0.0,0.0,3193.0,0.0,0.0,1464.0
3545,2.0,0.0,0.0,1119.0,21284.0,0.0,0.0,0.0
3546,13.0,140228.0,0.0,0.0,0.0,268465.0,1212786.0,1494889.0
3547,5.0,0.0,26762.0,6756.0,0.0,2002.0,0.0,0.0
3548,13.0,12793.0,91678.0,33894.0,31660.0,18001.0,7292.0,30183.0
3549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3551,18.0,82660.0,20602.0,149586.0,40439.0,17395.0,0.0,5845.0
3552,34.0,0.0,20396.0,76827.0,144244.0,98102.0,41650.0,282178.0
3553,37.0,349340.0,4690097.0,0.0,2826614.0,4253058.0,6650119.0,563115.0
3554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3555,3.0,0.0,125877.0,67789.0,0.0,0.0,0.0,84523.0
3556,5.0,2608.0,178206.0,0.0,0.0,0.0,0.0,0.0
3557,17.0,14761.0,18026.0,55360.0,32635.0,35499.0,0.0,43698.0
3558,6.0,0.0,79111.0,0.0,1666960.0,0.0,0.0,0.0
3559,5.0,0.0,47796.0,38188.0,14899.0,0.0,102945.0,0.0
3560,8.0,63954.0,38216.0,43441.0,0.0,30341.0,20374.0,0.0
3561,3.0,0.0,0.0,0.0,8780.0,0.0,0.0,7309.0
3562,44.0,196220.0,1197785.0,3064007.0,4196402.0,5033027.0,13708642.0,1163620.0
3563,10.0,0.0,58715.0,383627.0,299308.0,180021.0,0.0,0.0
3564,19.0,0.0,1405829.0,39927.0,176658.0,1572660.0,33403.0,241644.0
3565,1.0,9742.0,0.0,0.0,0.0,0.0,0.0,0.0
3566,6.0,0.0,352290.0,0.0,26605.0,2832.0,157870.0,32661.0
3567,4.0,0.0,69221.0,0.0,0.0,18204.0,0.0,16781.0
3568,5.0,17713.0,0.0,0.0,0.0,16384.0,15334.0,5507.0
3569,28.0,0.0,459933.0,1178447.0,0.0,637964.0,1345005.0,33787.0
3570,1.0,0.0,0.0,14236.0,0.0,0.0,0.0,0.0
3571,50.0,301406.0,165978.0,43826.0,150586.0,98467.0,59514.0,214852.0
3572,6.0,38378.0,0.0,0.0,0.0,48545.0,154418.0,22525.0
3573,2.0,894466.0,0.0,0.0,0.0,0.0,0.0,0.0
3574,8.0,77740.0,0.0,22596.0,102873.0,12945.0,168143.0,1126.0
3575,10.0,0.0,0.0,16721.0,996095.0,306440.0,0.0,14528.0
3576,5.0,0.0,310108.0,0.0,365643.0,0.0,0.0,832396.0
3577,11.0,0.0,0.0,0.0,88684.0,117115.0,28417.0,254370.0
3578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49554.0
3579,2.0,0.0,0.0,0.0,0.0,0.0,0.0,93703.0
3580,13.0,0.0,59745.0,0.0,246540.0,0.0,465127.0,23808.0
3581,9.0,0.0,1041191.0,0.0,732110.0,0.0,484912.0,43439.0
3582,4.0,0.0,0.0,384474.0,104647.0,0.0,0.0,0.0
3583,31.0,89156.0,70974.0,73778.0,58026.0,45764.0,67696.0,52404.0
3584,3.0,0.0,4316.0,0.0,6563.0,0.0,1919.0,0.0
3585,4.0,0.0,0.0,0.0,2306.0,38938.0,41821.0,0.0
3586,11.0,0.0,66543.0,135746.0,0.0,0.0,0.0,563058.0
3587,20.0,27553.0,9889.0,50615.0,0.0,3034.0,22627.0,60252.0
3588,4.0,29522.0,36465.0,13558.0,0.0,19014.0,0.0,0.0
3589,13.0,620939.0,81377.0,379276.0,112628.0,66750.0,143801.0,0.0
3590,15.0,178311.0,0.0,75697.0,148102.0,134511.0,424218.0,129325.0
3591,7.0,0.0,0.0,57168.0,6208.0,4855.0,52319.0,80075.0
3592,1.0,38378.0,0.0,0.0,0.0,0.0,0.0,0.0
3593,59.0,156860.0,95273.0,56581.0,111336.0,43276.0,102301.0,52166.0
3594,26.0,146625.0,302897.0,227204.0,267824.0,231783.0,126697.0,199410.0
3595,7.0,162054.0,0.0,0.0,0.0,3034.0,65199.0,0.0
3596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3597,6.0,0.0,245573.0,0.0,0.0,15909.0,84929.0,0.0
3598,54.0,33950.0,37270.0,65981.0,137990.0,66447.0,60588.0,3379.0
3599,20.0,0.0,49444.0,137836.0,129105.0,19215.0,338860.0,129393.0
3600,5.0,0.0,0.0,33894.0,26073.0,0.0,514424.0,0.0
3601,7.0,0.0,0.0,0.0,1018619.0,0.0,321702.0,0.0
3602,6.0,2451.0,0.0,72308.0,1197.0,0.0,0.0,21398.0
3603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3604,8.0,0.0,40173.0,0.0,211067.0,6574.0,161924.0,65321.0
3605,12.0,67605.0,227547.0,0.0,4434.0,3439.0,109379.0,5519.0
3606,55.0,0.0,1058208.0,230684.0,0.0,30817.0,57850.0,109868.0
3607,1.0,0.0,0.0,111851.0,0.0,0.0,0.0,0.0
3608,6.0,4723.0,18542.0,3389.0,0.0,0.0,40749.0,11037.0
3609,13.0,0.0,1392522.0,705001.0,366822.0,0.0,0.0,1806503.0
3610,1.0,0.0,0.0,0.0,0.0,1315.0,0.0,0.0
3611,17.0,0.0,61187.0,22370.0,145441.0,85763.0,174577.0,255339.0
3612,40.0,3434.0,264217.0,187876.0,35030.0,165154.0,144124.0,20756.0
3613,2.0,0.0,0.0,218618.0,0.0,4946.0,0.0,0.0
3614,26.0,965653.0,104657.0,151259.0,0.0,124397.0,285458.0,248896.0
3615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3616,19.0,530061.0,743466.0,406787.0,1569700.0,0.0,553328.0,123885.0
3617,9.0,22633.0,91678.0,164952.0,0.0,0.0,0.0,64195.0
3618,3.0,0.0,0.0,316641.0,0.0,0.0,0.0,0.0
3619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3620,17.0,0.0,0.0,233181.0,5232.0,14098.0,6412.0,14348.0
3621,34.0,175259.0,37083.0,52312.0,22880.0,27307.0,38819.0,484088.0
3622,10.0,5884.0,9971.0,7875.0,0.0,3024.0,0.0,4494.0
3623,16.0,0.0,274415.0,144615.0,8584.0,52348.0,46110.0,47189.0
3624,4.0,109703.0,0.0,0.0,0.0,3024.0,0.0,12952.0
3625,7.0,0.0,694494.0,0.0,376639.0,0.0,120617.0,0.0
3626,13.0,0.0,0.0,462318.0,72721.0,11125.0,229481.0,2252.0
3627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3629,4.0,125959.0,0.0,0.0,33638.0,0.0,0.0,0.0
3630,4.0,0.0,0.0,0.0,0.0,4147.0,0.0,50331.0
3631,38.0,29522.0,122685.0,228380.0,47801.0,40959.0,64233.0,98997.0
3632,74.0,254477.0,101361.0,253202.0,162910.0,137140.0,218329.0,93252.0
3633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3635,20.0,217673.0,159766.0,131284.0,36360.0,77754.0,35387.0,12512.0
3636,3.0,0.0,0.0,0.0,5294.0,9102.0,60051.0,0.0
3637,6.0,0.0,0.0,6666.0,0.0,444998.0,26594.0,5395.0
3638,5.0,89549.0,0.0,0.0,102873.0,20025.0,0.0,0.0
3639,4.0,0.0,0.0,21466.0,0.0,0.0,61123.0,134584.0
3640,9.0,0.0,0.0,0.0,0.0,62502.0,218426.0,123638.0
3641,13.0,787442.0,112794.0,69823.0,0.0,0.0,35547.0,1047.0
3642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3643,1.0,0.0,0.0,0.0,55871.0,0.0,0.0,0.0
3644,43.0,179393.0,573759.0,431246.0,66070.0,99003.0,103801.0,35499.0
3645,3.0,0.0,41203.0,0.0,0.0,2508.0,0.0,16893.0
3646,17.0,110215.0,435108.0,0.0,213728.0,378450.0,106162.0,263537.0
3647,8.0,0.0,88382.0,77505.0,11352.0,4227.0,6724.0,30239.0
3648,15.0,826606.0,184385.0,200428.0,208850.0,0.0,0.0,0.0
3649,2.0,0.0,0.0,0.0,0.0,22048.0,0.0,44824.0
3650,5.0,0.0,0.0,2825.0,0.0,0.0,46325.0,50444.0
3651,18.0,151545.0,14319.0,106202.0,295318.0,28318.0,143587.0,38292.0
3652,18.0,1378.0,7107.0,58750.0,82369.0,0.0,401484.0,485856.0
3653,6.0,0.0,498025.0,0.0,0.0,0.0,646622.0,30408.0
3654,61.0,2641068.0,958412.0,76827.0,3849052.0,2422049.0,3139544.0,873401.0
3655,19.0,0.0,36053.0,58524.0,0.0,49556.0,208034.0,742523.0
3656,8.0,159908.0,0.0,21466.0,0.0,109227.0,0.0,33787.0
3657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3658,5.0,0.0,0.0,17851.0,1401.0,0.0,5126.0,4955.0
3659,4.0,0.0,12361.0,0.0,0.0,4227.0,0.0,22074.0
3660,1.0,0.0,44294.0,0.0,0.0,0.0,0.0,0.0
3661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3662,2.0,7872.0,0.0,0.0,0.0,0.0,2252.0,0.0
3663,11.0,0.0,0.0,0.0,181447.0,53804.0,903532.0,62055.0
3664,17.0,0.0,286982.0,0.0,883156.0,0.0,1116736.0,421998.0
3665,19.0,8856.0,9271.0,21692.0,277580.0,547923.0,688485.0,30408.0
3666,1.0,0.0,0.0,15478.0,0.0,0.0,0.0,0.0
3667,23.0,132847.0,141842.0,383344.0,831515.0,404543.0,0.0,329850.0
3668,8.0,0.0,72106.0,22596.0,1153.0,1315.0,28792.0,991.0
3669,43.0,43357.0,66163.0,35295.0,21216.0,9891.0,17961.0,15868.0
3670,1.0,0.0,3090.0,0.0,0.0,0.0,0.0,0.0
3671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3672,21.0,1652277.0,592351.0,642274.0,802054.0,0.0,212752.0,1234684.0
3673,8.0,170635.0,0.0,0.0,716120.0,125398.0,0.0,0.0
3674,1.0,84629.0,0.0,0.0,0.0,0.0,0.0,0.0
3675,4.0,0.0,4316.0,27421.0,0.0,33628.0,0.0,0.0
3676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3677,1.0,116119.0,0.0,0.0,0.0,0.0,0.0,0.0
3678,7.0,0.0,0.0,0.0,625326.0,243748.0,85787.0,0.0
3679,19.0,0.0,0.0,554239.0,0.0,0.0,2264054.0,1675873.0
3680,6.0,0.0,5130.0,4734.0,0.0,3540.0,0.0,33674.0
3681,4.0,0.0,0.0,156478.0,43455.0,0.0,0.0,48653.0
