고객번호,의류잡화구매횟수,의류잡화1,의류잡화2,의류잡화3,의류잡화4,의류잡화5,의류잡화6,의류잡화7
5322,120.0,4042430.0,2507365.0,2779996.0,14947426.0,3126508.0,153452.0,3069279.0
5323,200.0,7535560.0,2672046.0,2788977.0,4233514.0,6972265.0,5014856.0,1477353.0
5325,248.0,758608.0,857856.0,941378.0,2371792.0,2175531.0,2780584.0,1392806.0
5326,19.0,129404.0,240216.0,0.0,243605.0,0.0,86001.0,120393.0
5327,24.0,93288.0,91266.0,396336.0,1069613.0,402419.0,15978.0,78836.0
5328,170.0,1018398.0,1494350.0,1225618.0,1624048.0,1835564.0,1811580.0,6494171.0
5329,28.0,91713.0,298622.0,37961.0,16380.0,227707.0,4815.0,16893.0
5330,161.0,851997.0,1099771.0,1778782.0,1722990.0,1433801.0,1421449.0,560500.0
5331,211.0,4699345.0,3758525.0,4158836.0,1308864.0,3822516.0,3350421.0,7679055.0
5332,236.0,5055761.0,3920549.0,3590115.0,5686864.0,4504573.0,3703792.0,4240536.0
5333,122.0,1191985.0,1479359.0,2028119.0,1033830.0,1649877.0,1476614.0,1213748.0
5334,132.0,1800624.0,1254666.0,3877063.0,1150599.0,1710275.0,2861027.0,2354112.0
5335,16.0,300137.0,0.0,3389.0,0.0,39443.0,191306.0,15092.0
5336,103.0,378369.0,504125.0,146536.0,434727.0,267706.0,421644.0,660296.0
5337,124.0,432689.0,1218386.0,1235120.0,1936175.0,1181265.0,233427.0,273222.0
5338,48.0,302107.0,488673.0,9942.0,137193.0,1463017.0,842968.0,776196.0
5339,222.0,7473623.0,4552899.0,4061391.0,5139503.0,3897617.0,2103739.0,3688028.0
5340,30.0,237060.0,667084.0,140549.0,53832.0,532985.0,402664.0,27367.0
5341,167.0,3946044.0,3850070.0,2517078.0,1864447.0,1403833.0,2253265.0,706969.0
5342,77.0,1068438.0,1844502.0,514649.0,1324187.0,1816700.0,1659232.0,741599.0
5343,42.0,247786.0,29770.0,55134.0,108549.0,446817.0,156884.0,31984.0
5344,114.0,74789.0,811711.0,373061.0,170361.0,643630.0,606087.0,884652.0
5345,40.0,1006001.0,945929.0,319961.0,224192.0,28318.0,181118.0,237691.0
5346,45.0,98800.0,130512.0,222798.0,158922.0,77672.0,485020.0,149530.0
5347,47.0,399920.0,889479.0,272397.0,187548.0,171930.0,301756.0,618638.0
5348,143.0,8448704.0,4822772.0,7461706.0,13280990.0,2713775.0,6691092.0,3271593.0
5349,52.0,600962.0,180162.0,686642.0,1620029.0,1184188.0,935395.0,283990.0
5350,46.0,90828.0,40791.0,123036.0,370520.0,154233.0,223260.0,27593.0
5351,192.0,5086741.0,6138546.0,2243731.0,9738383.0,5176114.0,2705880.0,2474614.0
5352,58.0,376301.0,273796.0,571818.0,1774523.0,50366.0,1204752.0,68699.0
5353,21.0,375015.0,0.0,25421.0,293091.0,111239.0,38497.0,219503.0
5354,15.0,78528.0,10198.0,90384.0,0.0,0.0,495389.0,52921.0
5355,20.0,597321.0,7211.0,100553.0,6030.0,273066.0,116350.0,5631.0
5356,166.0,11710751.0,4521977.0,3281471.0,2990214.0,4020965.0,2724090.0,4300481.0
5357,146.0,1103520.0,4579444.0,1748844.0,4641697.0,2040455.0,1913657.0,2399465.0
5358,36.0,560026.0,418833.0,72082.0,28557.0,142299.0,26809.0,30184.0
5359,82.0,997341.0,308305.0,508529.0,445813.0,300877.0,1069872.0,314557.0
5360,242.0,11762975.0,12392781.0,7931603.0,9157810.0,7363071.0,16081717.0,4404919.0
5361,90.0,230879.0,227649.0,428085.0,242729.0,289553.0,206318.0,353636.0
5362,68.0,2244954.0,230223.0,677772.0,1082489.0,159744.0,1718007.0,546053.0
5363,79.0,1012761.0,1403543.0,2574157.0,220999.0,1239165.0,379233.0,650430.0
5364,43.0,37394.0,572317.0,263133.0,859698.0,63362.0,3900026.0,474144.0
5365,250.0,7140211.0,5678157.0,6906085.0,3311633.0,5397095.0,3557652.0,2794240.0
5366,75.0,558058.0,67060.0,615293.0,295583.0,539155.0,691380.0,354783.0
5367,39.0,526075.0,73651.0,87447.0,190759.0,136129.0,4075.0,95730.0
5368,137.0,637471.0,2830986.0,1250925.0,1001842.0,306341.0,1935984.0,2862039.0
5369,5.0,15154.0,0.0,0.0,0.0,0.0,0.0,337306.0
5370,209.0,4599044.0,4784795.0,1588613.0,3862960.0,6001002.0,8973549.0,4612122.0
5371,196.0,3979550.0,2643304.0,3013359.0,3707644.0,2637165.0,1300964.0,962973.0
5372,69.0,301908.0,148333.0,436331.0,446789.0,785926.0,423724.0,474648.0
5373,74.0,580012.0,609565.0,396280.0,688850.0,822254.0,300995.0,426334.0
5374,117.0,719934.0,539869.0,16947.0,356685.0,151602.0,553221.0,290792.0
5375,71.0,308463.0,324375.0,57507.0,1825374.0,212790.0,879639.0,954310.0
5376,47.0,561452.0,348437.0,320978.0,133025.0,891389.0,176184.0,123210.0
5377,41.0,165321.0,0.0,791657.0,236386.0,786360.0,376370.0,131431.0
5378,63.0,77740.0,152041.0,329091.0,462440.0,553697.0,579570.0,209816.0
5379,154.0,4843728.0,3640615.0,3510878.0,2665518.0,3825396.0,1308803.0,7681174.0
5380,183.0,1676129.0,3623223.0,5901328.0,3250911.0,2425425.0,5032440.0,3120428.0
5381,85.0,528852.0,738262.0,696640.0,1630554.0,644397.0,818591.0,324694.0
5382,131.0,320970.0,1245902.0,4531616.0,3425751.0,1445532.0,562098.0,1152707.0
5383,34.0,62980.0,274518.0,145745.0,25630.0,204093.0,0.0,114988.0
5384,103.0,435711.0,350436.0,1086310.0,809698.0,449589.0,1252375.0,2417729.0
5385,160.0,2776866.0,4357132.0,3313807.0,3541551.0,3572881.0,4568922.0,1936630.0
5386,111.0,1825520.0,2584466.0,2551254.0,5299909.0,1591876.0,1162321.0,945886.0
5387,52.0,0.0,324477.0,105749.0,78662.0,126318.0,359234.0,143706.0
5388,117.0,18358674.0,6674765.0,3652275.0,12725353.0,4268280.0,8447908.0,4837390.0
5389,60.0,1317257.0,442865.0,82409.0,572043.0,218453.0,84072.0,398686.0
5390,140.0,614740.0,886753.0,1364729.0,538663.0,662338.0,205674.0,1525475.0
5391,182.0,5192583.0,7067432.0,5168466.0,5351463.0,2654388.0,4674056.0,4761866.0
5392,22.0,46251.0,36980.0,521858.0,42746.0,0.0,149485.0,83116.0
5393,124.0,1880333.0,1756288.0,3295424.0,1494664.0,1783275.0,1916197.0,2629642.0
5394,68.0,772257.0,40688.0,571931.0,136306.0,79494.0,260472.0,71966.0
5395,63.0,457202.0,492229.0,607160.0,260285.0,65435.0,307439.0,223647.0
5396,84.0,283014.0,491147.0,390010.0,373979.0,206114.0,493170.0,837350.0
5397,97.0,1282963.0,1053006.0,1029029.0,526514.0,1883248.0,734017.0,1895443.0
5398,101.0,126944.0,756948.0,1210929.0,1563526.0,1624449.0,800117.0,1665737.0
5399,26.0,179983.0,117533.0,747030.0,266139.0,141186.0,379395.0,343612.0
5400,20.0,31293.0,79008.0,8474.0,35652.0,123790.0,173397.0,3379.0
5401,26.0,46989.0,59683.0,69403.0,85251.0,288935.0,102257.0,101181.0
5402,68.0,411926.0,332925.0,992807.0,169385.0,620569.0,227764.0,444296.0
5403,104.0,584922.0,427177.0,323351.0,267828.0,534404.0,458295.0,464571.0
5404,200.0,755853.0,3572607.0,10264413.0,8224679.0,7929157.0,5982232.0,4402868.0
5405,84.0,68687.0,550585.0,355698.0,713592.0,128341.0,420797.0,204973.0
5406,26.0,29325.0,17512.0,5649.0,76180.0,110540.0,131470.0,74489.0
5407,84.0,943906.0,414610.0,761377.0,591695.0,145231.0,668176.0,550953.0
5408,194.0,2310712.0,1153274.0,1310576.0,3467260.0,1265158.0,1778068.0,1132591.0
5409,302.0,10391920.0,11265068.0,7350758.0,7111207.0,3769875.0,10484924.0,9350695.0
5410,4.0,0.0,0.0,22483.0,0.0,0.0,414996.0,0.0
5411,36.0,204977.0,71797.0,6666.0,381073.0,921492.0,67557.0,128503.0
5412,24.0,9742.0,184385.0,95017.0,135507.0,49556.0,137367.0,141567.0
5413,115.0,887322.0,587769.0,393175.0,1400331.0,1892754.0,235166.0,854919.0
5414,20.0,0.0,14112.0,17851.0,9578.0,147962.0,44502.0,100685.0
5415,126.0,9955364.0,9546744.0,1504160.0,6151785.0,1064028.0,2291795.0,2560548.0
5416,34.0,16532.0,406884.0,0.0,100034.0,238276.0,211358.0,1121949.0
5417,418.0,6528829.0,6213390.0,7007773.0,6647562.0,8326430.0,4453432.0,4522640.0
5418,64.0,559061.0,699017.0,84736.0,61813.0,886212.0,616899.0,599942.0
5419,266.0,8162467.0,6934788.0,5367141.0,6529111.0,1804052.0,2691338.0,3596274.0
5420,52.0,340090.0,1912973.0,389353.0,37956.0,895504.0,760504.0,1614935.0
5421,185.0,3297006.0,3052633.0,3691617.0,4222830.0,1761550.0,2902536.0,1234596.0
5422,68.0,452566.0,274107.0,263358.0,1249783.0,468259.0,44610.0,336066.0
5423,55.0,63177.0,169140.0,72194.0,157944.0,23160.0,439338.0,98546.0
5424,250.0,2287367.0,7239116.0,18635375.0,9472643.0,10187597.0,14918928.0,3095291.0
5425,47.0,271992.0,187270.0,205851.0,464614.0,271751.0,310658.0,96406.0
5426,48.0,1306627.0,744031.0,287593.0,1714944.0,40252.0,462071.0,733232.0
5427,192.0,1106765.0,966735.0,5480868.0,2662888.0,533695.0,510112.0,483040.0
5428,124.0,6305041.0,6886589.0,6379576.0,14770343.0,6265862.0,10505635.0,1984641.0
5429,26.0,322465.0,36506.0,199490.0,101446.0,350638.0,0.0,5406.0
5430,92.0,2512880.0,1134672.0,659706.0,2771901.0,1289783.0,1350226.0,667652.0
5431,55.0,372663.0,972639.0,562870.0,590632.0,151248.0,21446.0,43810.0
5432,180.0,6962456.0,10844222.0,9128426.0,14577644.0,5349432.0,8344118.0,6970851.0
5433,136.0,1992084.0,2526454.0,1168618.0,1328586.0,1408484.0,1647972.0,707632.0
5434,16.0,13383.0,14937.0,0.0,17736.0,52186.0,20588.0,43799.0
5435,34.0,3692423.0,652457.0,461244.0,273678.0,0.0,168251.0,181210.0
5436,7.0,12989.0,43264.0,0.0,0.0,0.0,14798.0,14303.0
5437,218.0,6882972.0,3416260.0,4817232.0,3432977.0,4008634.0,5089017.0,1759079.0
5438,95.0,813862.0,259890.0,365604.0,768250.0,117925.0,132326.0,182223.0
5439,87.0,134324.0,548830.0,160998.0,586734.0,377844.0,248353.0,516826.0
5440,59.0,416797.0,4055328.0,296970.0,370830.0,1500803.0,67772.0,118141.0
5441,35.0,269926.0,13391.0,38978.0,104381.0,37420.0,315375.0,369403.0
5442,279.0,14970180.0,19191055.0,10601365.0,7057487.0,11022141.0,7202473.0,3865610.0
5443,53.0,495727.0,85703.0,131736.0,366379.0,510027.0,472419.0,402942.0
5444,14.0,24109.0,25237.0,96147.0,48865.0,60580.0,36031.0,0.0
5445,227.0,2478795.0,4488587.0,2893068.0,5219448.0,2914378.0,5240291.0,3074886.0
5446,40.0,4920.0,485429.0,31070.0,126995.0,187899.0,770370.0,49104.0
5447,28.0,233191.0,32829.0,0.0,22945.0,12136.0,0.0,16781.0
5448,12.0,16729.0,20601.0,7909.0,13835.0,59872.0,0.0,49329.0
5449,25.0,1362916.0,295398.0,246445.0,1001549.0,0.0,178760.0,0.0
5450,130.0,1697446.0,1360857.0,2076250.0,780717.0,929186.0,883854.0,1188172.0
5451,19.0,0.0,10301.0,379616.0,0.0,120352.0,202243.0,253401.0
5452,15.0,6692.0,181194.0,11298.0,0.0,61693.0,6423.0,0.0
5453,42.0,124777.0,169140.0,81120.0,141450.0,59468.0,53510.0,5631.0
5454,42.0,157449.0,119285.0,77392.0,140918.0,188718.0,380787.0,49216.0
5455,11.0,43693.0,91574.0,48242.0,0.0,90921.0,0.0,0.0
5456,97.0,134029.0,322519.0,320864.0,365376.0,625119.0,243956.0,249460.0
5457,201.0,5742826.0,5874788.0,6106436.0,4703361.0,125611.0,4714006.0,3853099.0
5458,18.0,60913.0,332203.0,42933.0,0.0,1011.0,0.0,368953.0
5459,115.0,259791.0,1425918.0,536206.0,660083.0,706028.0,1329550.0,797697.0
5460,118.0,2687792.0,3951577.0,1135505.0,873586.0,203991.0,2634764.0,1308936.0
5461,88.0,117103.0,416360.0,513836.0,739309.0,727873.0,1234390.0,1556908.0
5462,270.0,6030772.0,3997711.0,4385398.0,3888175.0,6003573.0,9091593.0,9856911.0
5463,3.0,0.0,8035.0,0.0,13835.0,0.0,0.0,11150.0
5464,9.0,0.0,0.0,3356.0,0.0,1694661.0,43430.0,0.0
5465,227.0,3730439.0,2932502.0,1780997.0,593605.0,1978723.0,1753168.0,1203547.0
5466,104.0,2593418.0,4042154.0,587985.0,2828161.0,2460622.0,2520138.0,599176.0
5467,33.0,87285.0,372479.0,81573.0,613424.0,84854.0,447810.0,13402.0
5468,203.0,7873534.0,3897147.0,1424294.0,7754425.0,7904623.0,4813847.0,4599105.0
5469,105.0,165222.0,448283.0,1244710.0,1552674.0,1603424.0,317734.0,385507.0
5470,136.0,2572593.0,3300995.0,987791.0,1956272.0,2389646.0,1729641.0,1758202.0
5471,21.0,4910.0,16224.0,1130.0,271567.0,826481.0,159778.0,70941.0
5472,63.0,315292.0,145551.0,153654.0,326445.0,309678.0,62088.0,55298.0
5473,103.0,7526980.0,1604566.0,1398815.0,10158876.0,2734658.0,2833244.0,2891196.0
5474,26.0,163747.0,117636.0,16609.0,43188.0,170718.0,236131.0,46626.0
5475,300.0,11267304.0,3937954.0,11643339.0,7170908.0,585718.0,4168218.0,3045390.0
5476,212.0,3886957.0,3244719.0,1026477.0,8971698.0,4506172.0,5202374.0,4085326.0
5477,40.0,81382.0,143182.0,319172.0,195991.0,155041.0,318593.0,173326.0
5478,21.0,0.0,0.0,501974.0,0.0,0.0,140476.0,1321000.0
5479,105.0,218332.0,821857.0,3531384.0,36006.0,3346573.0,2528643.0,597847.0
5480,10.0,50777.0,0.0,11298.0,2661.0,51377.0,3217.0,0.0
5481,138.0,2166475.0,2633455.0,2898659.0,3087884.0,4920594.0,1198010.0,1880554.0
5482,156.0,1145933.0,2310475.0,2419800.0,1212925.0,2081019.0,2921092.0,562890.0
5483,18.0,17516.0,103213.0,29149.0,17737.0,0.0,20053.0,0.0
5484,192.0,3350660.0,3593743.0,4222217.0,8393592.0,7682448.0,8088773.0,12532481.0
5485,82.0,164927.0,270840.0,883284.0,211778.0,470585.0,371887.0,776423.0
5486,30.0,177917.0,17203.0,394077.0,60747.0,36409.0,117528.0,87845.0
5487,100.0,935923.0,1040448.0,303353.0,825867.0,1594959.0,891843.0,498019.0
5488,35.0,514563.0,0.0,377808.0,1911772.0,929104.0,792492.0,174565.0
5489,81.0,590571.0,490847.0,462113.0,1648655.0,1260394.0,4051615.0,1210866.0
5490,136.0,1560466.0,568907.0,1178672.0,2253690.0,1654752.0,1601326.0,2629338.0
5491,242.0,7010542.0,5014419.0,6260935.0,1324267.0,3165700.0,4398141.0,3445608.0
5492,114.0,390475.0,3435708.0,1028013.0,755575.0,1077095.0,1164564.0,715606.0
5493,83.0,837285.0,1317543.0,2975351.0,787022.0,396382.0,815000.0,1459187.0
5494,303.0,2685861.0,5710367.0,4442067.0,13948470.0,7289249.0,7407646.0,3689859.0
5495,86.0,617004.0,203443.0,463783.0,352073.0,211375.0,805841.0,868885.0
5496,235.0,4137176.0,12975884.0,5872032.0,6468671.0,4342584.0,11796029.0,9161553.0
5497,33.0,493257.0,55213.0,422097.0,0.0,1735246.0,571558.0,722363.0
5498,146.0,1220426.0,3944438.0,2981928.0,1850037.0,1007885.0,901709.0,2162347.0
5499,149.0,5761929.0,5958784.0,4429301.0,2812379.0,8761527.0,10281194.0,3087872.0
5500,20.0,3739.0,0.0,0.0,3459.0,251726.0,49220.0,64419.0
5501,90.0,61011.0,899471.0,128798.0,396274.0,1394398.0,4018873.0,4282936.0
5502,54.0,413500.0,349509.0,196472.0,129479.0,237365.0,45037.0,96630.0
5503,89.0,127140.0,902418.0,989901.0,799792.0,1000131.0,1339010.0,1074467.0
5504,91.0,393514.0,4273087.0,526762.0,775619.0,849693.0,2036045.0,369562.0
5505,143.0,4019611.0,2062986.0,2197229.0,1715800.0,1070096.0,1542788.0,2833120.0
5506,100.0,360017.0,1464371.0,1431241.0,1072804.0,2795393.0,303686.0,355325.0
5507,253.0,1718487.0,2307273.0,1963449.0,3004234.0,8810464.0,2628069.0,3490373.0
5508,7.0,28538.0,0.0,0.0,0.0,47534.0,37317.0,15655.0
5509,60.0,408087.0,455402.0,484111.0,378671.0,91022.0,1586099.0,347780.0
5510,83.0,1648037.0,225280.0,96599.0,2110500.0,1944333.0,1100082.0,2161513.0
5511,115.0,792567.0,2253995.0,1174153.0,1770523.0,717668.0,2049362.0,851709.0
5512,43.0,258599.0,226310.0,198055.0,625395.0,569292.0,123212.0,525713.0
5513,16.0,179983.0,150392.0,48469.0,52944.0,10114.0,0.0,0.0
5514,17.0,0.0,232284.0,116991.0,211953.0,144523.0,50186.0,0.0
5515,77.0,30801.0,524828.0,487918.0,207963.0,108822.0,340253.0,422109.0
5516,222.0,1909562.0,582207.0,1263879.0,846752.0,390889.0,1450497.0,1342802.0
5517,87.0,1071243.0,351362.0,165415.0,1956501.0,304925.0,414952.0,362805.0
5518,81.0,654149.0,368956.0,291491.0,862618.0,547083.0,382512.0,758931.0
5519,22.0,136784.0,89824.0,42819.0,27580.0,32060.0,184710.0,153730.0
5520,62.0,326017.0,329319.0,193196.0,937183.0,181236.0,370814.0,162064.0
5521,146.0,1631367.0,2363185.0,1481267.0,1731707.0,1196092.0,2366454.0,1729821.0
5522,9.0,33262.0,16584.0,15591.0,26516.0,0.0,130718.0,0.0
5523,30.0,312930.0,75196.0,93108.0,83186.0,22250.0,1266026.0,300039.0
5524,43.0,28439.0,35847.0,288825.0,178787.0,28925.0,22305.0,108569.0
5525,162.0,522433.0,334777.0,432083.0,505451.0,440244.0,561153.0,361857.0
5526,138.0,685119.0,1972831.0,1804744.0,1259751.0,2902666.0,906878.0,882288.0
5527,216.0,39240886.0,4396768.0,6315626.0,6657097.0,5104292.0,3806432.0,2836688.0
5528,29.0,54811.0,39143.0,51068.0,14012.0,55624.0,262723.0,18020.0
5529,181.0,5422409.0,8661236.0,8345975.0,4680562.0,7182687.0,5164530.0,6500424.0
5530,120.0,2634799.0,1676291.0,1239557.0,2157539.0,2536099.0,1045692.0,956766.0
5531,18.0,9742.0,0.0,0.0,1774.0,118531.0,64995.0,200581.0
5532,325.0,7991036.0,11991133.0,4376696.0,12656328.0,8925748.0,11918476.0,8983275.0
5533,16.0,338308.0,65822.0,5649.0,170981.0,22553.0,0.0,15542.0
5534,40.0,249950.0,574889.0,544680.0,716031.0,77571.0,680507.0,26804.0
5535,18.0,0.0,24722.0,45193.0,94714.0,503554.0,72919.0,407131.0
5536,64.0,815732.0,625727.0,583321.0,539641.0,593262.0,728871.0,435230.0
5537,26.0,22732.0,4944.0,11298.0,54187.0,46522.0,36460.0,35814.0
5538,82.0,512398.0,873306.0,1189577.0,874865.0,772436.0,443413.0,572800.0
5539,116.0,1744010.0,577857.0,1064506.0,846023.0,1003671.0,1176829.0,1737117.0
5540,245.0,3212301.0,3684568.0,3943237.0,5454155.0,2500770.0,4154078.0,2095290.0
5541,130.0,1847455.0,8012980.0,1322486.0,5653817.0,5396481.0,2490136.0,4408306.0
5542,156.0,588613.0,887986.0,17804627.0,16380708.0,16024100.0,1186203.0,4121535.0
5543,21.0,49007.0,28842.0,37284.0,141451.0,169675.0,498530.0,432584.0
5544,212.0,2606320.0,1759133.0,3683427.0,3314411.0,4475358.0,4032054.0,3486678.0
5545,32.0,180083.0,145654.0,20111.0,103759.0,79696.0,132541.0,100799.0
5546,172.0,9095908.0,5529699.0,4769012.0,6044250.0,7191425.0,2680994.0,7854152.0
5547,257.0,1822573.0,1965301.0,865547.0,1446696.0,1215127.0,1192654.0,927947.0
5548,58.0,517713.0,652353.0,150150.0,210180.0,90213.0,283847.0,86043.0
5549,224.0,3115304.0,1931152.0,2157143.0,2379434.0,1254033.0,2325694.0,2011501.0
5550,38.0,120646.0,154617.0,0.0,250531.0,425883.0,111202.0,130755.0
5551,7.0,225349.0,26783.0,11185.0,4434.0,0.0,21425.0,0.0
5552,143.0,5183070.0,7141659.0,6998101.0,8872968.0,2145867.0,2331267.0,4164120.0
5553,47.0,503570.0,542649.0,233882.0,10456.0,58922.0,785393.0,72078.0
5554,95.0,479136.0,1751620.0,1613456.0,913440.0,971206.0,480301.0,293270.0
5555,68.0,18713781.0,6317611.0,1304477.0,21581999.0,709538.0,813617.0,7515236.0
5556,105.0,2520058.0,1747934.0,1184661.0,1597945.0,715029.0,1776596.0,1430422.0
5557,178.0,1410203.0,1367349.0,1757959.0,2056527.0,1876674.0,2458833.0,1412652.0
5558,67.0,131234.0,44394.0,330356.0,580347.0,97596.0,152380.0,300703.0
5559,25.0,29522.0,203855.0,25985.0,87797.0,124397.0,91685.0,37503.0
5560,83.0,720723.0,581792.0,824873.0,710268.0,109227.0,1280482.0,151027.0
5561,284.0,4382866.0,1917641.0,7211260.0,3509547.0,5843884.0,3763443.0,2539713.0
5562,128.0,2681096.0,2903845.0,1706857.0,2409678.0,1262933.0,2101123.0,1977702.0
5563,45.0,114249.0,247819.0,36154.0,1046821.0,756344.0,493276.0,1175783.0
5564,152.0,1721409.0,5524972.0,2440793.0,7354685.0,897022.0,5632086.0,5149814.0
5565,147.0,7373382.0,7727501.0,2917753.0,10448507.0,5717190.0,12964707.0,3547610.0
5566,64.0,226627.0,19983.0,258273.0,1185700.0,44905.0,642438.0,150159.0
5567,60.0,119464.0,119592.0,60558.0,450513.0,109124.0,48255.0,399362.0
5568,63.0,2869053.0,199633.0,1103867.0,1060523.0,1023867.0,2702996.0,1307169.0
5569,93.0,210194.0,1033012.0,277029.0,1091765.0,811887.0,1125057.0,135710.0
5570,179.0,2623527.0,4144675.0,2868033.0,1175892.0,7458957.0,1768332.0,1259912.0
5571,91.0,299252.0,385252.0,1230261.0,287716.0,1153554.0,1041712.0,604086.0
5572,12.0,5884.0,13526.0,11241.0,0.0,27307.0,0.0,0.0
5573,192.0,4473122.0,2333301.0,1838368.0,815224.0,3680166.0,3427618.0,2575799.0
5574,24.0,166847.0,654156.0,109930.0,14189.0,444289.0,425076.0,100504.0
5575,233.0,1337038.0,1966743.0,1082877.0,2955842.0,1229004.0,1923728.0,3413095.0
5576,57.0,250738.0,200970.0,392044.0,605655.0,274989.0,266262.0,109920.0
5577,124.0,747941.0,2382075.0,943389.0,888426.0,275910.0,358591.0,273673.0
5578,5.0,63865.0,0.0,13558.0,0.0,0.0,0.0,20272.0
5579,75.0,512546.0,1523127.0,1010500.0,466032.0,1263488.0,729019.0,650508.0
5580,60.0,541280.0,394905.0,500899.0,1163883.0,548035.0,489095.0,386522.0
5581,6.0,0.0,113288.0,0.0,5303.0,0.0,0.0,7839.0
5582,188.0,1162494.0,3996870.0,2017667.0,10060899.0,15139688.0,2996861.0,3708244.0
5583,98.0,587974.0,5586764.0,4172395.0,747695.0,1024313.0,523195.0,809083.0
5584,192.0,97484449.0,97192500.0,57109124.0,71110415.0,60309162.0,21324458.0,16306590.0
5585,7.0,0.0,0.0,41125.0,673534.0,0.0,27452.0,0.0
5586,1.0,3936.0,0.0,0.0,0.0,0.0,0.0,0.0
5587,37.0,97421.0,55417.0,35476.0,51436.0,53096.0,283418.0,42007.0
5588,2.0,0.0,2060.0,33781.0,0.0,0.0,0.0,0.0
5589,110.0,1526517.0,2609569.0,721270.0,1005318.0,4192095.0,3803053.0,985550.0
5590,126.0,3284395.0,3267101.0,17456636.0,6521374.0,3321834.0,2723232.0,3829572.0
5591,67.0,764808.0,380620.0,68466.0,137194.0,244345.0,61980.0,286658.0
5592,148.0,13537658.0,8564251.0,9287363.0,22126046.0,10513974.0,6852342.0,7515753.0
5593,123.0,1154395.0,2001212.0,2881181.0,2563452.0,1286891.0,3338755.0,2986433.0
5594,173.0,4658959.0,2497104.0,1717569.0,2464181.0,1579768.0,6086391.0,1360990.0
5595,9.0,549103.0,1020.0,177380.0,0.0,0.0,0.0,0.0
5596,95.0,732767.0,2411523.0,668904.0,957693.0,9954602.0,3139061.0,2357196.0
5597,196.0,326757.0,703394.0,1272558.0,997600.0,1716170.0,4048838.0,2016612.0
5598,260.0,1315182.0,1031529.0,1118790.0,2005139.0,3094698.0,2850129.0,3018295.0
5599,3.0,1968.0,0.0,0.0,8780.0,0.0,6434.0,0.0
5600,9.0,0.0,0.0,134448.0,227828.0,22048.0,1072.0,0.0
5601,119.0,5775332.0,571853.0,5031184.0,6943299.0,2927797.0,2639482.0,1606047.0
5602,136.0,2920093.0,1723457.0,923540.0,982216.0,3312193.0,2175072.0,5383016.0
5603,31.0,147805.0,13391.0,52084.0,46560.0,76661.0,138332.0,38066.0
5604,34.0,69376.0,152659.0,46209.0,132937.0,15069.0,37210.0,30970.0
5605,25.0,333595.0,165122.0,0.0,63853.0,1050981.0,372209.0,0.0
5606,319.0,4532176.0,6500414.0,4673599.0,5284601.0,10489154.0,13539439.0,6308480.0
5607,65.0,718507.0,1297456.0,1464436.0,1343646.0,952820.0,512772.0,723963.0
5608,2.0,0.0,0.0,33894.0,0.0,0.0,0.0,33111.0
5609,382.0,8202998.0,15177158.0,22106170.0,14139226.0,30626683.0,22978818.0,8485955.0
5611,49.0,270861.0,214669.0,386733.0,111298.0,139262.0,112596.0,58563.0
5612,64.0,1230022.0,874833.0,453055.0,1105556.0,221903.0,676272.0,467724.0
5613,29.0,12596.0,57684.0,88013.0,118480.0,70087.0,139834.0,122308.0
5614,28.0,86794.0,0.0,507870.0,193233.0,171183.0,253737.0,247623.0
5615,49.0,1766163.0,1357046.0,164432.0,483014.0,104777.0,922212.0,2561846.0
5616,136.0,2790683.0,1821912.0,1097270.0,1614219.0,5591185.0,6931502.0,2629970.0
5617,141.0,11844228.0,9000996.0,10194713.0,6045855.0,9304624.0,2472796.0,5184651.0
5618,66.0,206613.0,335088.0,242253.0,21108.0,120048.0,214790.0,209253.0
5619,128.0,4293648.0,4155038.0,1550887.0,1325110.0,4008575.0,3127698.0,1858231.0
5620,34.0,37000.0,89925.0,27228.0,72011.0,64221.0,66808.0,112173.0
5621,92.0,828181.0,1796205.0,1035460.0,516892.0,981856.0,635897.0,1239449.0
5622,105.0,55008.0,1116562.0,768403.0,2368547.0,1419094.0,2470461.0,503425.0
5623,217.0,3523372.0,3469701.0,3217449.0,7135651.0,6416564.0,6956091.0,2307168.0
5624,125.0,8454798.0,12046982.0,7452138.0,10383546.0,10497638.0,11358266.0,7824904.0
5625,49.0,23027.0,78184.0,272509.0,156793.0,13653.0,987937.0,521378.0
5626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5627,39.0,3494115.0,318914.0,124279.0,836730.0,68772.0,539493.0,960898.0
5628,47.0,102637.0,421409.0,48356.0,358726.0,295113.0,21340.0,0.0
5629,115.0,2004736.0,2635374.0,6246825.0,899313.0,822607.0,480934.0,260779.0
5630,166.0,2440262.0,3815028.0,1697830.0,4807458.0,2224914.0,1798969.0,3066564.0
5631,150.0,144460.0,482594.0,267425.0,611117.0,394733.0,1057433.0,754008.0
5632,67.0,857310.0,774319.0,783071.0,310037.0,353774.0,542606.0,790275.0
5633,53.0,417731.0,544091.0,699691.0,144289.0,1016110.0,41286.0,275363.0
5634,104.0,3109260.0,1316037.0,2308788.0,1664964.0,836655.0,1962436.0,1551211.0
5635,9.0,0.0,81377.0,0.0,186236.0,0.0,0.0,92013.0
5636,112.0,999239.0,922410.0,728646.0,3032483.0,2078339.0,1109872.0,1525175.0
