고객번호,화장품구매횟수,화장품1,화장품2,화장품3,화장품4,화장품5,화장품6
3789,90.0,1733066.0,2231370.0,1770520.0,432199.0,625272.0,895350.0
3790,20.0,13383.0,3090.0,72196.0,21463.0,0.0,42573.0
3791,33.0,0.0,2183689.0,59993.0,578572.0,1686185.0,47290.0
3792,22.0,38102.0,172539.0,73664.0,16850.0,35853.0,20804.0
3793,1.0,0.0,0.0,0.0,1951.0,0.0,0.0
3794,28.0,397558.0,845186.0,108179.0,148988.0,1203312.0,133131.0
3795,11.0,0.0,468164.0,2938.0,531968.0,0.0,151414.0
3796,61.0,851504.0,873400.0,833799.0,638345.0,1034770.0,1685558.0
3797,17.0,387029.0,117430.0,57959.0,355398.0,40353.0,0.0
3798,51.0,8364.0,119283.0,193988.0,76444.0,114222.0,129678.0
3799,26.0,6495.0,13442.0,28245.0,13834.0,39038.0,48533.0
3800,54.0,271354.0,387672.0,544004.0,1225075.0,1599865.0,1108638.0
3801,6.0,974.0,3070.0,3367.0,0.0,39392.0,0.0
3802,24.0,21797.0,5974.0,105410.0,176861.0,53430.0,53992.0
3803,5.0,0.0,0.0,0.0,28822.0,45511.0,0.0
3804,48.0,134422.0,142255.0,147666.0,45645.0,145695.0,308834.0
3805,15.0,62291.0,59333.0,287649.0,37602.0,503959.0,97797.0
3806,24.0,135701.0,104203.0,76919.0,59676.0,5856.0,0.0
3807,20.0,1317502.0,379227.0,0.0,311280.0,351699.0,0.0
3808,6.0,13777.0,0.0,19150.0,11529.0,0.0,10723.0
3809,2.0,0.0,93738.0,0.0,13480.0,0.0,0.0
3810,19.0,19877.0,26988.0,48808.0,12682.0,19064.0,36513.0
3811,43.0,340581.0,262569.0,24178.0,215945.0,302355.0,282401.0
3812,44.0,270340.0,160488.0,473504.0,378129.0,269708.0,182664.0
3813,11.0,0.0,0.0,7909.0,82298.0,63008.0,104446.0
3814,35.0,230811.0,423934.0,140379.0,581010.0,629973.0,327974.0
3815,2.0,0.0,29666.0,0.0,0.0,1618.0,0.0
3816,37.0,280997.0,131336.0,47791.0,165482.0,226444.0,145302.0
3817,21.0,27111.0,179698.0,880176.0,223350.0,165255.0,104553.0
3818,20.0,98159.0,109395.0,179979.0,45494.0,283838.0,156294.0
3819,27.0,35524.0,74836.0,316629.0,121319.0,701376.0,390171.0
3820,13.0,87482.0,135971.0,146649.0,84338.0,22756.0,71310.0
3821,58.0,7577.0,353939.0,243247.0,96754.0,99112.0,147232.0
3822,51.0,1486819.0,1696862.0,3251508.0,1001984.0,2532861.0,771174.0
3823,26.0,476775.0,167338.0,1845034.0,1543184.0,1081898.0,1949301.0
3824,16.0,19582.0,76638.0,38527.0,1064.0,21643.0,80844.0
3825,38.0,149576.0,202567.0,824591.0,311146.0,152563.0,290467.0
3826,15.0,32867.0,0.0,119703.0,29372.0,36510.0,51258.0
3827,7.0,11710.0,18027.0,63043.0,15520.0,5461.0,14852.0
3828,37.0,643916.0,303360.0,444353.0,264543.0,582238.0,197632.0
3829,1.0,0.0,77308.0,0.0,0.0,0.0,0.0
3830,56.0,56042.0,122786.0,115749.0,83380.0,39008.0,133893.0
3831,19.0,541229.0,170583.0,311997.0,302633.0,191804.0,0.0
3832,35.0,4920.0,104142.0,337926.0,210047.0,652475.0,152272.0
3833,4.0,0.0,0.0,0.0,91876.0,0.0,213932.0
3834,25.0,106376.0,216319.0,5593.0,531215.0,116306.0,92757.0
3835,21.0,381419.0,232491.0,31126.0,120220.0,67255.0,220045.0
3836,35.0,39608.0,141844.0,99966.0,152784.0,199388.0,109271.0
3837,18.0,471658.0,743825.0,867128.0,29266.0,80403.0,6864.0
3838,8.0,1958.0,2050.0,60332.0,1765.0,0.0,2134.0
3839,53.0,37609.0,120470.0,134932.0,61972.0,104939.0,248717.0
3840,44.0,796249.0,595544.0,2859883.0,41282.0,245811.0,769297.0
3841,37.0,166836.0,278844.0,213195.0,71302.0,120402.0,616273.0
3842,2.0,84137.0,0.0,0.0,26960.0,0.0,0.0
3843,8.0,5806.0,8096.0,13896.0,4071.0,0.0,0.0
3844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3845,8.0,0.0,11330.0,159868.0,0.0,0.0,0.0
3846,14.0,10825.0,27812.0,44966.0,51072.0,55625.0,53832.0
3847,16.0,24602.0,23177.0,106587.0,0.0,34791.0,0.0
3848,34.0,126411.0,112188.0,85244.0,133692.0,54917.0,31720.0
3849,27.0,39657.0,163166.0,232176.0,116743.0,154839.0,6327.0
3850,19.0,28833.0,43779.0,42425.0,14456.0,57191.0,15184.0
3851,44.0,1170041.0,579887.0,2461344.0,628475.0,1090294.0,1788449.0
3852,16.0,0.0,203670.0,79538.0,89216.0,14159.0,22518.0
3853,4.0,0.0,0.0,0.0,9312.0,6827.0,2145.0
3854,32.0,433968.0,173939.0,53441.0,383398.0,197480.0,49971.0
3855,11.0,423489.0,233881.0,0.0,961951.0,82931.0,132434.0
3856,4.0,0.0,43676.0,6779.0,0.0,0.0,0.0
3857,23.0,1064649.0,0.0,1169351.0,6474.0,472878.0,786883.0
3858,7.0,14662.0,81738.0,365154.0,0.0,15069.0,38808.0
3859,5.0,0.0,606721.0,536659.0,0.0,0.0,123373.0
3860,6.0,0.0,39143.0,6101.0,24920.0,21137.0,1716.0
3861,41.0,95059.0,100639.0,84002.0,72012.0,159714.0,153505.0
3862,34.0,674521.0,1174710.0,594619.0,590588.0,343002.0,207820.0
3863,23.0,73804.0,50063.0,309794.0,105267.0,345984.0,50508.0
3864,22.0,290739.0,309232.0,827643.0,234213.0,240622.0,111631.0
3865,38.0,912565.0,275960.0,387468.0,546379.0,1249004.0,202243.0
3866,75.0,3167280.0,5086761.0,1937340.0,3749411.0,2085367.0,142139.0
3867,8.0,0.0,3296.0,4068.0,0.0,3236.0,3753.0
3868,12.0,231204.0,60260.0,186984.0,23590.0,293850.0,39730.0
3869,67.0,171000.0,299910.0,167155.0,337042.0,359840.0,199776.0
3870,19.0,13482.0,2050.0,13107.0,1765.0,67810.0,20085.0
3871,2.0,0.0,0.0,0.0,68286.0,7787.0,0.0
3872,6.0,31982.0,57129.0,0.0,0.0,0.0,9651.0
3873,16.0,236517.0,90030.0,229578.0,0.0,323330.0,144765.0
3874,29.0,82907.0,29151.0,56909.0,83033.0,13956.0,26541.0
3875,28.0,32375.0,23012.0,15263.0,51348.0,62593.0,53413.0
3876,66.0,642145.0,1734768.0,633246.0,3680352.0,1561283.0,2968012.0
3877,10.0,79895.0,134066.0,0.0,175648.0,0.0,0.0
3878,8.0,42068.0,0.0,0.0,248314.0,185787.0,45038.0
3879,14.0,0.0,89051.0,188903.0,451577.0,371825.0,786455.0
3880,24.0,340286.0,676200.0,1031459.0,240953.0,338348.0,291033.0
3881,43.0,681508.0,1484251.0,1293348.0,1403595.0,800742.0,1897722.0
3882,44.0,118185.0,485180.0,715055.0,260641.0,527908.0,426566.0
3883,9.0,136243.0,238774.0,0.0,28290.0,99922.0,0.0
3884,5.0,26570.0,23692.0,42933.0,0.0,0.0,2123.0
3885,19.0,3149.0,21684.0,62581.0,103051.0,25031.0,49671.0
3886,20.0,60519.0,110321.0,78545.0,142427.0,22958.0,6380.0
3887,7.0,47677.0,78287.0,139532.0,0.0,0.0,148734.0
3888,53.0,72918.0,186712.0,143259.0,114979.0,73393.0,155082.0
3889,13.0,25880.0,70252.0,15252.0,7095.0,3540.0,1716.0
3890,2.0,0.0,215288.0,0.0,125931.0,0.0,0.0
3891,20.0,88369.0,235685.0,124504.0,93472.0,80706.0,191520.0
3892,33.0,262792.0,563766.0,519485.0,367328.0,530911.0,246286.0
3893,1.0,0.0,0.0,0.0,423775.0,0.0,0.0
3894,15.0,130879.0,17141.0,80499.0,58558.0,69379.0,140262.0
3895,7.0,0.0,90699.0,158885.0,134799.0,0.0,159939.0
3896,54.0,658451.0,623771.0,448942.0,593604.0,644304.0,548202.0
3897,8.0,10726.0,15966.0,0.0,11529.0,19317.0,3217.0
3898,4.0,0.0,0.0,45192.0,1419.0,90668.0,0.0
3899,20.0,424866.0,454783.0,71822.0,104336.0,695915.0,236772.0
3900,16.0,104448.0,20591.0,27556.0,30489.0,80828.0,21436.0
3901,36.0,35662.0,25897.0,135238.0,20894.0,68631.0,91106.0
3902,31.0,282915.0,69613.0,531802.0,353671.0,217188.0,358376.0
3903,11.0,87680.0,4831.0,13558.0,10819.0,2124.0,0.0
3904,64.0,201613.0,215700.0,159666.0,107129.0,207126.0,123031.0
3905,8.0,0.0,1957.0,86938.0,16007.0,8546.0,9651.0
3906,5.0,0.0,0.0,0.0,21284.0,0.0,114044.0
3907,47.0,96782.0,214206.0,149270.0,60127.0,257287.0,114364.0
3908,52.0,3360226.0,2348545.0,2094722.0,3025397.0,3342585.0,892939.0
3909,8.0,7479.0,199631.0,0.0,123847.0,6473.0,220044.0
3910,12.0,10529.0,42748.0,63269.0,22615.0,0.0,35708.0
3911,59.0,247390.0,297075.0,325781.0,42594.0,341534.0,35281.0
3912,17.0,1093631.0,56242.0,90158.0,504477.0,80706.0,676840.0
3913,45.0,122595.0,284819.0,247676.0,62620.0,26448.0,150128.0
3914,3.0,0.0,0.0,0.0,35473.0,0.0,3217.0
3915,12.0,9644.0,17800.0,28811.0,7024.0,45410.0,28738.0
3916,62.0,501573.0,814798.0,555460.0,280950.0,338703.0,508503.0
3917,5.0,65932.0,0.0,0.0,189783.0,17092.0,0.0
3918,32.0,59062.0,130161.0,31070.0,83272.0,270841.0,33082.0
3919,20.0,153080.0,216163.0,128798.0,8868.0,145008.0,127984.0
3920,3.0,35426.0,0.0,392834.0,0.0,0.0,0.0
3921,11.0,43417.0,11228.0,90385.0,9667.0,15473.0,7506.0
3922,46.0,115429.0,225147.0,120833.0,100345.0,52794.0,10884.0
3923,60.0,242865.0,270500.0,470225.0,381738.0,99164.0,629354.0
3924,39.0,96438.0,212198.0,824874.0,460268.0,952030.0,1278552.0
3925,33.0,95060.0,165534.0,122584.0,226409.0,154535.0,81712.0
3926,3.0,129895.0,0.0,0.0,66513.0,0.0,0.0
3927,4.0,6002.0,0.0,0.0,0.0,4036.0,0.0
3928,5.0,0.0,0.0,0.0,1153.0,0.0,112595.0
3929,20.0,29522.0,43470.0,41430.0,90812.0,97121.0,47193.0
3930,9.0,10628.0,7932.0,11185.0,22970.0,0.0,31635.0
3931,34.0,193613.0,269214.0,351371.0,213816.0,381483.0,114097.0
3932,25.0,133919.0,0.0,72308.0,52146.0,293313.0,29650.0
3933,48.0,505411.0,738263.0,1476435.0,808173.0,1118813.0,968591.0
3934,11.0,110952.0,184952.0,91232.0,53210.0,25587.0,40749.0
3935,34.0,26373.0,455658.0,210426.0,514589.0,633614.0,0.0
3936,1.0,0.0,0.0,0.0,0.0,96079.0,0.0
3937,30.0,40611.0,80059.0,16213.0,41416.0,110693.0,17951.0
3938,32.0,543690.0,382677.0,1767417.0,242319.0,27863.0,436872.0
3939,36.0,328133.0,380544.0,679411.0,433885.0,417235.0,1041779.0
3940,34.0,383288.0,37186.0,945594.0,243481.0,747494.0,1004140.0
3941,6.0,0.0,30985.0,76262.0,0.0,0.0,7313.0
3942,4.0,80397.0,0.0,0.0,0.0,0.0,84715.0
3943,26.0,280948.0,32139.0,114055.0,34941.0,61490.0,28791.0
3944,5.0,0.0,0.0,0.0,36050.0,0.0,35473.0
3945,3.0,0.0,0.0,0.0,3095.0,11985.0,0.0
3946,12.0,12793.0,0.0,0.0,110766.0,32424.0,51580.0
3947,19.0,23617.0,20344.0,61609.0,2767.0,24576.0,46294.0
3948,6.0,70114.0,140091.0,0.0,24831.0,123386.0,0.0
3949,25.0,9742.0,65513.0,105525.0,116798.0,165863.0,176936.0
3950,73.0,1653410.0,1604000.0,2046987.0,2762673.0,1327913.0,1552740.0
3951,27.0,494783.0,59746.0,2244816.0,343738.0,1269506.0,1329755.0
3952,13.0,32405.0,0.0,13558.0,78130.0,13147.0,12707.0
3953,10.0,31490.0,399158.0,252795.0,0.0,57647.0,111362.0
3954,25.0,20006.0,32757.0,52480.0,43544.0,50668.0,99085.0
3955,5.0,0.0,67522.0,0.0,0.0,2528.0,876585.0
3956,7.0,70114.0,212352.0,139531.0,0.0,225937.0,78442.0
3957,43.0,62653.0,50949.0,59485.0,87885.0,80362.0,30583.0
3958,23.0,87974.0,34353.0,16608.0,43809.0,87887.0,87718.0
3959,2.0,20567.0,0.0,0.0,0.0,18204.0,0.0
3960,93.0,189271.0,277627.0,353203.0,288311.0,396047.0,124306.0
3961,25.0,49596.0,40585.0,10846.0,70060.0,8900.0,88361.0
3962,13.0,119956.0,29873.0,41238.0,9755.0,285203.0,65628.0
3963,13.0,70114.0,465341.0,45192.0,0.0,528171.0,235904.0
3964,34.0,191890.0,263290.0,379321.0,120610.0,240115.0,110924.0
3965,64.0,1269281.0,1110690.0,1131029.0,256961.0,739707.0,685279.0
3966,18.0,154103.0,240731.0,1759755.0,38329.0,1064655.0,179221.0
3967,57.0,114238.0,65493.0,60840.0,55550.0,77612.0,126406.0
3968,21.0,61011.0,75494.0,36640.0,27492.0,13562.0,77841.0
3969,22.0,11218.0,82426.0,352106.0,8026.0,10518.0,122140.0
3970,14.0,129895.0,8653.0,16834.0,20309.0,29481.0,75557.0
3971,69.0,99784.0,152659.0,258614.0,171114.0,630126.0,408561.0
3972,49.0,1117149.0,414919.0,540557.0,283078.0,1140153.0,977653.0
3973,5.0,66375.0,102751.0,0.0,12416.0,0.0,231626.0
3974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3975,4.0,0.0,0.0,4520.0,0.0,48293.0,0.0
3976,9.0,4920.0,0.0,11298.0,20149.0,58660.0,15441.0
3977,49.0,328674.0,331172.0,174261.0,164153.0,178505.0,292503.0
3978,38.0,2226031.0,4323994.0,1126758.0,2466290.0,1981450.0,1014434.0
3979,9.0,31175.0,23692.0,29150.0,7982.0,32364.0,24664.0
3980,67.0,737846.0,552178.0,645799.0,1466650.0,934039.0,889667.0
3981,23.0,172702.0,142512.0,330469.0,147657.0,452198.0,139940.0
3982,17.0,0.0,18439.0,34855.0,17382.0,30745.0,25361.0
3983,10.0,37394.0,2575.0,39544.0,6651.0,0.0,34850.0
3984,42.0,449714.0,1024317.0,138176.0,774385.0,1214032.0,117798.0
3985,61.0,291603.0,97867.0,68230.0,126613.0,193747.0,230877.0
3987,10.0,2067.0,10301.0,2248.0,5321.0,1719.0,3850.0
3988,40.0,528213.0,41718.0,169584.0,151888.0,496981.0,207606.0
3989,36.0,251525.0,133551.0,61009.0,30862.0,165762.0,142944.0
3990,33.0,92206.0,124486.0,76771.0,83362.0,134663.0,206800.0
3991,11.0,301121.0,89618.0,0.0,22703.0,143937.0,0.0
3992,3.0,134619.0,0.0,44006.0,0.0,0.0,0.0
3993,8.0,6396.0,25752.0,0.0,203129.0,197164.0,0.0
3994,31.0,1090532.0,404978.0,270476.0,247650.0,550532.0,59086.0
3995,33.0,93583.0,272869.0,59315.0,105986.0,139183.0,168625.0
3996,23.0,254280.0,221160.0,1066652.0,1154173.0,284727.0,781522.0
3997,74.0,15941.0,98796.0,188611.0,259205.0,344318.0,312876.0
3998,42.0,2171860.0,585862.0,966948.0,223217.0,981978.0,1006068.0
3999,38.0,433083.0,481411.0,507362.0,284319.0,424365.0,330495.0
4000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4001,26.0,55697.0,149054.0,67675.0,14278.0,107306.0,39355.0
4002,7.0,36459.0,38165.0,0.0,22171.0,307452.0,0.0
4003,2.0,0.0,0.0,0.0,0.0,0.0,13244.0
4004,46.0,47431.0,111598.0,128573.0,56714.0,162535.0,79322.0
4005,26.0,166404.0,262640.0,207151.0,152269.0,110208.0,498047.0
4006,17.0,34442.0,8241.0,32200.0,155286.0,41517.0,20321.0
4007,39.0,85938.0,56365.0,36628.0,18179.0,24272.0,61971.0
4008,21.0,90927.0,64236.0,72534.0,30951.0,134420.0,0.0
4009,36.0,320063.0,226824.0,1718834.0,1735582.0,896264.0,314518.0
4010,36.0,62882.0,87599.0,90950.0,188631.0,157164.0,100789.0
4011,47.0,67949.0,122878.0,135067.0,104894.0,57485.0,77542.0
4012,47.0,884027.0,161621.0,283807.0,735231.0,513153.0,1193086.0
4013,3.0,1476.0,1545.0,0.0,0.0,2023.0,0.0
4014,25.0,56239.0,44232.0,21365.0,95822.0,10994.0,56867.0
4015,23.0,257084.0,183355.0,396788.0,309418.0,176350.0,230552.0
4016,23.0,660940.0,1004025.0,838319.0,544251.0,271600.0,1178353.0
4017,27.0,24847.0,49187.0,12710.0,47402.0,47888.0,52544.0
4018,5.0,0.0,0.0,0.0,1765.0,3034.0,10294.0
4019,26.0,69278.0,241041.0,142356.0,127333.0,417690.0,503893.0
4020,46.0,20173.0,15451.0,250162.0,389100.0,207226.0,759464.0
4021,32.0,306276.0,123095.0,320866.0,139809.0,275241.0,280148.0
4022,53.0,174590.0,107324.0,137205.0,4682.0,93946.0,95922.0
4023,23.0,219690.0,1471066.0,313465.0,627437.0,542239.0,89648.0
4024,18.0,100964.0,707205.0,222855.0,0.0,82537.0,120638.0
4025,17.0,154497.0,73960.0,23162.0,132715.0,316555.0,0.0
4026,31.0,470034.0,569226.0,812106.0,528776.0,818593.0,740613.0
4027,61.0,1934357.0,2453047.0,1041118.0,676522.0,735002.0,1689902.0
4028,10.0,21255.0,14297.0,0.0,0.0,25486.0,90828.0
4029,8.0,128911.0,0.0,0.0,132006.0,57647.0,88629.0
4030,32.0,25338.0,120109.0,73099.0,34188.0,42578.0,96939.0
4031,17.0,1045165.0,113464.0,209297.0,139899.0,864710.0,256289.0
4032,7.0,34590.0,48929.0,29375.0,0.0,90719.0,3196.0
4033,39.0,273617.0,785132.0,740138.0,800947.0,5562.0,3715769.0
4034,3.0,1476.0,0.0,0.0,0.0,2528.0,3003.0
4035,82.0,171915.0,165072.0,221837.0,306855.0,99164.0,234554.0
4036,29.0,158826.0,55213.0,92644.0,108106.0,90516.0,112060.0
4037,13.0,23617.0,19571.0,0.0,298421.0,51579.0,2681.0
4038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4039,68.0,988977.0,1174299.0,1401980.0,1877156.0,1196536.0,1777361.0
4040,23.0,77248.0,21632.0,47339.0,71745.0,29229.0,64094.0
4041,30.0,168913.0,184591.0,810185.0,234746.0,1516326.0,1541006.0
4042,18.0,0.0,160538.0,15140.0,6739.0,13754.0,31956.0
4043,35.0,158925.0,784822.0,608007.0,1063894.0,398728.0,535902.0
4044,15.0,0.0,0.0,0.0,36449.0,30745.0,82078.0
4045,6.0,0.0,268132.0,166082.0,150806.0,67255.0,39730.0
4046,1.0,44282.0,0.0,0.0,0.0,0.0,0.0
4047,37.0,263531.0,118461.0,155688.0,96665.0,293395.0,198061.0
4048,67.0,82660.0,94096.0,279290.0,113018.0,217845.0,116724.0
4049,74.0,722640.0,1898449.0,3965909.0,3417201.0,3409840.0,5602982.0
4050,2.0,0.0,129791.0,0.0,0.0,0.0,0.0
4051,53.0,34441.0,113103.0,94114.0,108698.0,153898.0,123105.0
4052,33.0,419797.0,389887.0,386394.0,284143.0,31150.0,796644.0
4053,24.0,111739.0,58992.0,153654.0,57024.0,9304.0,52791.0
4054,20.0,92896.0,185931.0,0.0,422204.0,405453.0,926921.0
4055,4.0,0.0,26782.0,0.0,0.0,353570.0,37532.0
4056,28.0,3444.0,0.0,28697.0,41637.0,102572.0,150537.0
4057,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4058,39.0,292511.0,110633.0,178590.0,226498.0,179415.0,122332.0
4059,56.0,276766.0,412827.0,468779.0,42941.0,56079.0,281747.0
4060,19.0,35426.0,142719.0,128933.0,5232.0,85672.0,27238.0
4061,96.0,619363.0,992384.0,1260980.0,3277658.0,1108367.0,5431672.0
4062,13.0,4920.0,0.0,22031.0,36892.0,93125.0,15002.0
4063,20.0,73548.0,74166.0,110247.0,0.0,50770.0,34701.0
4064,22.0,750048.0,424201.0,626354.0,0.0,600493.0,145677.0
4065,9.0,0.0,69016.0,105073.0,114579.0,233472.0,1716.0
4066,5.0,0.0,0.0,4293.0,24654.0,30341.0,61767.0
4067,20.0,63767.0,0.0,310132.0,122915.0,492429.0,1354430.0
4068,30.0,1302348.0,619700.0,400969.0,354645.0,172942.0,20374.0
4069,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4070,42.0,84648.0,79862.0,73189.0,71409.0,133086.0,90183.0
4071,2.0,2706.0,0.0,0.0,0.0,0.0,1072.0
4072,56.0,1387173.0,986411.0,306743.0,1084425.0,933028.0,1396564.0
4073,27.0,118973.0,539343.0,109140.0,117133.0,363057.0,446040.0
4074,19.0,24236.0,18644.0,28810.0,31039.0,86977.0,39140.0
4075,57.0,969442.0,2185431.0,1521963.0,1460883.0,122981.0,1056900.0
4076,30.0,22495.0,87145.0,44967.0,67886.0,13805.0,96672.0
4077,2.0,0.0,0.0,0.0,0.0,61693.0,116134.0
4078,27.0,48975.0,100741.0,80703.0,35793.0,114617.0,9640.0
4079,54.0,842303.0,747843.0,1152064.0,885862.0,712550.0,854869.0
4080,85.0,152431.0,276835.0,435318.0,194751.0,348917.0,487379.0
4081,34.0,142797.0,33292.0,76137.0,29089.0,75062.0,61231.0
4082,43.0,535818.0,566702.0,480734.0,193863.0,1015352.0,801306.0
4083,42.0,97127.0,394265.0,1108511.0,289215.0,331270.0,151361.0
4084,15.0,56091.0,91008.0,31070.0,311412.0,164901.0,157849.0
4085,9.0,145444.0,251496.0,62252.0,0.0,237821.0,66217.0
4086,34.0,767021.0,310983.0,172579.0,298420.0,796546.0,494027.0
4087,17.0,177917.0,16481.0,86148.0,10198.0,134177.0,11259.0
4088,14.0,5904.0,9426.0,98068.0,7893.0,40039.0,9544.0
4089,23.0,100373.0,110580.0,345779.0,194403.0,129454.0,195435.0
4090,6.0,32720.0,58715.0,0.0,13303.0,0.0,249266.0
4091,53.0,33654.0,254009.0,668621.0,1012591.0,280247.0,446447.0
4092,34.0,124611.0,61929.0,333881.0,119989.0,20227.0,67376.0
4093,9.0,57961.0,0.0,272397.0,51348.0,2124.0,230124.0
4094,6.0,2243.0,2987.0,0.0,0.0,12136.0,75922.0
4095,13.0,0.0,0.0,42198.0,40351.0,18367.0,295033.0
4096,5.0,79669.0,0.0,0.0,0.0,13350.0,0.0
4097,16.0,0.0,118150.0,1673246.0,1442839.0,262953.0,0.0
4098,13.0,0.0,0.0,136594.0,12858.0,0.0,56941.0
4099,74.0,310981.0,1004748.0,496687.0,272694.0,142327.0,800297.0
4100,15.0,22938.0,0.0,0.0,26517.0,30138.0,7207.0
4101,37.0,802941.0,429494.0,672429.0,357750.0,215571.0,275914.0
4102,20.0,26963.0,14833.0,84397.0,47259.0,15170.0,11185.0
4103,12.0,63963.0,66955.0,0.0,96222.0,73627.0,32707.0
4104,20.0,1235383.0,384582.0,85865.0,281704.0,508662.0,295431.0
4105,5.0,0.0,0.0,29250.0,0.0,0.0,0.0
4106,21.0,186036.0,240731.0,401083.0,273367.0,276252.0,58979.0
4107,26.0,200845.0,113122.0,79200.0,21285.0,283180.0,302185.0
4108,4.0,0.0,0.0,1808.0,0.0,0.0,9147.0
4109,4.0,74788.0,66544.0,0.0,64872.0,0.0,101872.0
4110,41.0,209703.0,246221.0,487106.0,182864.0,99670.0,193548.0
4111,40.0,747293.0,1058929.0,184159.0,297976.0,369145.0,325991.0
4112,47.0,309878.0,472705.0,514809.0,795716.0,799831.0,510027.0
4113,24.0,34147.0,70458.0,77732.0,31306.0,100832.0,85143.0
4114,6.0,1476.0,5356.0,0.0,4345.0,0.0,6863.0
4115,113.0,200450.0,230027.0,393513.0,633528.0,355895.0,661603.0
4116,12.0,204684.0,629125.0,0.0,243304.0,438170.0,569413.0
4117,14.0,292609.0,0.0,1292274.0,466564.0,451935.0,145699.0
4118,4.0,2460.0,0.0,1808.0,1508.0,0.0,1072.0
4119,45.0,363758.0,401693.0,457516.0,752968.0,343932.0,490705.0
4120,34.0,561404.0,543063.0,783521.0,213506.0,539308.0,580672.0
4121,17.0,292609.0,229245.0,0.0,183664.0,532278.0,460409.0
4122,83.0,895588.0,1264637.0,2503317.0,1188980.0,2339926.0,2075731.0
4123,53.0,71147.0,116348.0,79426.0,430046.0,764738.0,74205.0
4124,30.0,63097.0,68862.0,88013.0,59595.0,11125.0,19033.0
4125,28.0,1440607.0,365011.0,577445.0,1392068.0,525552.0,363684.0
4126,23.0,134816.0,107129.0,174984.0,51348.0,79999.0,45253.0
4127,15.0,38378.0,152452.0,138966.0,130364.0,162828.0,48255.0
4128,11.0,98160.0,2575.0,4497.0,1321.0,163982.0,0.0
4129,64.0,603471.0,654877.0,277933.0,1288405.0,1035275.0,510327.0
4130,70.0,92146.0,101237.0,169302.0,43721.0,95522.0,144165.0
4131,51.0,470476.0,1140306.0,414585.0,1474206.0,651365.0,894064.0
4132,4.0,0.0,10198.0,0.0,0.0,20126.0,4021.0
4133,14.0,100964.0,139783.0,142751.0,74051.0,83437.0,237256.0
4134,58.0,1693214.0,1451340.0,1380118.0,3077012.0,1778674.0,2385744.0
4135,9.0,205914.0,138959.0,56886.0,0.0,0.0,244494.0
4136,21.0,32031.0,72724.0,292450.0,189207.0,350688.0,239400.0
4137,36.0,146527.0,131233.0,258329.0,239135.0,256379.0,387277.0
4138,20.0,20567.0,218224.0,242401.0,672310.0,161817.0,425345.0
4139,13.0,59043.0,0.0,158117.0,144553.0,123689.0,137260.0
4140,29.0,817062.0,1254388.0,2253119.0,3453383.0,138354.0,2433732.0
4141,54.0,311306.0,617228.0,564622.0,1699443.0,391749.0,369314.0
4142,24.0,27947.0,204935.0,175211.0,8780.0,136330.0,17158.0
4143,12.0,205668.0,0.0,269290.0,260375.0,82931.0,172647.0
4144,48.0,93780.0,113723.0,89256.0,300123.0,145797.0,219326.0
4145,24.0,20567.0,27504.0,85063.0,64031.0,199743.0,138332.0
4146,8.0,19582.0,0.0,0.0,70858.0,33982.0,18444.0
4147,10.0,54024.0,0.0,209467.0,245920.0,0.0,128681.0
4148,28.0,1232776.0,959886.0,202631.0,66247.0,399688.0,1504762.0
4149,13.0,12400.0,6592.0,1808.0,1862.0,5249.0,4075.0
4150,37.0,50482.0,51401.0,140323.0,115316.0,108366.0,138513.0
4151,29.0,120163.0,158500.0,66432.0,69208.0,101024.0,26294.0
4152,39.0,80299.0,75711.0,22201.0,121320.0,108811.0,79955.0
4153,47.0,209209.0,891694.0,328435.0,908963.0,549167.0,719219.0
4154,32.0,621481.0,379586.0,704266.0,178742.0,485249.0,1270616.0
4155,14.0,200993.0,1193148.0,247936.0,396814.0,426084.0,119190.0
4156,18.0,114740.0,390558.0,252230.0,69927.0,461179.0,244494.0
4157,2.0,0.0,3708.0,0.0,0.0,0.0,0.0
4158,29.0,67899.0,79780.0,588629.0,438807.0,21137.0,443682.0
4159,16.0,22535.0,102906.0,58637.0,58443.0,0.0,40320.0
4160,19.0,30870.0,106583.0,6666.0,88569.0,23211.0,7399.0
4161,21.0,0.0,236714.0,0.0,727736.0,296883.0,416659.0
4162,13.0,19780.0,11846.0,121025.0,36360.0,0.0,0.0
4163,5.0,0.0,0.0,97163.0,66513.0,1618.0,31634.0
4164,7.0,37197.0,52689.0,1808.0,35917.0,0.0,93615.0
4165,14.0,698778.0,1217871.0,500223.0,155019.0,0.0,661956.0
4166,10.0,147706.0,41203.0,174386.0,123270.0,63715.0,87396.0
4167,47.0,1148934.0,338589.0,621643.0,324405.0,677124.0,7292.0
4168,6.0,0.0,6696.0,1695.0,13658.0,21896.0,0.0
4169,7.0,59043.0,71076.0,225962.0,0.0,152513.0,66485.0
4170,14.0,8364.0,5974.0,16518.0,41548.0,30239.0,1072.0
4171,1.0,0.0,0.0,0.0,0.0,0.0,97583.0
