°í°´¹øÈ£,±Í±Ý¼Ó±¸¸ÅÈ½¼ö,±Í±Ý¼Ó1,±Í±Ý¼Ó2,±Í±Ý¼Ó3,±Í±Ý¼Ó4,±Í±Ý¼Ó5,±Í±Ý¼Ó6,±Í±Ý¼Ó7
3072,1.0,0.0,0.0,0.0,0.0,5057.0,0.0,0.0
3073,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22525.0
3074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3085,1.0,0.0,0.0,0.0,0.0,0.0,16085.0,0.0
3086,2.0,0.0,0.0,0.0,579841.0,0.0,0.0,0.0
3087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3090,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3092,3.0,868823.0,0.0,126087.0,0.0,0.0,0.0,0.0
3093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3094,2.0,0.0,0.0,45192.0,0.0,0.0,0.0,0.0
3095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3098,3.0,0.0,555835.0,1329784.0,0.0,0.0,0.0,0.0
3099,4.0,0.0,20602.0,11298.0,0.0,0.0,136187.0,0.0
3100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3102,3.0,350619.0,0.0,0.0,0.0,0.0,548073.0,0.0
3103,6.0,0.0,0.0,0.0,13701618.0,36409.0,11077278.0,0.0
3104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3105,5.0,0.0,0.0,0.0,9607095.0,0.0,0.0,0.0
3106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3112,2.0,573606.0,0.0,0.0,0.0,0.0,0.0,39418.0
3113,24.0,5904.0,257522.0,2910386.0,53254508.0,12801754.0,0.0,29038684.0
3114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3119,2.0,0.0,56655.0,89255.0,0.0,0.0,0.0,0.0
3120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3122,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16893.0
3123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3126,2.0,0.0,0.0,284429.0,223261.0,0.0,0.0,0.0
3127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16893.0
3129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3130,2.0,0.0,0.0,0.0,0.0,1083365.0,0.0,0.0
3131,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5631.0
3132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3133,4.0,255854.0,0.0,0.0,131695.0,0.0,67557.0,129742.0
3134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3135,2.0,0.0,374436.0,0.0,0.0,0.0,0.0,0.0
3136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3140,28.0,15744887.0,0.0,2926204.0,3960077.0,2113736.0,1907694.0,1756917.0
3141,1.0,0.0,0.0,0.0,0.0,15170.0,0.0,0.0
3142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3147,7.0,0.0,185416.0,0.0,6594425.0,0.0,0.0,0.0
3148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3149,3.0,0.0,3352003.0,0.0,0.0,0.0,0.0,0.0
3150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3151,1.0,0.0,339928.0,0.0,0.0,0.0,0.0,0.0
3152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3158,5.0,0.0,0.0,794255.0,106420.0,0.0,0.0,0.0
3159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3161,1.0,0.0,0.0,0.0,0.0,0.0,261297.0,0.0
3162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3164,1.0,0.0,0.0,0.0,0.0,0.0,226264.0,0.0
3165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3168,2.0,0.0,1030086.0,0.0,0.0,0.0,0.0,0.0
3169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3175,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1309128.0
3176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3178,2.0,282522.0,0.0,0.0,0.0,0.0,0.0,0.0
3179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3180,1.0,0.0,0.0,0.0,0.0,0.0,376820.0,0.0
3181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3183,2.0,0.0,0.0,0.0,0.0,0.0,198383.0,288878.0
3184,1.0,0.0,98888.0,0.0,0.0,0.0,0.0,0.0
3185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3190,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3191,3.0,0.0,0.0,0.0,0.0,0.0,657902.0,0.0
3192,1.0,0.0,0.0,0.0,0.0,0.0,0.0,123885.0
3193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3195,6.0,6049234.0,0.0,2587262.0,0.0,0.0,0.0,0.0
3196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3197,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5631.0
3198,6.0,0.0,0.0,0.0,0.0,0.0,63268.0,665150.0
3199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3201,21.0,0.0,1147722.0,0.0,0.0,11186213.0,36272994.0,20501870.0
3202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3204,2.0,0.0,0.0,0.0,0.0,0.0,179081.0,0.0
3205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3206,2.0,0.0,0.0,1299280.0,0.0,0.0,66625.0,0.0
3207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3210,9.0,1876840.0,0.0,0.0,1021821.0,0.0,12224682.0,0.0
3211,1.0,0.0,0.0,0.0,0.0,141590.0,0.0,0.0
3212,1.0,0.0,0.0,0.0,0.0,0.0,16085.0,0.0
3213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3217,1.0,0.0,0.0,490337.0,0.0,0.0,0.0,0.0
3218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3223,5.0,2460139.0,3378683.0,0.0,62079.0,0.0,0.0,0.0
3224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3228,1.0,0.0,131851.0,0.0,0.0,0.0,0.0,0.0
3229,2.0,0.0,0.0,49711.0,0.0,0.0,0.0,0.0
3230,1.0,0.0,46354.0,0.0,0.0,0.0,0.0,0.0
3231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3240,1.0,0.0,137001.0,0.0,0.0,0.0,0.0,0.0
3241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3246,1.0,0.0,0.0,1165962.0,0.0,0.0,0.0,0.0
3247,4.0,494980.0,0.0,3389425.0,0.0,0.0,0.0,0.0
3248,1.0,0.0,56655.0,0.0,0.0,0.0,0.0,0.0
3249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3252,1.0,0.0,0.0,0.0,0.0,0.0,305617.0,0.0
3253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3254,1.0,0.0,0.0,0.0,0.0,197973.0,0.0,0.0
3255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3265,1.0,0.0,0.0,0.0,131695.0,0.0,0.0,0.0
3266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3267,2.0,0.0,0.0,0.0,0.0,0.0,0.0,760204.0
3268,2.0,64780.0,12361.0,0.0,0.0,0.0,0.0,0.0
3269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3271,1.0,0.0,0.0,0.0,0.0,0.0,10723.0,0.0
3272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3273,1.0,0.0,30903.0,0.0,0.0,0.0,0.0,0.0
3274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3276,2.0,0.0,0.0,291490.0,0.0,0.0,0.0,0.0
3277,3.0,0.0,0.0,618163.0,0.0,0.0,0.0,0.0
3278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3288,1.0,0.0,92708.0,0.0,0.0,0.0,0.0,0.0
3289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3292,1.0,97421.0,0.0,0.0,0.0,0.0,0.0,0.0
3293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3296,5.0,0.0,13257210.0,0.0,0.0,0.0,0.0,0.0
3297,5.0,3247382.0,0.0,0.0,8868.0,0.0,0.0,0.0
3298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3299,7.0,15745.0,92707.0,3389.0,226462.0,0.0,5362.0,45049.0
3300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3301,25.0,980117.0,36053.0,46322.0,14189.0,0.0,0.0,0.0
3302,2.0,0.0,0.0,206981.0,0.0,0.0,0.0,1689.0
3303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3308,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4659209.0
3309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3311,5.0,0.0,46354.0,6779.0,0.0,1467641.0,0.0,0.0
3312,1.0,0.0,0.0,0.0,4330421.0,0.0,0.0,0.0
3313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3321,1.0,0.0,0.0,0.0,0.0,0.0,0.0,66448.0
3322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3326,1.0,0.0,0.0,0.0,0.0,10114.0,0.0,0.0
3327,10.0,984056.0,270398.0,0.0,532102.0,0.0,101872.0,10115788.0
3328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16893.0
3332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3333,1.0,0.0,0.0,25986.0,0.0,0.0,0.0,0.0
3334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16893.0
3337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3340,5.0,0.0,0.0,0.0,266051.0,5006216.0,0.0,0.0
3341,1.0,0.0,0.0,0.0,0.0,0.0,774230.0,0.0
3342,1.0,0.0,0.0,166647.0,0.0,0.0,0.0,0.0
3343,3.0,0.0,0.0,0.0,26606.0,0.0,0.0,16893.0
3344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3345,2.0,0.0,44294.0,40673.0,0.0,0.0,0.0,0.0
3346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3347,1.0,0.0,0.0,0.0,0.0,0.0,19302.0,0.0
3348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3354,1.0,0.0,0.0,0.0,0.0,0.0,72383.0,0.0
3355,8.0,144656.0,0.0,0.0,939780.0,285354.0,195595.0,1074197.0
3356,11.0,635700.0,1615279.0,3132620.0,940046.0,0.0,0.0,0.0
3357,1.0,0.0,0.0,225962.0,0.0,0.0,0.0,0.0
3358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3360,1.0,0.0,0.0,0.0,0.0,0.0,5362.0,0.0
3361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3365,8.0,282424.0,0.0,203930.0,1338236.0,4045427.0,0.0,0.0
3366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3367,5.0,0.0,0.0,1321875.0,913442.0,0.0,0.0,0.0
3368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3369,3.0,0.0,0.0,0.0,0.0,273066.0,0.0,961236.0
3370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3372,3.0,0.0,0.0,0.0,0.0,606814.0,0.0,359267.0
3373,5.0,0.0,0.0,459832.0,1283252.0,0.0,0.0,0.0
3374,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5631.0
3375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3378,1.0,0.0,0.0,0.0,2350116.0,0.0,0.0,0.0
3379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3386,2.0,0.0,0.0,0.0,140475.0,0.0,418213.0,0.0
3387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3390,5.0,0.0,0.0,0.0,656259.0,0.0,2809532.0,4045921.0
3391,1.0,0.0,0.0,0.0,810568.0,0.0,0.0,0.0
3392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56311.0
3396,6.0,0.0,566547.0,376226.0,709469.0,0.0,0.0,259033.0
3397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3399,6.0,0.0,999184.0,771659.0,0.0,0.0,8718129.0,0.0
3400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3401,3.0,0.0,0.0,0.0,0.0,0.0,121174.0,117691.0
3402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3406,2.0,0.0,0.0,0.0,0.0,0.0,0.0,105921.0
3407,3.0,0.0,0.0,0.0,133025.0,343861.0,214468.0,0.0
3408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3433,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1775838.0
3434,11.0,285376.0,669618.0,2091952.0,1152887.0,809086.0,0.0,1407786.0
3435,1.0,173194.0,0.0,0.0,0.0,0.0,0.0,0.0
3436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3437,1.0,0.0,0.0,0.0,42967.0,0.0,0.0,0.0
3438,6.0,3133233.0,0.0,3851517.0,0.0,20227.0,0.0,0.0
3439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3440,1.0,0.0,41203.0,0.0,0.0,0.0,0.0,0.0
3441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3442,1.0,0.0,166359.0,0.0,0.0,0.0,0.0,0.0
3443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3445,2.0,0.0,0.0,0.0,0.0,0.0,58979.0,0.0
3446,2.0,0.0,339671.0,0.0,0.0,0.0,0.0,0.0
3447,4.0,0.0,0.0,0.0,9343705.0,0.0,5078605.0,0.0
3448,2.0,0.0,0.0,56490.0,0.0,0.0,0.0,4937050.0
3450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3451,2.0,0.0,0.0,0.0,0.0,0.0,56834.0,0.0
3452,1.0,0.0,24465.0,0.0,0.0,0.0,0.0,0.0
3453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3454,2.0,2017314.0,0.0,0.0,0.0,0.0,0.0,0.0
3455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3457,2.0,172702.0,0.0,1186299.0,0.0,0.0,0.0,0.0
3458,1.0,0.0,44294.0,0.0,0.0,0.0,0.0,0.0
3459,3.0,0.0,1309343.0,0.0,0.0,0.0,0.0,0.0
3460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
