고객번호,기타구매횟수,기타1,기타2,기타3,기타4,기타5,기타6
2386,16.0,32080.0,93348.0,0.0,25399.0,13047.0,39677.0
2387,16.0,160679.0,24207.0,0.0,0.0,6068.0,104017.0
2388,1.0,0.0,0.0,0.0,0.0,11024.0,0.0
2389,6.0,0.0,3131.0,3390.0,11174.0,0.0,0.0
2390,53.0,105934.0,254328.0,89503.0,111829.0,372604.0,336531.0
2391,8.0,0.0,135663.0,4632.0,0.0,0.0,275162.0
2392,40.0,131864.0,68523.0,163654.0,70504.0,147830.0,488558.0
2393,38.0,95452.0,152452.0,81345.0,85935.0,77976.0,1699425.0
2394,63.0,579705.0,569328.0,572587.0,136571.0,146851.0,126215.0
2395,2.0,0.0,0.0,4293.0,0.0,5057.0,0.0
2396,37.0,149529.0,94664.0,115353.0,91875.0,60379.0,141228.0
2397,11.0,0.0,0.0,0.0,19332.0,12521.0,8043.0
2398,13.0,38083.0,0.0,421419.0,26872.0,132184.0,4290.0
2399,4.0,0.0,0.0,0.0,6119.0,0.0,25951.0
2400,27.0,47432.0,20457.0,79425.0,18092.0,14564.0,31742.0
2401,1.0,0.0,0.0,0.0,0.0,6068.0,0.0
2402,28.0,49646.0,40585.0,244604.0,41238.0,296429.0,95330.0
2403,3.0,0.0,0.0,0.0,10908.0,0.0,0.0
2404,15.0,62999.0,0.0,111252.0,220254.0,0.0,49006.0
2405,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2406,17.0,25586.0,38424.0,13558.0,2661.0,7080.0,26583.0
2407,20.0,0.0,96983.0,28810.0,127351.0,25688.0,22015.0
2408,8.0,0.0,0.0,21919.0,4434.0,6068.0,21875.0
2409,44.0,226627.0,185622.0,321092.0,187122.0,112665.0,148509.0
2410,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,21.0,258315.0,176762.0,424808.0,608370.0,227050.0,0.0
2412,50.0,97521.0,68500.0,150266.0,247498.0,327682.0,76018.0
2413,66.0,6396.0,111352.0,165066.0,337442.0,270843.0,360520.0
2414,36.0,30505.0,24722.0,83606.0,39642.0,61187.0,149055.0
2415,23.0,68785.0,530804.0,7344.0,195725.0,71099.0,61016.0
2416,36.0,914877.0,19633.0,111851.0,315138.0,152715.0,272096.0
2417,21.0,0.0,0.0,0.0,125966.0,35044.0,28815.0
2418,2.0,0.0,0.0,0.0,0.0,0.0,33221.0
2419,19.0,108246.0,103009.0,45192.0,275629.0,145433.0,58229.0
2420,57.0,53976.0,29769.0,127554.0,110144.0,199642.0,100254.0
2421,5.0,13776.0,280368.0,0.0,0.0,0.0,0.0
2422,64.0,119564.0,212404.0,244490.0,191644.0,385631.0,216183.0
2423,19.0,47036.0,0.0,117049.0,74405.0,50770.0,0.0
2424,26.0,16631.0,28843.0,35929.0,155729.0,38836.0,22304.0
2425,15.0,117495.0,40997.0,0.0,12416.0,40252.0,114953.0
2426,1.0,6495.0,0.0,0.0,0.0,0.0,0.0
2427,18.0,123775.0,26371.0,414188.0,94182.0,12136.0,21018.0
2428,27.0,58059.0,82820.0,114618.0,46559.0,63209.0,125892.0
2429,17.0,185002.0,266792.0,112981.0,16406.0,51074.0,56995.0
2430,36.0,60579.0,341038.0,79674.0,25550.0,10376.0,120638.0
2431,25.0,251427.0,104142.0,21692.0,31705.0,37318.0,59836.0
2432,46.0,75359.0,92378.0,193932.0,118125.0,69026.0,150768.0
2433,37.0,279510.0,88278.0,72194.0,64385.0,352215.0,155705.0
2434,27.0,48809.0,83025.0,411917.0,19511.0,182348.0,142192.0
2435,4.0,0.0,56449.0,38696.0,0.0,0.0,0.0
2436,1.0,0.0,0.0,0.0,0.0,0.0,7292.0
2437,5.0,0.0,0.0,0.0,35651.0,43590.0,0.0
2438,13.0,47235.0,0.0,0.0,0.0,54108.0,998886.0
2439,63.0,185741.0,150597.0,236604.0,261341.0,102147.0,91363.0
2440,22.0,42117.0,40173.0,18077.0,26695.0,81819.0,1118987.0
2441,7.0,0.0,0.0,14236.0,4434.0,17497.0,5362.0
2442,30.0,0.0,0.0,72873.0,381075.0,23363.0,52119.0
2443,9.0,0.0,0.0,567265.0,0.0,209554.0,57906.0
2444,19.0,71638.0,0.0,8361.0,43011.0,47534.0,10724.0
2445,42.0,43296.0,4120.0,27114.0,31924.0,88493.0,67910.0
2446,34.0,0.0,13700.0,43837.0,82031.0,68419.0,115919.0
2447,29.0,10628.0,51505.0,63834.0,36272.0,50465.0,197846.0
2448,4.0,0.0,0.0,0.0,9400.0,37926.0,40213.0
2449,45.0,190119.0,208386.0,453730.0,128059.0,106495.0,137259.0
2450,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,49.0,432198.0,360633.0,415318.0,180337.0,342231.0,430973.0
2452,20.0,59043.0,3605.0,25782.0,7591.0,5057.0,48942.0
2453,38.0,101417.0,181490.0,142616.0,291539.0,207894.0,138900.0
2454,27.0,62529.0,216845.0,333124.0,179094.0,227185.0,304277.0
2455,3.0,9349.0,0.0,0.0,3547.0,0.0,4182.0
2456,101.0,568055.0,184210.0,245395.0,300256.0,335285.0,764669.0
2457,3.0,0.0,467762.0,0.0,0.0,27205.0,0.0
2458,94.0,440660.0,762366.0,545586.0,823425.0,1788077.0,1439616.0
2459,26.0,84137.0,14936.0,139485.0,21285.0,54330.0,51150.0
2460,15.0,109938.0,41100.0,32640.0,50550.0,220780.0,49006.0
2461,37.0,268767.0,489290.0,112923.0,69483.0,153433.0,142825.0
2462,17.0,181902.0,1177800.0,170770.0,0.0,52854.0,71847.0
2463,47.0,145049.0,179689.0,158986.0,186946.0,188112.0,176615.0
2464,22.0,143770.0,42027.0,122076.0,151827.0,11124.0,130397.0
2465,6.0,38378.0,0.0,16947.0,27404.0,0.0,19302.0
2466,5.0,0.0,0.0,0.0,79195.0,0.0,0.0
2467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2468,192.0,648686.0,675431.0,791558.0,449619.0,593292.0,334461.0
2469,10.0,39362.0,9889.0,0.0,9312.0,90011.0,48363.0
2470,25.0,9841.0,0.0,11298.0,134533.0,29734.0,141335.0
2471,11.0,490108.0,1071299.0,115693.0,0.0,69379.0,301971.0
2472,18.0,10825.0,34404.0,189242.0,149077.0,81616.0,64845.0
2473,44.0,333939.0,260644.0,234865.0,226533.0,145211.0,241289.0
2474,26.0,135170.0,174909.0,167664.0,64118.0,143623.0,76780.0
2475,68.0,11218.0,0.0,17433.0,227293.0,117218.0,69809.0
2476,3.0,0.0,13391.0,0.0,5321.0,0.0,17157.0
2477,19.0,113559.0,99919.0,38413.0,64384.0,17193.0,43966.0
2478,38.0,58550.0,70560.0,233510.0,73431.0,37421.0,128468.0
2479,5.0,0.0,0.0,6214.0,16318.0,23059.0,0.0
2480,11.0,16729.0,107129.0,242910.0,0.0,48545.0,147447.0
2481,83.0,371675.0,661008.0,399782.0,211847.0,583553.0,233941.0
2482,4.0,0.0,0.0,0.0,2661.0,12136.0,5362.0
2483,19.0,259791.0,0.0,0.0,32193.0,71605.0,146642.0
2484,43.0,186321.0,274929.0,221894.0,438203.0,427793.0,351568.0
2485,30.0,99389.0,77772.0,113546.0,108017.0,42123.0,106269.0
2486,39.0,93388.0,91162.0,148840.0,180028.0,252940.0,93220.0
2487,27.0,0.0,374231.0,11863.0,11174.0,315847.0,109272.0
2488,28.0,108049.0,142152.0,86543.0,127705.0,146666.0,115813.0
2489,30.0,0.0,0.0,0.0,24121.0,136788.0,96900.0
2490,52.0,258922.0,45715.0,751266.0,301612.0,103057.0,201707.0
2491,31.0,115724.0,82923.0,27115.0,37246.0,166878.0,123748.0
2492,34.0,14465.0,19572.0,288474.0,168925.0,381029.0,51472.0
2493,20.0,6101.0,12361.0,78521.0,103671.0,70289.0,35387.0
2494,43.0,185200.0,146064.0,245507.0,186235.0,180628.0,32277.0
2495,59.0,7872.0,40586.0,104957.0,221967.0,262202.0,23163.0
2496,32.0,122514.0,840346.0,0.0,60305.0,280752.0,365614.0
2497,38.0,71442.0,110014.0,91289.0,156528.0,138455.0,190017.0
2498,6.0,0.0,0.0,3615.0,5321.0,0.0,98763.0
2499,53.0,129648.0,285487.0,118969.0,68375.0,366021.0,189374.0
2500,1.0,0.0,0.0,0.0,12416.0,0.0,0.0
2501,27.0,151544.0,321182.0,254206.0,64651.0,290765.0,106913.0
2502,38.0,52666.0,442236.0,195367.0,93650.0,150186.0,160656.0
2503,38.0,1130868.0,178205.0,445483.0,196613.0,197619.0,220903.0
2504,8.0,0.0,67986.0,29149.0,19156.0,55625.0,93722.0
2505,78.0,118381.0,464986.0,195289.0,489091.0,166875.0,115234.0
2506,13.0,81578.0,6181.0,70896.0,14189.0,1256106.0,47837.0
2507,83.0,490061.0,410487.0,264794.0,1089895.0,398274.0,683510.0
2508,11.0,0.0,0.0,0.0,10643.0,8091.0,10724.0
2509,50.0,67899.0,157604.0,68918.0,210623.0,138761.0,39999.0
2510,55.0,455959.0,189432.0,330017.0,104337.0,241814.0,375050.0
2511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2512,11.0,0.0,0.0,0.0,54106.0,15070.0,5362.0
2513,36.0,2008438.0,36465.0,85719.0,17835.0,2428076.0,279088.0
2514,41.0,185296.0,49341.0,145746.0,127882.0,58052.0,618740.0
2515,40.0,74789.0,52534.0,146875.0,142692.0,144119.0,92221.0
2516,9.0,0.0,0.0,0.0,32813.0,66882.0,8471.0
2517,5.0,39165.0,26576.0,0.0,0.0,108620.0,0.0
2518,23.0,0.0,49959.0,0.0,8629.0,112493.0,129787.0
2519,29.0,5117.0,20807.0,26551.0,93119.0,93651.0,59945.0
2520,19.0,13776.0,44191.0,64626.0,190492.0,97494.0,0.0
2521,95.0,164838.0,532330.0,273085.0,175710.0,390082.0,165054.0
2522,7.0,0.0,0.0,0.0,39730.0,47231.0,0.0
2523,175.0,728492.0,327069.0,296722.0,156661.0,159513.0,221780.0
2524,43.0,35327.0,27813.0,80783.0,97552.0,117318.0,113884.0
2525,53.0,191004.0,35022.0,55361.0,103760.0,224035.0,1019497.0
2526,25.0,77642.0,117862.0,190372.0,180648.0,100176.0,0.0
2527,20.0,82661.0,35702.0,964021.0,115394.0,253022.0,34315.0
2528,28.0,58059.0,0.0,0.0,21906.0,31253.0,120102.0
2529,18.0,0.0,35023.0,11072.0,43986.0,29329.0,31848.0
2530,11.0,0.0,0.0,0.0,18606.0,27994.0,14338.0
2531,19.0,29522.0,13185.0,56152.0,29886.0,291979.0,25736.0
2532,2.0,0.0,0.0,40447.0,0.0,0.0,25736.0
2533,64.0,51466.0,106614.0,22258.0,90794.0,111319.0,338042.0
2534,64.0,724687.0,2930123.0,127555.0,3144102.0,138415.0,2817897.0
2535,11.0,0.0,20602.0,0.0,52589.0,33274.0,5362.0
2536,8.0,65046.0,0.0,0.0,2572.0,16485.0,7506.0
2537,5.0,0.0,0.0,0.0,14899.0,9386.0,2681.0
2538,38.0,201930.0,364240.0,120325.0,136307.0,110137.0,168035.0
2539,40.0,99222.0,45117.0,88158.0,18713.0,23160.0,104229.0
2540,8.0,6888.0,0.0,0.0,21018.0,34892.0,32170.0
2541,77.0,1267540.0,57374.0,340298.0,44696.0,207836.0,382259.0
2542,25.0,13580.0,0.0,60411.0,17001.0,175166.0,351729.0
2543,37.0,647607.0,41718.0,44628.0,48066.0,185684.0,627214.0
2544,35.0,146329.0,111249.0,168004.0,70592.0,221183.0,95439.0
2545,6.0,0.0,33375.0,77674.0,0.0,10012.0,23163.0
2546,3.0,0.0,15451.0,0.0,0.0,0.0,750639.0
2547,9.0,28046.0,13906.0,12428.0,15697.0,641159.0,4826.0
2548,12.0,110805.0,0.0,57282.0,347640.0,334416.0,21984.0
2549,2.0,0.0,0.0,11072.0,0.0,5967.0,0.0
2550,11.0,3936.0,12052.0,0.0,17142.0,13148.0,20374.0
2551,18.0,35425.0,60775.0,12993.0,15963.0,34385.0,26809.0
2552,43.0,136391.0,367009.0,53666.0,275540.0,244415.0,94677.0
2553,26.0,167486.0,102287.0,179640.0,169740.0,171830.0,240740.0
2554,22.0,83645.0,11846.0,0.0,132583.0,31860.0,135115.0
2555,19.0,0.0,40483.0,18077.0,253727.0,0.0,10294.0
2556,60.0,372957.0,190566.0,163145.0,306402.0,1051752.0,659706.0
2557,55.0,217476.0,103750.0,597138.0,214660.0,464011.0,194846.0
2558,1.0,0.0,0.0,5084.0,0.0,0.0,0.0
2559,19.0,71739.0,16481.0,145858.0,64828.0,87989.0,669076.0
2560,12.0,12468.0,0.0,56185.0,15405.0,36550.0,62346.0
2561,52.0,264217.0,25032.0,329453.0,172756.0,197719.0,247089.0
2562,4.0,0.0,0.0,0.0,10642.0,17193.0,5147.0
2563,21.0,36016.0,6696.0,0.0,15077.0,39443.0,77744.0
2564,29.0,29522.0,28842.0,0.0,640029.0,55825.0,114097.0
2565,30.0,61504.0,71282.0,158399.0,125408.0,82426.0,115276.0
2566,20.0,170735.0,120572.0,21466.0,36644.0,0.0,89842.0
2567,21.0,89253.0,0.0,30165.0,30862.0,66446.0,129538.0
2568,16.0,29522.0,0.0,0.0,15519.0,120290.0,44503.0
2569,1.0,0.0,0.0,43724.0,0.0,0.0,0.0
2570,30.0,170143.0,399818.0,215229.0,100656.0,97596.0,67814.0
2571,71.0,234195.0,161724.0,154852.0,460259.0,349342.0,296289.0
2572,14.0,61405.0,193718.0,16947.0,0.0,38432.0,63267.0
2573,29.0,251131.0,118563.0,182916.0,268623.0,154688.0,127287.0
2574,35.0,84747.0,173930.0,414549.0,140171.0,72919.0,202897.0
2575,10.0,0.0,45324.0,61009.0,49885.0,101136.0,42679.0
2576,14.0,0.0,0.0,232741.0,81810.0,42881.0,237384.0
2577,8.0,46201.0,0.0,19828.0,0.0,169806.0,0.0
2578,65.0,146427.0,224506.0,202916.0,153334.0,401669.0,518265.0
2579,22.0,38378.0,0.0,0.0,13304.0,36573.0,6005.0
2580,17.0,622002.0,26576.0,1112772.0,31376.0,358830.0,90613.0
2581,14.0,37786.0,227031.0,67788.0,14189.0,4147.0,0.0
2582,2.0,0.0,14164.0,0.0,0.0,0.0,0.0
2583,4.0,0.0,26576.0,0.0,0.0,0.0,17307.0
2584,13.0,5412.0,69304.0,6214.0,160075.0,108468.0,21693.0
2585,117.0,34737.0,57686.0,89075.0,345821.0,370861.0,567806.0
2586,89.0,149625.0,288219.0,239406.0,196525.0,160817.0,210608.0
2587,19.0,18008.0,18027.0,70771.0,28467.0,50376.0,62840.0
2588,3.0,0.0,35023.0,16947.0,0.0,0.0,0.0
2589,29.0,78724.0,178463.0,199977.0,463284.0,139365.0,163961.0
2590,54.0,195926.0,399005.0,390801.0,110500.0,30341.0,41607.0
2591,35.0,86105.0,0.0,90384.0,241662.0,140782.0,176184.0
2592,6.0,0.0,126082.0,0.0,0.0,13451.0,9115.0
2593,50.0,63964.0,459420.0,104395.0,662641.0,24273.0,1369829.0
2594,2.0,347529.0,101979.0,0.0,0.0,0.0,0.0
2595,58.0,35130.0,153690.0,123894.0,115973.0,80100.0,145622.0
2596,10.0,11612.0,0.0,0.0,0.0,30341.0,38281.0
2597,14.0,3739.0,5150.0,45170.0,40440.0,2832.0,21984.0
2598,45.0,381025.0,557132.0,435045.0,1726432.0,501309.0,214339.0
2599,29.0,24602.0,20601.0,27115.0,74937.0,24071.0,20375.0
2600,82.0,162364.0,110635.0,130833.0,81678.0,149841.0,41070.0
2601,8.0,1011176.0,77462.0,0.0,0.0,5057.0,5362.0
2602,19.0,0.0,46148.0,431022.0,84463.0,56534.0,45575.0
2603,5.0,0.0,0.0,0.0,78840.0,140578.0,12868.0
2604,20.0,187600.0,34508.0,48581.0,66956.0,82931.0,34851.0
2605,39.0,15350.0,398477.0,45079.0,47819.0,53954.0,47505.0
2606,35.0,303866.0,9270.0,166466.0,39375.0,124951.0,94795.0
2607,4.0,0.0,0.0,0.0,0.0,4551.0,369207.0
2608,73.0,94370.0,844053.0,112869.0,298420.0,200250.0,405526.0
2609,43.0,63963.0,101979.0,59315.0,55427.0,34689.0,58871.0
2610,3.0,0.0,0.0,0.0,42506.0,21238.0,0.0
2611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2612,24.0,19681.0,0.0,1094614.0,58708.0,179010.0,216869.0
2613,42.0,104143.0,261405.0,101883.0,51348.0,164183.0,19302.0
2614,21.0,9840.0,23692.0,2260.0,22616.0,2023.0,27883.0
2615,4.0,12153.0,16481.0,0.0,0.0,0.0,36996.0
2616,60.0,276176.0,72827.0,98745.0,718994.0,266846.0,211380.0
2617,3.0,0.0,0.0,331576.0,22880.0,0.0,4890.0
2618,180.0,196414.0,215913.0,235907.0,348967.0,357302.0,538956.0
2619,21.0,43101.0,52328.0,40786.0,69839.0,90011.0,166749.0
2620,69.0,1968.0,32448.0,26890.0,219831.0,86357.0,188090.0
2622,20.0,11808.0,130204.0,0.0,5392.0,19823.0,131256.0
2623,6.0,0.0,0.0,5084.0,12487.0,8091.0,12857.0
2624,23.0,28164.0,42439.0,77505.0,103547.0,84146.0,108220.0
2625,20.0,41822.0,73960.0,113773.0,119723.0,68266.0,36417.0
2626,21.0,4330.0,53358.0,152885.0,10199.0,60681.0,266905.0
2627,44.0,217969.0,90081.0,177831.0,98899.0,166946.0,181333.0
2628,2.0,32474.0,0.0,0.0,0.0,0.0,0.0
2629,3.0,63964.0,0.0,0.0,0.0,19216.0,35387.0
2630,8.0,19484.0,0.0,0.0,44165.0,382293.0,64984.0
2631,14.0,7872.0,886286.0,203636.0,113515.0,88798.0,284278.0
2632,36.0,74494.0,115780.0,401387.0,0.0,182598.0,80158.0
2633,127.0,214580.0,218727.0,240763.0,81358.0,32284.0,111245.0
2634,9.0,9447.0,90648.0,20901.0,37070.0,3843.0,128895.0
2635,74.0,47725.0,87870.0,127691.0,57520.0,89363.0,84010.0
2636,14.0,0.0,27607.0,0.0,50372.0,75345.0,9652.0
2637,24.0,0.0,65154.0,0.0,22926.0,11934.0,38904.0
2638,8.0,0.0,78184.0,0.0,51436.0,58962.0,168894.0
2639,11.0,50677.0,0.0,54231.0,15963.0,0.0,0.0
2640,12.0,388112.0,21910.0,0.0,9826.0,38037.0,1220045.0
2641,28.0,204949.0,136992.0,325803.0,0.0,179284.0,1105314.0
2642,70.0,46447.0,185497.0,407905.0,349945.0,405148.0,351285.0
2643,19.0,56386.0,21425.0,45193.0,75381.0,52894.0,12868.0
2644,14.0,101653.0,25753.0,0.0,15520.0,58659.0,26808.0
2645,51.0,279737.0,224786.0,185605.0,137778.0,96819.0,90260.0
2646,42.0,155549.0,27812.0,228435.0,150462.0,168624.0,320801.0
2647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2648,33.0,39853.0,39143.0,15817.0,41238.0,36611.0,81720.0
2649,116.0,230074.0,231150.0,1239963.0,302680.0,142501.0,400090.0
2650,30.0,8364.0,65514.0,21467.0,166637.0,34385.0,73133.0
2651,1.0,0.0,0.0,0.0,0.0,0.0,5254.0
2652,15.0,720741.0,0.0,41238.0,277199.0,106700.0,69702.0
2653,52.0,264436.0,70294.0,142074.0,263123.0,234119.0,245610.0
2654,19.0,13776.0,10301.0,135916.0,17293.0,36207.0,85038.0
2655,17.0,78724.0,32962.0,0.0,0.0,13148.0,159029.0
2656,51.0,248768.0,110220.0,107106.0,281128.0,168210.0,368564.0
2657,46.0,125171.0,45169.0,724409.0,169429.0,258372.0,179744.0
2658,6.0,0.0,0.0,0.0,34675.0,0.0,79352.0
2659,66.0,367048.0,88175.0,208111.0,130719.0,341331.0,414568.0
2660,41.0,47204.0,239339.0,196449.0,35783.0,195698.0,316739.0
2661,1.0,0.0,0.0,0.0,0.0,0.0,176400.0
2662,34.0,298070.0,47384.0,246534.0,91974.0,296125.0,194866.0
2663,14.0,142688.0,40997.0,81933.0,245920.0,12440.0,25951.0
2664,21.0,7676.0,0.0,5084.0,60304.0,59670.0,142901.0
2665,8.0,0.0,0.0,435587.0,0.0,3641.0,0.0
2666,30.0,185839.0,148642.0,14688.0,6758.0,151461.0,16836.0
2667,13.0,56682.0,84776.0,36154.0,45220.0,20632.0,74205.0
2668,1.0,0.0,0.0,0.0,0.0,0.0,5362.0
2669,76.0,94153.0,115946.0,110428.0,562671.0,119845.0,111093.0
2670,120.0,129204.0,206640.0,237598.0,177190.0,548965.0,365776.0
2671,38.0,157252.0,108160.0,195457.0,100567.0,138050.0,99406.0
2672,33.0,72329.0,62836.0,22596.0,47003.0,51579.0,53509.0
2673,17.0,0.0,0.0,22596.0,11174.0,16233.0,41307.0
2674,7.0,0.0,0.0,0.0,10642.0,20935.0,89754.0
2675,19.0,322730.0,76433.0,1151343.0,217177.0,205801.0,34637.0
2676,2.0,0.0,0.0,0.0,0.0,0.0,16621.0
2677,32.0,55501.0,93429.0,120550.0,87531.0,37926.0,11796.0
2678,47.0,65646.0,82674.0,73043.0,64206.0,42527.0,51398.0
2679,37.0,134322.0,117636.0,195230.0,199272.0,73424.0,377786.0
2680,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2681,13.0,7764.0,9900.0,4723.0,2661.0,15069.0,28417.0
2682,43.0,14958.0,121500.0,102698.0,74937.0,107709.0,33082.0
2683,10.0,407507.0,0.0,65529.0,0.0,512454.0,11581.0
2684,36.0,88566.0,518607.0,8813.0,156083.0,202676.0,336501.0
2685,9.0,0.0,17614.0,25421.0,4434.0,108417.0,87504.0
2686,11.0,31588.0,101001.0,39543.0,70255.0,0.0,0.0
2687,78.0,54023.0,16481.0,48356.0,124957.0,206113.0,253180.0
2688,3.0,0.0,63968.0,0.0,47889.0,0.0,20374.0
2689,2.0,9644.0,0.0,0.0,0.0,5360.0,0.0
2690,39.0,406474.0,338898.0,319532.0,479557.0,238469.0,511152.0
2691,28.0,191203.0,47694.0,45419.0,113072.0,81212.0,98548.0
2692,10.0,30506.0,19572.0,107072.0,0.0,33142.0,62196.0
2693,80.0,172306.0,28019.0,214890.0,118924.0,106901.0,119354.0
2694,93.0,1263164.0,545140.0,254013.0,281961.0,21037.0,70667.0
2695,31.0,336666.0,186528.0,29534.0,65626.0,60681.0,12654.0
2696,8.0,59043.0,18542.0,0.0,101100.0,15676.0,5523.0
2697,28.0,47924.0,93069.0,79764.0,157591.0,83386.0,45306.0
2698,46.0,197010.0,535544.0,71731.0,61368.0,123488.0,87180.0
2699,38.0,34934.0,183067.0,6214.0,19253.0,53156.0,53297.0
2700,75.0,291524.0,396480.0,598233.0,237053.0,164549.0,148733.0
2701,13.0,0.0,0.0,0.0,8868.0,2023.0,57371.0
2702,33.0,30545.0,45632.0,32991.0,37867.0,152633.0,52202.0
2703,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2704,2.0,0.0,0.0,0.0,377845.0,0.0,0.0
2705,8.0,0.0,0.0,15817.0,0.0,81162.0,12654.0
2706,32.0,165862.0,90647.0,95131.0,74805.0,718054.0,42036.0
2707,33.0,532265.0,658761.0,263618.0,98111.0,853435.0,431295.0
2708,74.0,53335.0,96726.0,217544.0,205187.0,147789.0,218438.0
2710,81.0,185070.0,79573.0,181221.0,260438.0,219548.0,183991.0
2711,10.0,0.0,0.0,0.0,22704.0,27408.0,47505.0
2712,114.0,235287.0,184698.0,342107.0,187212.0,138046.0,122783.0
2713,25.0,47235.0,0.0,0.0,96843.0,18104.0,39483.0
2714,33.0,0.0,49650.0,155012.0,13569.0,21239.0,18337.0
2715,17.0,183526.0,9168.0,7570.0,27049.0,113424.0,6327.0
2716,41.0,202105.0,74373.0,40526.0,239977.0,660315.0,202350.0
2717,17.0,32474.0,880827.0,35590.0,0.0,75548.0,595149.0
2718,87.0,120447.0,134225.0,101547.0,93118.0,221305.0,333005.0
2719,29.0,0.0,0.0,0.0,85046.0,17902.0,108092.0
2720,27.0,77180.0,99250.0,135034.0,34676.0,22756.0,79515.0
2721,2.0,0.0,0.0,0.0,0.0,33982.0,1716.0
2722,101.0,349674.0,367276.0,255110.0,367728.0,266390.0,440520.0
2723,49.0,130879.0,75196.0,140537.0,236872.0,42618.0,111201.0
2724,25.0,0.0,0.0,14518.0,14775.0,46371.0,49221.0
2725,24.0,186015.0,112073.0,243813.0,100124.0,82526.0,74956.0
2726,40.0,672896.0,136796.0,100100.0,1633197.0,104574.0,116028.0
2727,69.0,51761.0,226000.0,29828.0,72588.0,130566.0,656906.0
2728,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2729,40.0,38083.0,14421.0,23161.0,391449.0,276606.0,343362.0
2730,28.0,0.0,0.0,6779.0,82033.0,20730.0,307045.0
2731,12.0,25586.0,142152.0,4519.0,54913.0,12187.0,0.0
2732,39.0,0.0,6181.0,38753.0,67754.0,113626.0,118708.0
2733,11.0,5215.0,0.0,0.0,29594.0,20622.0,20546.0
2734,4.0,0.0,0.0,2260.0,232351.0,0.0,0.0
2735,23.0,213342.0,203442.0,165348.0,367035.0,93318.0,4182.0
2736,32.0,36214.0,189137.0,44742.0,39907.0,80707.0,122515.0
2737,11.0,5708.0,10095.0,16947.0,11440.0,26094.0,7292.0
2738,11.0,0.0,0.0,0.0,88331.0,98102.0,104982.0
2739,15.0,21650.0,0.0,51859.0,13214.0,164346.0,112059.0
2740,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2741,25.0,44773.0,109291.0,54966.0,45139.0,422343.0,43966.0
2742,14.0,22240.0,43779.0,48581.0,33700.0,3236.0,1393570.0
2743,3.0,0.0,391598.0,0.0,0.0,0.0,12868.0
2744,29.0,0.0,12361.0,410856.0,264809.0,30441.0,28952.0
2745,24.0,71836.0,56552.0,79087.0,92497.0,11024.0,65433.0
2746,6.0,0.0,41203.0,15817.0,0.0,148265.0,0.0
2747,9.0,6396.0,0.0,168341.0,303919.0,5057.0,16943.0
2748,1.0,0.0,128864.0,0.0,0.0,0.0,0.0
2749,22.0,0.0,37496.0,143712.0,23590.0,6978.0,137152.0
2750,23.0,0.0,10301.0,0.0,71568.0,25283.0,75384.0
2751,53.0,69277.0,236589.0,296462.0,195193.0,254456.0,87826.0
2752,28.0,4920.0,5150.0,6779.0,39820.0,33577.0,41608.0
2753,41.0,218174.0,114690.0,428572.0,133105.0,62450.0,27666.0
2754,105.0,422673.0,589341.0,604897.0,254027.0,248185.0,531379.0
2755,19.0,53926.0,11640.0,17512.0,10199.0,31049.0,38390.0
2756,37.0,141113.0,154514.0,171730.0,130586.0,72363.0,116349.0
2757,7.0,5904.0,0.0,32765.0,0.0,236152.0,7506.0
2758,28.0,28636.0,29976.0,174894.0,118570.0,53904.0,66647.0
2759,126.0,49842.0,331339.0,388230.0,301347.0,144719.0,467748.0
2760,23.0,46743.0,57427.0,68207.0,90101.0,27560.0,38068.0
2761,27.0,50679.0,29873.0,151812.0,168322.0,407132.0,105111.0
2762,79.0,240129.0,126651.0,208053.0,123715.0,154738.0,263377.0
2763,5.0,0.0,25443.0,15817.0,0.0,28318.0,15549.0
2764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2765,28.0,0.0,0.0,127500.0,396417.0,114487.0,498488.0
2766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2767,40.0,136360.0,42717.0,142130.0,115997.0,181923.0,135329.0
2768,16.0,23519.0,12361.0,35363.0,3370.0,9912.0,42144.0
2769,7.0,61011.0,0.0,405816.0,34587.0,0.0,0.0
2770,9.0,39057.0,31727.0,27680.0,7538.0,25284.0,107556.0
2771,110.0,168469.0,130103.0,138121.0,109878.0,236609.0,333714.0
2772,82.0,106180.0,32448.0,199524.0,211602.0,196707.0,249855.0
2774,42.0,52007.0,277731.0,357133.0,133974.0,125509.0,32857.0
2775,69.0,361052.0,347651.0,554734.0,501064.0,448336.0,349762.0
2776,28.0,26569.0,51504.0,118292.0,56136.0,237144.0,277519.0
2777,49.0,116510.0,89515.0,196700.0,29177.0,86895.0,90290.0
