고객번호,식료품구매횟수,식료품1,식료품2,식료품3,식료품4,식료품5,식료품6
5607,184,197026,371587,480496,329801,297956,309391
5608,34,7685,14733508,9717,9223,6351,12868
5609,152,364567,556620,351766,293940,288846,434509
5611,381,342145,321171,502728,256465,409237,607310
5612,390,603592,771529,578212,706274,835867,1141752
5613,868,646320,800704,821966,729698,764760,697333
5614,10,0,0,0,17736,26991,35580
5615,311,605295,720246,518219,486203,310252,605185
5616,139,331724,235097,190598,187123,262246,403207
5617,329,5280339,244706,4239847,391851,4858952,1509177
5618,1208,1004108,854496,832534,622375,881774,1266722
5619,561,937639,827378,895635,547482,1276172,911985
5620,904,633985,541153,868011,711670,529992,908661
5621,1186,1980064,1873536,2094735,1435680,1819046,1919615
5622,839,588770,1229932,576516,872350,1386180,961454
5623,87,8184438,5217902,8023899,1054447,424773,181812
5624,229,503640,1155180,618060,637620,516957,1730478
5625,64,0,0,0,3334,66283,140496
5626,16,0,0,0,0,60175,0
5627,2,0,0,0,18623,0,0
5628,1546,1235144,1620959,1294583,2011426,1562656,760945
5629,319,1180288,1016213,1223279,1041384,211292,59771
5630,257,9366986,391764,12332238,394092,9257504,595103
5631,1065,624831,988181,1329936,1094111,1293407,1322734
5632,264,1069111,1008535,819156,568461,555863,809014
5633,186,107556,162616,223172,100009,31523,294633
5634,347,976506,803201,849912,811785,451128,242754
5635,34,92167,21116,42395,51418,0,12439
5636,1659,1523066,1397974,1769068,1449752,1900965,1514359
5637,1185,1179737,1606971,1877306,1120967,1408868,1507628
5638,440,200510,419821,659584,442149,528008,427121
5639,279,464710,512415,769833,675167,332120,617416
5640,7,17399,10290,0,0,0,3196
5641,644,590146,405613,586922,380585,515215,495995
5642,525,254252,711872,7052348,607906,454601,522082
5643,312,271568,339652,417261,342505,299677,385057
5644,378,190119,227166,305429,226707,574402,491513
5645,98,213639,311971,364985,99051,160594,175218
5646,1031,966229,524783,931057,816756,1221135,1537652
5647,365,784343,1238733,1047485,413608,601942,712171
5648,676,950588,1126771,573474,903743,796873,993079
5649,1269,432216,766431,1051359,988131,957235,1195130
5650,1154,927547,610321,1481097,894995,1069986,800969
5651,448,623987,614373,670620,730590,402226,576961
5652,404,289155,756572,683912,528206,915958,628376
5653,1127,1290759,1186239,1129358,663430,669704,782393
5654,436,238394,328782,575454,457075,458028,828448
5655,653,581028,359600,512964,511141,974117,1472113
5656,276,352203,45828,54321,76766,294718,92390
5657,552,414846,539614,680727,425993,346602,674159
5658,364,521677,642342,762858,402328,961108,1127611
5659,7,26048,18912,22596,0,0,0
5660,56,6318,0,207945,20330,59054,101841
5661,1010,1130383,1150708,1159606,749832,1521087,966799
5662,340,136020,178583,270859,223171,369046,445655
5663,944,801463,807530,1314804,1118096,1140774,749387
5664,379,384400,558685,755989,446236,654835,684023
5665,1633,790308,968407,973176,699679,879473,1120532
5666,246,882244,650884,676634,359223,271245,285853
5667,1718,1553891,1974393,1415413,1365604,1853139,2513490
5668,2,0,0,39543,0,0,0
5669,688,1676007,1257352,1074899,823156,537763,753745
5670,375,1998638,483576,2083368,416113,1335813,744499
5671,297,267552,407133,672216,105871,265815,354111
5672,425,346065,206053,467039,359376,296609,752813
5673,355,310046,345977,311908,392362,333803,284747
5674,695,531212,686357,747455,517267,785515,767700
5675,770,358140,186731,696904,446409,840431,1468831
5676,957,1230891,816272,1180914,795726,810267,863835
5677,0,0,0,0,0,0,0
5678,303,909407,485090,713056,515872,565383,741739
5679,312,661571,857547,784891,767177,2068866,822594
5680,997,557495,1032044,1063351,818589,1047005,1457003
5681,427,543423,553156,338865,340835,613363,836341
5682,209,641985,174333,590615,357270,646177,551420
5683,278,352195,245583,562192,1394908,1031663,910665
5684,402,320498,242746,383696,336790,323056,164872
5685,829,644313,737720,1172420,697373,865330,735562
5686,131,565931,343586,197424,982997,708302,135651
5687,275,311434,408341,473730,204238,305887,258335
5688,1351,1007334,937523,1173828,767850,1606147,1565620
5689,684,922131,979639,733873,509846,294703,361302
5690,737,872416,1573077,1322423,1205647,1638260,946622
5691,606,422292,971620,1195428,439265,1337727,768667
5692,1117,678118,1214123,849979,739706,714052,892594
5693,220,259500,402615,587005,405713,421047,584000
5694,241,554812,706052,1298197,434069,401567,654266
5695,557,274816,322515,843295,451304,658008,1078391
5696,702,753651,979607,702955,134312,447394,753611
5697,327,1203717,610250,276195,222906,441285,486724
5698,207,314998,410930,206789,262735,153746,133484
5699,101,0,237856,366622,284189,692931,514779
5700,1285,1193686,1316581,1060087,906131,1387678,1607167
5701,211,386229,170912,225046,227441,172288,101923
5702,349,1627873,411655,532175,327516,1559265,342280
5703,188,392707,263281,330766,431193,426197,398515
5705,22,0,105893,226956,75550,9608,13404
5706,738,969268,489251,712511,985680,976143,1266967
5707,84,14446,92050,188679,199812,351093,234103
5708,259,436862,526264,596281,208008,640824,1282241
5709,28,51854,0,20608,31124,5461,0
5710,235,270122,235889,260614,499262,495272,314184
5711,187,551555,458585,341972,373694,686679,623942
5712,817,1540622,1862556,1436184,1480904,995344,1172801
5713,438,824092,591823,651290,573543,815511,589644
5714,12,43300,0,54118,3991,14709,23644
5715,468,770261,2234525,1618128,1256323,1311258,1204231
5716,337,1804821,903387,1488692,660576,955615,400635
5717,151,242974,208334,157214,262599,101045,164057
5718,657,568029,715392,391277,874669,764735,637709
5719,31,43131,0,35658,0,55831,22755
5720,250,13043081,38786263,24818232,3064906,152256,454977
5721,554,563975,668922,1156080,907391,944411,612968
5722,172,183360,110631,503553,397763,376600,596650
5723,44,26570,44252,3502,130808,162295,109198
5724,69,138134,165556,123939,66478,58962,381129
5725,370,763886,631906,599970,431664,379838,497907
5726,158,241992,259128,388670,246449,374897,495967
5727,351,462173,784091,787016,688680,881113,685253
5728,1129,888074,816245,1279446,890371,947863,842999
5729,690,492901,698126,779938,677026,616349,709958
5730,137,234420,360974,193639,266536,342039,587363
5731,184,220752,176143,717461,398537,381755,286699
5732,392,1167999,1017243,362509,413143,304075,625723
5733,937,834047,1130463,811489,985671,736284,1255365
5734,95,362602,163802,172105,97464,42629,36084
5735,1025,925674,714996,908832,676828,683944,854048
5736,322,1154683,496067,493198,495100,460900,1330963
5737,1541,1550907,1025901,1556634,1220447,1201943,1187325
5738,939,840724,854196,1118877,852511,1001910,987852
5739,521,1156033,696191,993124,936709,780523,752877
5740,192,503171,403199,427745,305709,435379,719150
5741,879,993574,1113151,1254190,942883,1151437,1161397
5742,1098,1040228,1315591,1559948,782921,1161670,1485515
5743,954,542424,683030,535835,505383,548128,786061
5744,1091,274759,1302160,1591807,1112519,1324931,1275404
5745,1297,1380871,1251261,1252618,1090941,1272389,1122644
5746,345,173806,336931,579930,573354,832624,1046221
5747,160,395203,362545,55134,109694,213771,172111
5748,1569,605933,856704,1325297,952855,801954,974880
5749,108,75477,217544,244153,153330,154739,118353
5750,620,565155,773659,843253,592356,399005,1021921
5751,91,488641,482359,148625,292149,464687,179777
5752,194,277263,421864,660314,653754,188345,517186
5753,340,535409,787575,365389,233676,328085,508877
5754,270,636609,233201,707327,366630,544973,327741
5755,828,477182,559620,625935,556306,849002,403648
5756,327,261347,317266,209166,193374,334660,459453
5757,221,121789,299534,550809,62504,416582,439160
5758,452,778390,823072,1153624,1127935,1024843,1000138
5759,336,1153514,1395046,1601008,1274074,1738692,1969558
5760,147,624885,721124,917776,281554,78684,115608
5761,598,927707,1296225,1617037,1218238,915287,1076857
5762,125,972495,662399,670403,1739679,910526,644422
5763,1029,960599,693260,880352,375696,536566,636049
5764,582,351070,315118,327684,268494,507474,425325
5765,98,19385,84597,37250,4700,47736,375037
5766,1553,1808389,1584637,1220191,599393,1097652,1105155
5767,816,833389,958938,1363356,757766,1176238,790727
5768,361,362929,1034919,754678,630741,713943,859812
5769,2,0,0,0,7361,13148,0
5770,224,494883,329092,854743,363017,611681,720212
5771,311,405572,514171,173284,279128,367662,299702
5772,632,529284,539341,401438,535298,326543,476013
5773,195,233597,518018,334911,217142,211346,420100
5775,268,322002,584260,828804,301889,316102,265973
5776,2600,2521659,2093713,2270975,1926558,2667535,2699286
5777,684,482486,674724,714488,282658,463641,370226
5778,1454,987638,842444,918237,644518,1162790,950532
5780,104,309498,72914,0,35554,285006,65616
5781,716,1186411,1171592,1256726,1040239,1302978,1096098
5782,700,969252,707417,1134452,811414,1359325,1362722
5783,1017,448155,804099,868065,1021693,911456,877085
5784,514,732534,669516,576461,712715,796242,509651
5785,44,145386,21426,93513,62042,0,0
5786,1545,823054,1063987,1080928,836395,1025501,1128318
5787,569,688781,635328,1017600,1043135,1382461,1230968
5788,14,0,0,0,77519,0,0
5789,610,737751,782603,632269,410200,487515,494816
5790,215,232040,394832,343992,372569,345094,567358
5791,99,230761,363456,124843,285615,296803,516578
5792,264,569816,429977,600708,312552,502643,656474
5793,486,830064,994522,960486,840553,1363818,1050501
5794,213,369261,468273,462100,517946,295005,280611
5795,0,0,0,0,0,0,0
5796,648,614194,319554,275370,424914,901194,625894
5797,111,138256,76907,71008,236116,131857,119371
5798,612,630591,750640,912029,523347,593092,437487
5799,1343,1024270,967903,975641,1057267,1059538,1323281
5800,1086,1230137,1262858,1273611,652586,1083269,757985
5801,118,72731,224365,158316,109792,126772,258090
5802,4,0,0,34593,0,0,0
5803,244,297224,169419,455539,245743,378238,233190
5804,184,152805,356895,171676,142244,374683,463981
5805,0,0,0,0,0,0,0
5806,0,0,0,0,0,0,0
5807,301,910502,733957,636047,720554,730331,623351
5808,835,1409108,947184,1571171,1289496,1334594,1445428
5809,1009,1702888,1389079,1300781,819224,1131434,942237
5810,154,179697,273221,200732,380833,700038,820020
5811,308,499005,461755,216169,296969,612688,496199
5812,60,218135,214030,84093,52881,112818,20878
5813,313,260412,430322,274430,380771,935024,833504
5814,16,65470,64051,52874,11511,0,0
5815,20,0,17511,9005,58390,9001,37532
5816,78,1640913,116380,2228430,37158,1888508,335320
5817,150,7541592,493527,10620874,236199,1842682,532825
5818,604,485132,455958,905105,665569,842522,870726
5819,300,1418506,1123947,1242074,692323,922238,913623
5820,376,1107399,838021,884041,763595,3843708,287515
5821,8,0,0,0,60154,0,0
5822,391,431777,360910,410712,303398,238130,118663
5823,184,731095,820363,527294,639523,536473,20353
5824,142,1252225,190556,631450,129523,163465,181075
5825,489,1979052,2055715,1762630,1362172,3124533,1671584
5826,324,326579,71756,33894,693844,1157985,1085266
5827,967,714159,440924,851189,708059,809519,1086110
5828,195,1445076,493505,1135739,362007,313968,295536
5829,195,325782,404712,378204,348397,219272,298860
5830,298,1391836,709000,2713470,465393,2735113,859102
5831,823,740612,638052,954976,1161673,1261209,941300
5832,777,359773,552504,711217,708682,654017,466818
5833,221,144232,153401,272861,177261,338584,571987
5834,1103,1731449,1131688,1291369,1237912,1462976,1597224
5835,324,723027,751215,617578,552150,285932,688711
5836,0,0,0,0,0,0,0
5837,1495,1432916,1387301,1500986,946825,1094555,1238525
5838,1926,1684214,1407936,2144438,1251812,1555461,997385
5839,143,152036,337847,231510,453136,211973,204430
5840,1193,578016,1082587,1220133,1127890,919271,2406782
5841,406,915419,933218,934545,220725,60146,160677
5842,397,1482703,4376640,3575692,184105,175166,446416
5843,4,0,0,63044,7095,0,32170
5844,868,858956,753069,1244048,722083,896517,669820
5845,727,708391,560886,809409,1050222,605948,978820
5846,313,208805,251439,202634,309863,290943,446184
5847,525,135102,294392,519963,1076624,616653,986178
5848,587,535082,1068139,819981,749274,589625,1485683
5849,421,283099,460919,535743,246403,209793,261674
5850,101,229975,236272,112753,113070,182043,383212
5851,103,875259,404516,254514,153867,315898,418792
5852,476,516786,1530947,1119010,843810,1038332,671329
5853,60,20999,159180,712785,81004,350719,169785
5854,781,1110823,715078,616144,316202,254969,250154
5855,1148,842472,1013125,781213,784884,1017875,1068633
5856,311,543552,270885,350719,283029,234099,220284
5857,0,0,0,0,0,0,0
5858,1057,929886,974377,1241466,1087228,1194365,602026
5859,338,388289,571317,520318,357941,246134,310271
5860,899,1015076,757909,529968,409584,741118,1378547
5861,98,77099,71577,28437,111043,302841,106098
5862,0,0,0,0,0,0,0
5863,627,661359,1484534,576258,644353,613369,844602
5864,1,0,0,0,842,0,0
5865,1160,772540,943658,1309682,838418,1408249,1661848
5866,1141,1048548,843822,678717,567072,925783,1032606
5867,387,257830,246882,842103,226914,794659,932841
5868,211,346348,405715,1285486,846129,368975,591962
5869,1437,495684,713501,990038,1025412,1202984,1402287
5870,70,148100,104758,317588,76268,78988,155039
5871,1090,1109211,1033034,875718,1155340,1078139,1255079
5872,77,208796,720317,396900,307104,162081,345989
5873,975,622372,710675,662704,392011,540991,594191
5874,239,521990,361616,407582,55036,312174,10831
5875,174,283833,675336,698786,652008,410318,519548
5876,219,232279,379157,421304,293725,180317,305569
5877,77,176246,411869,375504,105711,166471,81702
5878,92,17713,77051,1023807,97375,853111,742359
5879,916,940949,828128,861379,607637,873355,1007513
5880,21,0,2884,14688,21107,115689,134041
5881,281,720879,791512,749922,389575,915714,88895
5882,11,0,0,45267,67641,0,0
5883,252,310675,368677,540221,65248,317665,251130
5884,168,89706,213700,456228,97783,506792,278559
5885,357,46251,162836,536373,529882,1123616,988807
5886,120,543313,320078,565876,89570,26802,173290
5887,458,379745,267579,377776,353359,235483,293904
5888,452,290854,275475,307702,328268,455777,1386810
5889,809,1083696,944966,949892,956119,1169026,1810558
5890,37,0,19428,78693,46427,0,23205
5891,663,417871,790603,760878,1052683,844329,1304208
5892,0,0,0,0,0,0,0
5893,437,470322,582240,531805,244324,515168,509433
5894,254,849329,692547,316741,717981,499695,277734
5895,146,635031,341990,196789,338827,454826,249513
5896,24,52933,0,0,51664,0,40844
5897,214,274650,89505,359199,277416,320791,421152
5898,1426,1416143,1024180,1125331,700965,1028332,1022182
5899,270,572229,346555,415938,641507,784788,399276
5900,76,171995,197106,98461,39019,55939,86249
5901,94,447943,200661,419158,156794,439132,275862
5902,1209,1263560,1178202,1267832,1041663,1256363,1117355
5903,541,1435575,801786,994392,1167131,889709,899890
5904,887,683175,831925,557446,637646,533683,744867
5905,1618,971885,1296580,1261501,1195303,1562883,1319002
5906,690,625492,455291,468382,477454,637220,669564
5907,7,13973,25752,0,8868,34387,0
5908,560,247390,352329,410383,363744,317070,297689
5909,168,389420,451109,310143,204860,436159,173450
5910,203,128252,381186,170334,190468,74455,89949
5911,721,776450,772706,890309,1038594,1062968,777033
5912,148,104407,80713,119847,134941,82425,193833
5913,17,31391,15966,15909,0,11884,0
5914,378,1186047,310659,1676343,867032,988774,612986
5915,191,1163005,332893,1127478,399519,369845,627083
5916,697,1190256,89415899,31698528,485923,322737,42666525
5917,1214,2286898,1924993,1727412,1863857,2469027,3275600
5918,742,1435525,1770343,1366118,940336,874546,743530
5919,422,422837,728481,966473,324338,698621,231178
5920,899,395998,772816,1200000,627375,706656,1131695
5921,60,56214,28596,163641,6119,81465,11924
5922,141,2926649,288775,360193,238410,259486,123235
5924,170,273519,534931,647989,365313,296350,317393
5925,950,1084370,635059,1433045,1376858,1608727,1194721
5926,5,0,50795,0,0,0,0
5927,709,455790,692859,551135,525388,747162,1045873
5928,2,13281,0,0,0,0,0
5929,903,638363,702111,764031,919331,960892,933600
5930,416,136725,812760,411193,218020,1042069,1116562
5931,1496,1363496,1191260,1846964,1367481,1473106,1409138
5932,575,584030,543302,828840,744608,693544,627470
5933,8,5530,0,32979,0,18851,0
5934,240,1488264,694586,928178,320618,484045,275420
5935,1659,1191388,1197197,1413852,1221679,1520244,1447934
5936,83,75180,99363,101684,189182,128584,147338
5937,726,844360,754393,878313,801196,520358,924262
5938,91,501691,448911,204393,242916,75851,306624
5939,226,53336,199961,444221,400457,216148,376601
5940,950,856113,623402,954290,533447,534151,1256955
5941,1784,1045185,1082842,1193909,1180879,1666338,1581923
5942,424,1143532,873764,856536,444398,534854,357817
5943,2706,2905013,3961007,4738990,3289786,4084589,4204270
5944,679,1267667,1095640,793434,1542365,1869265,1582568
5945,1408,1200295,1350729,1427489,1173266,1230709,1555378
5946,474,527276,288911,372347,119458,513546,421813
5947,371,907377,666043,1607081,674741,440447,623386
5948,113,52203,266092,1456381,249244,550582,477835
5949,21,38535,0,32787,7857,0,0
5950,273,618128,441692,786865,320447,305392,372936
5951,826,695377,692932,595433,408647,347824,316260
5952,9,0,0,0,106488,0,0
5953,332,136666,402962,784583,438231,749818,337509
5954,143,299842,46941,127228,75895,317352,339201
5955,1,5904,0,0,0,0,0
5956,245,120336,278173,248968,161979,474317,320162
5957,468,850845,1140180,607654,993410,421397,379999
5958,367,485642,704048,668337,797780,943224,341347
5959,556,375213,585153,448524,339286,384194,447218
5960,100,66110,355792,257550,68552,237275,199179
5961,1373,1413480,1622302,2025943,1186003,974475,904197
5962,1191,977806,749441,941235,797721,1071163,784996
5963,311,1945003,1246191,324005,782152,793498,689725
5964,0,0,0,0,0,0,0
5965,1109,1017865,1331650,1240051,686737,1181060,1259534
5966,436,389617,920537,1146414,803318,1217172,1757306
5967,90,149745,381998,253552,392236,205267,166758
5968,246,172092,200897,414538,433195,570589,1103810
5969,1,0,5150,0,0,0,0
5970,47,87955,54080,28584,10199,77247,200150
5971,509,805725,737588,2219711,651503,1415467,683070
5972,306,296136,259812,354704,386731,188062,272368
5973,1685,1516286,2039581,2324017,1320712,1370068,1478773
5974,720,1469785,871314,645373,408742,298583,198549
5975,795,1417748,1999155,2077391,995243,2313122,1587743
5976,292,1836056,448544,1948037,257111,2804683,488598
5977,149,697342,326766,745282,277784,148437,333153
5978,7,0,0,0,23678,68468,0
5979,885,658502,755818,1021064,880711,1045732,1089022
5980,1272,828325,723497,1442733,1257731,1667768,1730511
5981,138,351102,149755,117581,46160,99272,69465
5982,1294,1155569,1298210,922284,899610,639774,859587
5983,11,29503,0,44063,18624,6473,60587
5984,907,1616442,1492371,1223009,1066860,1132490,626584
5985,794,988362,984714,1136011,831221,839169,1177528
5986,3,0,0,0,0,16405,0
5987,22,116807,0,221226,8380,29127,15871
5988,985,1148017,1015460,1213370,897053,1398665,1116068
5989,12,0,0,0,0,55422,18755
5990,441,392108,824412,870503,730296,640192,1079716
5991,13,29324,24723,6711,8868,0,13940
5992,19,0,1030,85944,42945,0,0
5994,3,0,0,22144,0,0,0
5995,0,0,0,0,0,0,0
5996,419,1024526,986373,818030,839161,625470,463820
5997,263,224612,149775,234784,293622,466490,566788
5998,532,492852,443862,391158,604459,305518,559137
5999,106,660529,411934,362349,140206,142217,43730
6000,93,224117,212300,364679,89288,386744,203177
6001,527,1316744,1687181,1460212,603616,1580242,2279128
6002,187,101673,329679,313928,103723,63164,106243
6003,372,847839,1229686,734759,1165142,906876,1290539
6004,1088,1951753,2768490,3160836,2114015,2489503,2765068
6005,159,348888,321574,218123,152889,158987,241735
6006,356,768436,1167052,622141,284373,826157,299805
6007,54,47282,43766,51440,0,103013,4869
6008,510,402225,509663,569938,394252,351309,803152
6009,27,0,0,0,53751,10932,63203
6010,194,121628,93967,193859,112314,137861,296395
6011,63,113334,107152,154353,26605,200240,130106
6012,123,348554,410328,227356,195715,312822,142942
6013,114,0,0,0,28379,291584,711664
6014,44,37157,0,0,142391,86936,107126
6015,86,421207,269935,480101,68286,294051,252483
6016,2,9841,19108,0,0,0,0
6017,1934,1882637,2137888,2779470,815865,217760,437946
6018,80,100313,47889,24201,4177,104325,126055
6019,633,677808,574737,595834,515580,555046,583044
6020,193,133692,361522,437483,314650,238823,204698
6021,439,681882,783555,802830,747284,705032,863449
6022,674,641640,702213,1001056,841371,1415537,1245029
6023,617,1452836,1871134,1558261,903991,844703,726286
6024,61,48475,86373,131812,57049,39564,0
6025,1062,1004956,1051771,796635,719148,1198043,1211484
6026,786,828538,1223589,994820,712708,184143,260489
6027,708,39283,1204410,696417,599965,702088,1090503
6028,1,6396,0,0,0,0,0
6029,420,1347417,1496968,1552547,1342930,1834773,1497768
6030,5,0,33055,0,0,6675,0
6031,34,0,14946,9920,9667,85209,28953
6032,1438,1265155,1157670,1101828,1147392,1011808,1348560
6033,1075,928977,1203669,1268739,794203,1196354,979073
6034,11,0,0,0,0,0,83888
6035,199,497957,310551,280917,235844,483581,264203
6036,475,1085252,1005025,832153,774018,653862,1051365
6037,684,550279,602763,695079,277373,500252,635650
6038,126,503038,140236,204326,267656,354583,131567
6039,160,0,136733,452633,51829,65951,226714
6040,0,0,0,0,0,0,0
6041,127,220381,197448,208675,110835,296995,335659
6042,711,865086,1040548,1215323,910153,858328,1862713
6043,1803,1226493,1300719,1566777,919504,1121099,1449932
6044,961,739670,677490,784183,489681,970467,936828
6045,1120,811124,820024,720727,582524,646329,776423
6046,1077,1419951,1308651,1401309,1061790,830724,1025003
6047,862,1398709,677138,1144042,1123718,995926,1107411
6048,1551,1375432,1288205,1276281,1033779,1329645,1304865
6049,0,0,0,0,0,0,0
6050,350,395819,450288,671561,345054,497087,560984
6051,76,11316,7005,94080,42391,133600,250928
6052,173,137047,222159,138422,247045,244404,212791
6053,26,180428,15451,0,0,15170,0
6054,1273,941130,1110132,1004430,852591,876024,958572
6055,344,225857,323633,369084,521684,499208,378387
6056,92,219295,70849,80431,163132,159581,126107
6057,635,395351,586250,407425,305920,331023,451324
6058,769,744981,643745,905947,367018,673190,896194
6059,170,190521,159519,367804,224051,285072,298046
6060,645,798418,559428,604417,540604,1130310,636032
6061,57,1900614,33170,402585,103495,708760,23162
6062,714,219202,682103,681431,572779,683644,1036897
6063,703,1143507,611060,1081950,729774,731443,291520
6064,38,8020,9271,65234,46065,16991,96232
6065,309,1212082,63869,131828,130791,351319,34315
6066,39,5904,17314,27014,26959,18063,46658
6067,609,522077,1641555,768014,610906,728499,1083952
6068,123,373263,421791,167255,131322,244049,232695
6069,394,470242,163703,374096,181374,233141,359214
6070,269,3358097,335324,1700225,260736,2159085,359460
6071,190,431449,489108,400867,427740,385873,383673
6072,437,663272,730976,695711,752756,850563,674878
6073,1731,1161410,1289376,1467589,959668,1066933,1382909
6074,1143,910377,915359,1145069,669488,1268213,987716
6075,5,0,0,0,25718,0,20632
6076,289,883731,1574736,1686884,1615834,1876250,586965
6077,1154,1223084,907967,1441288,533303,930648,1228915
6078,185,663405,444195,282791,283619,270579,248661
6079,419,1801651,868394,1284923,724366,2316425,2460837
6080,203,262759,251096,370102,330265,297369,538161
6082,1404,1113975,1151362,1237168,654188,885455,1104165
6083,297,494438,619569,317552,1319863,1037836,568343
6084,1201,861425,809624,1196093,941530,726533,1111022
6085,762,313897,512113,693788,1014615,548728,1137071
6086,1520,1112373,1052524,1210696,1419744,1137744,1644202
6087,75,98122,48311,185009,85446,165862,208248
6088,145,84345,317391,81052,320785,304588,351402
6089,823,1441376,437009,510050,503634,723422,511676
6090,574,271647,300638,460297,543887,872918,1824869
6091,498,437060,498033,397786,535236,455274,545398
6092,257,309481,303309,38314,151522,111593,383398
6093,1455,761394,1010945,1070752,826841,777217,732836
6094,133,106848,185336,156477,66379,393467,359490
6095,775,330998,761709,971410,814984,1026710,868884
6096,374,1229200,880222,887091,667654,561741,721906
6097,388,274926,288829,292024,332660,354514,191418
6099,63,118822,78631,172877,0,85742,63600
6100,365,297539,612876,574266,380147,657372,613827
6101,1545,1284838,1379190,1343712,1119646,1196196,1314335
6102,85,5904,46354,100892,102241,323283,173802
6103,785,929882,383029,734408,921984,574187,886742
6104,13,21531,0,11671,9179,0,0
6105,943,495207,633119,646656,682077,982214,791477
6106,0,0,0,0,0,0,0
6107,213,362704,106555,477856,266931,537385,363757
6108,0,0,0,0,0,0,0
6109,379,1059973,1052653,1034642,360129,359508,379581
6110,137,128370,310881,160668,109407,285366,478220
6111,908,795024,731451,489482,607799,461491,721028
6112,184,207931,61897,103877,265475,226590,282001
6113,105,185366,40174,244253,289142,84286,210714
6114,49,108678,138340,220313,90014,257591,87182
6115,501,506380,2161136,3900427,563636,460581,272053
6116,474,1062090,1017454,867118,1043588,936772,1295888
6117,766,226609,476856,543217,655512,2082407,880322
6119,170,42473,300960,283634,169085,397110,309872
6120,1461,1120606,1105982,1464408,981298,1144749,1401497
6121,329,451873,351531,349518,418737,1006424,734638
6122,2,0,0,0,8735,0,0
6123,205,211002,422387,743328,367839,466964,65693
6124,315,549867,442952,484560,283130,450756,299877
6125,175,242300,494414,274725,330063,321309,389809
6126,1294,1041901,1105418,1576084,920478,1261785,1342379
6127,227,281339,415115,231774,256334,200902,94930
6128,299,13049496,1521195,10821748,388888,12615115,698158
6129,254,748587,581857,586833,454984,471049,127481
6130,243,134816,217050,230512,315714,800937,606229
6131,210,497953,323582,352568,237198,345484,93324
6132,197,382590,365742,138390,196839,735226,440348
6133,323,291528,812740,315361,479498,546087,362924
6134,160,396179,304617,541440,378256,301629,287075
6135,919,1433972,886390,1435436,956857,1152136,954177
6136,176,139637,435143,303964,233106,518637,460710
6137,17,1968,20787,0,51099,14918,3796
6138,155,770179,471905,370045,113497,131883,262667
6139,174,380888,273466,231837,203147,401332,309414
6140,1019,767625,752966,576763,802344,1017511,1123269
6141,368,814821,240670,541662,604698,606966,940208
6142,677,942039,1553850,1135670,1188824,1611380,949455
6143,13,16532,10301,11298,3547,3934,69380
6144,136,17317,9013,27851,288326,303226,930538
6145,802,413655,517057,382715,329380,361026,482327
6146,211,249903,185179,386192,258253,604853,841646
6147,685,512159,432493,694672,621936,836493,647557
6148,1588,1003297,1809776,1602129,1175714,1170551,1373198
6149,564,1614787,2343957,1148487,1353053,1229852,1317572
6150,293,688435,999941,786062,701343,608910,715090
6151,1501,747784,1045910,1403902,890122,1124368,1213531
6152,140,1313724,175114,1536403,277480,1418814,285553
6153,1984,2108021,1834408,2217208,1523645,2012203,2598910
6154,1227,637949,878819,911258,644184,1052925,1209474
6155,539,1206514,423999,613049,471819,934558,979300
6156,1,1033,0,0,0,0,0
6157,459,1624134,1376343,2495357,660094,2950073,747065
6158,276,1198685,358931,589804,588469,2182566,807409
6159,890,548145,591252,784062,597423,615909,574948
6160,51,174079,203236,72307,133025,342799,261360
6161,1262,1069527,960787,1070269,778012,1164952,794563
6162,129,176352,203690,216866,388569,380951,291164
6163,784,574868,556165,1176850,716606,713385,718885
6164,621,927372,1093562,757524,650105,934764,597121
6165,590,773183,2811139,2009867,1552059,4471305,440202
6166,0,0,0,0,0,0,0
6167,1049,659454,656851,613881,1048211,918218,1013276
6168,255,396458,561658,280203,488910,582090,837514
6169,374,818047,898070,640623,492650,742427,854927
6170,897,530588,883323,691602,527405,708023,712377
6171,347,321236,203370,222446,168337,325272,469052
6172,1124,655041,628119,1000092,924229,943476,907789
6173,282,108356,509873,598929,503184,418542,1122674
6174,512,391879,370354,558231,192213,551929,415999
6175,847,1154638,1135193,997128,574050,726139,1024427
6176,160,374492,1078306,284317,440228,955614,387587
6177,203,130562,373086,319892,322167,721632,778460
6178,1265,1034661,883556,1282440,1005393,1305757,1141260
6179,693,611282,631809,910386,496632,875844,984443
6180,628,545381,571536,792327,594970,700396,642638
6181,200,347661,666275,434096,689579,525216,299976
6182,12,97422,0,67788,0,62705,20267
6183,229,165995,312618,337058,217443,496714,427690
6184,763,470759,785028,2256592,819075,888949,1052670
6185,713,1245158,1850997,1971457,1125536,1577312,1821662
6186,174,334769,234691,208974,338100,333471,178741
6187,459,271242,460858,259087,226133,304994,451614
6188,825,663205,796683,826011,377925,721219,630164
6189,1112,1466923,982193,1583486,1223164,1637327,1456523
6190,807,539936,712224,1010774,580589,622504,738164
6191,537,190349,395272,365294,414395,679367,611768
6192,69,304366,299910,268238,115642,18609,190588
6193,1664,1152659,1475610,1025897,1093794,1377238,1665125
6194,673,510270,1180186,1132811,814316,1434874,2244296
6195,817,871899,710100,664798,407522,649939,751667
6196,93,213735,158633,352285,266318,415518,191520
6197,2546,1843930,1515395,2194923,1801242,3396089,2166262
6198,190,131835,337961,231725,185142,170756,148392
